request_id,location_id,service_type_id,urgency,complexity_score,requested_date,sla_target_hours,sla_met_flag,day_of_week,is_weekend,month,is_winter,week_of_year,day_index,breach_label
REQ-001506,LOC-06,SVC-06,Emergency,63.2,2025-10-19,4,False,6,1,10,0,42,79,1
REQ-001507,LOC-06,SVC-02,Routine,20.6,2025-10-19,185,True,6,1,10,0,42,79,0
REQ-001508,LOC-08,SVC-08,Priority,38.9,2025-10-19,94,True,6,1,10,0,42,79,0
REQ-001509,LOC-02,SVC-04,Urgent,91.1,2025-10-19,24,False,6,1,10,0,42,79,1
REQ-001510,LOC-07,SVC-09,Priority,33.3,2025-10-19,79,True,6,1,10,0,42,79,0
REQ-001512,LOC-05,SVC-07,Routine,37.1,2025-10-19,168,True,6,1,10,0,42,79,0
REQ-001513,LOC-05,SVC-02,Routine,35.1,2025-10-19,168,True,6,1,10,0,42,79,0
REQ-001515,LOC-07,SVC-01,Priority,30.8,2025-10-20,79,True,0,0,10,0,43,80,0
REQ-001516,LOC-09,SVC-05,Routine,37.4,2025-10-20,218,True,0,0,10,0,43,80,0
REQ-001517,LOC-08,SVC-01,Routine,20.7,2025-10-20,218,True,0,0,10,0,43,80,0
REQ-001518,LOC-04,SVC-05,Priority,39.1,2025-10-20,72,True,0,0,10,0,43,80,0
REQ-001519,LOC-03,SVC-05,Priority,26.4,2025-10-20,72,True,0,0,10,0,43,80,0
REQ-001520,LOC-09,SVC-03,Urgent,45.0,2025-10-20,31,False,0,0,10,0,43,80,1
REQ-001521,LOC-10,SVC-01,Urgent,25.8,2025-10-20,31,True,0,0,10,0,43,80,0
REQ-001522,LOC-09,SVC-02,Priority,32.8,2025-10-20,94,True,0,0,10,0,43,80,0
REQ-001523,LOC-01,SVC-01,Urgent,34.7,2025-10-20,24,True,0,0,10,0,43,80,0
REQ-001524,LOC-07,SVC-05,Routine,23.9,2025-10-20,185,True,0,0,10,0,43,80,0
REQ-001525,LOC-05,SVC-09,Emergency,14.6,2025-10-20,4,False,0,0,10,0,43,80,1
REQ-001526,LOC-07,SVC-06,Emergency,37.6,2025-10-20,4,False,0,0,10,0,43,80,1
REQ-001528,LOC-06,SVC-05,Routine,11.5,2025-10-20,185,True,0,0,10,0,43,80,0
REQ-001529,LOC-07,SVC-05,Routine,6.3,2025-10-20,185,True,0,0,10,0,43,80,0
REQ-001530,LOC-03,SVC-01,Routine,43.4,2025-10-20,168,True,0,0,10,0,43,80,0
REQ-001531,LOC-05,SVC-09,Urgent,43.5,2025-10-20,24,True,0,0,10,0,43,80,0
REQ-001532,LOC-03,SVC-01,Priority,35.3,2025-10-20,72,True,0,0,10,0,43,80,0
REQ-001533,LOC-06,SVC-06,Routine,64.4,2025-10-20,185,True,0,0,10,0,43,80,0
REQ-001534,LOC-09,SVC-06,Routine,10.9,2025-10-20,218,True,0,0,10,0,43,80,0
REQ-001535,LOC-03,SVC-05,Priority,61.8,2025-10-20,72,True,0,0,10,0,43,80,0
REQ-001537,LOC-05,SVC-07,Urgent,61.3,2025-10-21,24,True,1,0,10,0,43,81,0
REQ-001539,LOC-10,SVC-01,Routine,41.6,2025-10-21,218,True,1,0,10,0,43,81,0
REQ-001540,LOC-08,SVC-01,Routine,14.6,2025-10-21,218,True,1,0,10,0,43,81,0
REQ-001541,LOC-04,SVC-08,Urgent,67.4,2025-10-21,24,True,1,0,10,0,43,81,0
REQ-001542,LOC-09,SVC-02,Routine,51.1,2025-10-21,218,True,1,0,10,0,43,81,0
REQ-001543,LOC-10,SVC-04,Priority,36.3,2025-10-21,94,True,1,0,10,0,43,81,0
REQ-001544,LOC-03,SVC-03,Routine,28.9,2025-10-21,168,True,1,0,10,0,43,81,0
REQ-001545,LOC-10,SVC-09,Routine,7.1,2025-10-21,218,True,1,0,10,0,43,81,0
REQ-001546,LOC-02,SVC-01,Routine,28.6,2025-10-21,168,True,1,0,10,0,43,81,0
REQ-001548,LOC-08,SVC-05,Emergency,40.1,2025-10-21,5,False,1,0,10,0,43,81,1
REQ-001549,LOC-04,SVC-03,Priority,35.4,2025-10-21,72,True,1,0,10,0,43,81,0
REQ-001550,LOC-10,SVC-01,Routine,17.7,2025-10-21,218,True,1,0,10,0,43,81,0
REQ-001552,LOC-05,SVC-06,Priority,66.2,2025-10-21,72,True,1,0,10,0,43,81,0
REQ-001553,LOC-08,SVC-09,Routine,19.2,2025-10-21,218,True,1,0,10,0,43,81,0
REQ-001554,LOC-01,SVC-06,Routine,38.5,2025-10-21,168,True,1,0,10,0,43,81,0
REQ-001555,LOC-03,SVC-02,Routine,8.9,2025-10-21,168,True,1,0,10,0,43,81,0
REQ-001557,LOC-09,SVC-06,Routine,34.1,2025-10-21,218,True,1,0,10,0,43,81,0
REQ-001558,LOC-05,SVC-03,Priority,30.6,2025-10-21,72,True,1,0,10,0,43,81,0
REQ-001559,LOC-06,SVC-02,Urgent,22.7,2025-10-22,26,True,2,0,10,0,43,82,0
REQ-001560,LOC-01,SVC-02,Priority,48.0,2025-10-22,72,True,2,0,10,0,43,82,0
REQ-001561,LOC-01,SVC-07,Routine,16.3,2025-10-22,168,True,2,0,10,0,43,82,0
REQ-001562,LOC-06,SVC-01,Routine,15.8,2025-10-22,185,True,2,0,10,0,43,82,0
REQ-001563,LOC-03,SVC-07,Routine,16.4,2025-10-22,168,True,2,0,10,0,43,82,0
REQ-001565,LOC-03,SVC-06,Urgent,50.2,2025-10-22,24,True,2,0,10,0,43,82,0
REQ-001566,LOC-07,SVC-07,Routine,43.5,2025-10-22,185,True,2,0,10,0,43,82,0
REQ-001567,LOC-07,SVC-06,Routine,15.1,2025-10-22,185,True,2,0,10,0,43,82,0
REQ-001568,LOC-02,SVC-06,Emergency,61.9,2025-10-22,4,False,2,0,10,0,43,82,1
REQ-001569,LOC-01,SVC-05,Priority,40.6,2025-10-22,72,True,2,0,10,0,43,82,0
REQ-001570,LOC-03,SVC-06,Urgent,38.8,2025-10-22,24,True,2,0,10,0,43,82,0
REQ-001571,LOC-08,SVC-04,Priority,30.5,2025-10-22,94,True,2,0,10,0,43,82,0
REQ-001572,LOC-06,SVC-04,Priority,26.1,2025-10-23,79,True,3,0,10,0,43,83,0
REQ-001573,LOC-06,SVC-02,Routine,9.6,2025-10-23,185,True,3,0,10,0,43,83,0
REQ-001574,LOC-02,SVC-07,Urgent,8.0,2025-10-23,24,True,3,0,10,0,43,83,0
REQ-001575,LOC-03,SVC-06,Routine,20.2,2025-10-23,168,True,3,0,10,0,43,83,0
REQ-001576,LOC-07,SVC-09,Priority,42.3,2025-10-23,79,False,3,0,10,0,43,83,1
REQ-001577,LOC-10,SVC-03,Priority,13.8,2025-10-23,94,True,3,0,10,0,43,83,0
REQ-001578,LOC-06,SVC-07,Routine,36.4,2025-10-23,185,True,3,0,10,0,43,83,0
REQ-001579,LOC-06,SVC-05,Routine,60.9,2025-10-23,185,True,3,0,10,0,43,83,0
REQ-001580,LOC-06,SVC-07,Priority,51.4,2025-10-23,79,True,3,0,10,0,43,83,0
REQ-001581,LOC-05,SVC-06,Routine,37.6,2025-10-23,168,True,3,0,10,0,43,83,0
REQ-001583,LOC-10,SVC-01,Priority,37.5,2025-10-23,94,True,3,0,10,0,43,83,0
REQ-001584,LOC-03,SVC-07,Routine,20.0,2025-10-23,168,True,3,0,10,0,43,83,0
REQ-001585,LOC-04,SVC-01,Priority,51.2,2025-10-23,72,True,3,0,10,0,43,83,0
REQ-001586,LOC-02,SVC-06,Routine,63.0,2025-10-23,168,True,3,0,10,0,43,83,0
REQ-001587,LOC-01,SVC-01,Routine,81.1,2025-10-23,168,True,3,0,10,0,43,83,0
REQ-001588,LOC-10,SVC-06,Routine,35.1,2025-10-23,218,True,3,0,10,0,43,83,0
REQ-001589,LOC-09,SVC-07,Priority,67.1,2025-10-23,94,True,3,0,10,0,43,83,0
REQ-001590,LOC-01,SVC-01,Routine,14.8,2025-10-23,168,True,3,0,10,0,43,83,0
REQ-001591,LOC-02,SVC-06,Routine,34.2,2025-10-23,168,True,3,0,10,0,43,83,0
REQ-001592,LOC-02,SVC-01,Routine,66.0,2025-10-23,168,True,3,0,10,0,43,83,0
REQ-001593,LOC-07,SVC-04,Routine,36.7,2025-10-23,185,True,3,0,10,0,43,83,0
REQ-001594,LOC-06,SVC-05,Routine,13.5,2025-10-23,185,True,3,0,10,0,43,83,0
REQ-001597,LOC-06,SVC-04,Routine,63.2,2025-10-24,185,True,4,0,10,0,43,84,0
REQ-001598,LOC-04,SVC-07,Urgent,37.4,2025-10-24,24,True,4,0,10,0,43,84,0
REQ-001599,LOC-09,SVC-09,Priority,95.8,2025-10-24,94,True,4,0,10,0,43,84,0
REQ-001600,LOC-10,SVC-02,Routine,27.0,2025-10-24,218,True,4,0,10,0,43,84,0
REQ-001601,LOC-08,SVC-02,Priority,9.0,2025-10-24,94,True,4,0,10,0,43,84,0
REQ-001602,LOC-07,SVC-01,Routine,65.3,2025-10-24,185,True,4,0,10,0,43,84,0
REQ-001603,LOC-10,SVC-03,Priority,42.7,2025-10-24,94,True,4,0,10,0,43,84,0
REQ-001604,LOC-06,SVC-05,Routine,23.9,2025-10-24,185,True,4,0,10,0,43,84,0
REQ-001605,LOC-06,SVC-05,Priority,44.3,2025-10-24,79,True,4,0,10,0,43,84,0
REQ-001606,LOC-05,SVC-08,Emergency,79.9,2025-10-24,4,False,4,0,10,0,43,84,1
REQ-001608,LOC-04,SVC-09,Routine,66.1,2025-10-24,168,True,4,0,10,0,43,84,0
REQ-001609,LOC-07,SVC-02,Routine,13.9,2025-10-24,185,True,4,0,10,0,43,84,0
REQ-001611,LOC-06,SVC-02,Routine,16.7,2025-10-24,185,True,4,0,10,0,43,84,0
REQ-001612,LOC-10,SVC-08,Priority,42.6,2025-10-24,94,True,4,0,10,0,43,84,0
REQ-001613,LOC-01,SVC-05,Urgent,59.2,2025-10-24,24,True,4,0,10,0,43,84,0
REQ-001614,LOC-06,SVC-02,Priority,14.3,2025-10-24,79,True,4,0,10,0,43,84,0
REQ-001615,LOC-09,SVC-07,Priority,37.8,2025-10-24,94,True,4,0,10,0,43,84,0
REQ-001616,LOC-10,SVC-07,Urgent,86.0,2025-10-24,31,True,4,0,10,0,43,84,0
REQ-001618,LOC-10,SVC-06,Routine,26.9,2025-10-25,218,True,5,1,10,0,43,85,0
REQ-001619,LOC-07,SVC-02,Urgent,30.1,2025-10-25,26,True,5,1,10,0,43,85,0
REQ-001620,LOC-09,SVC-05,Routine,42.6,2025-10-25,218,True,5,1,10,0,43,85,0
REQ-001621,LOC-01,SVC-03,Priority,24.2,2025-10-25,72,True,5,1,10,0,43,85,0
REQ-001622,LOC-05,SVC-05,Priority,73.6,2025-10-25,72,True,5,1,10,0,43,85,0
REQ-001623,LOC-08,SVC-02,Urgent,43.3,2025-10-25,31,True,5,1,10,0,43,85,0
REQ-001624,LOC-08,SVC-02,Emergency,67.4,2025-10-25,5,False,5,1,10,0,43,85,1
REQ-001625,LOC-07,SVC-06,Routine,37.3,2025-10-25,185,True,5,1,10,0,43,85,0
REQ-001626,LOC-02,SVC-01,Routine,7.6,2025-10-25,168,True,5,1,10,0,43,85,0
REQ-001627,LOC-05,SVC-01,Emergency,60.2,2025-10-25,4,False,5,1,10,0,43,85,1
REQ-001628,LOC-08,SVC-01,Urgent,81.3,2025-10-25,31,False,5,1,10,0,43,85,1
REQ-001629,LOC-09,SVC-01,Routine,49.5,2025-10-25,218,True,5,1,10,0,43,85,0
REQ-001630,LOC-07,SVC-03,Priority,58.0,2025-10-25,79,True,5,1,10,0,43,85,0
REQ-001631,LOC-08,SVC-05,Routine,23.8,2025-10-26,218,True,6,1,10,0,43,86,0
REQ-001633,LOC-02,SVC-06,Priority,35.1,2025-10-26,72,True,6,1,10,0,43,86,0
REQ-001634,LOC-06,SVC-04,Emergency,77.7,2025-10-26,4,False,6,1,10,0,43,86,1
REQ-001635,LOC-05,SVC-05,Urgent,33.7,2025-10-26,24,True,6,1,10,0,43,86,0
REQ-001636,LOC-03,SVC-07,Routine,3.7,2025-10-26,168,True,6,1,10,0,43,86,0
REQ-001637,LOC-01,SVC-03,Routine,42.2,2025-10-26,168,True,6,1,10,0,43,86,0
REQ-001638,LOC-09,SVC-01,Priority,36.5,2025-10-27,94,True,0,0,10,0,44,87,0
REQ-001639,LOC-04,SVC-05,Emergency,55.8,2025-10-27,4,False,0,0,10,0,44,87,1
REQ-001640,LOC-04,SVC-04,Priority,33.2,2025-10-27,72,True,0,0,10,0,44,87,0
REQ-001641,LOC-01,SVC-08,Routine,37.9,2025-10-27,168,True,0,0,10,0,44,87,0
REQ-001643,LOC-10,SVC-02,Routine,37.2,2025-10-27,218,True,0,0,10,0,44,87,0
REQ-001644,LOC-09,SVC-04,Priority,63.1,2025-10-27,94,True,0,0,10,0,44,87,0
REQ-001645,LOC-08,SVC-01,Routine,41.7,2025-10-27,218,True,0,0,10,0,44,87,0
REQ-001646,LOC-10,SVC-02,Routine,20.9,2025-10-27,218,True,0,0,10,0,44,87,0
REQ-001647,LOC-05,SVC-01,Routine,8.7,2025-10-27,168,True,0,0,10,0,44,87,0
REQ-001648,LOC-04,SVC-09,Urgent,81.9,2025-10-27,24,True,0,0,10,0,44,87,0
REQ-001649,LOC-02,SVC-06,Priority,46.1,2025-10-27,72,True,0,0,10,0,44,87,0
REQ-001650,LOC-10,SVC-09,Priority,20.3,2025-10-27,94,True,0,0,10,0,44,87,0
REQ-001651,LOC-02,SVC-01,Routine,20.9,2025-10-27,168,True,0,0,10,0,44,87,0
REQ-001653,LOC-10,SVC-01,Emergency,46.2,2025-10-28,5,False,1,0,10,0,44,88,1
REQ-001654,LOC-02,SVC-08,Routine,12.9,2025-10-28,168,True,1,0,10,0,44,88,0
REQ-001655,LOC-03,SVC-01,Routine,12.6,2025-10-28,168,True,1,0,10,0,44,88,0
REQ-001656,LOC-03,SVC-04,Urgent,7.4,2025-10-28,24,True,1,0,10,0,44,88,0
REQ-001657,LOC-06,SVC-05,Priority,89.3,2025-10-28,79,True,1,0,10,0,44,88,0
REQ-001658,LOC-08,SVC-08,Urgent,20.4,2025-10-28,31,True,1,0,10,0,44,88,0
REQ-001659,LOC-09,SVC-05,Routine,78.7,2025-10-28,218,True,1,0,10,0,44,88,0
REQ-001660,LOC-10,SVC-03,Priority,70.2,2025-10-28,94,True,1,0,10,0,44,88,0
REQ-001661,LOC-10,SVC-06,Emergency,31.9,2025-10-28,5,False,1,0,10,0,44,88,1
REQ-001662,LOC-07,SVC-02,Routine,53.0,2025-10-28,185,True,1,0,10,0,44,88,0
REQ-001663,LOC-06,SVC-09,Priority,55.1,2025-10-28,79,True,1,0,10,0,44,88,0
REQ-001664,LOC-06,SVC-07,Routine,24.4,2025-10-28,185,True,1,0,10,0,44,88,0
REQ-001665,LOC-04,SVC-02,Routine,12.6,2025-10-28,168,True,1,0,10,0,44,88,0
REQ-001666,LOC-09,SVC-01,Emergency,38.9,2025-10-28,5,False,1,0,10,0,44,88,1
REQ-001667,LOC-05,SVC-04,Emergency,37.3,2025-10-28,4,False,1,0,10,0,44,88,1
REQ-001668,LOC-03,SVC-02,Urgent,44.0,2025-10-28,24,True,1,0,10,0,44,88,0
REQ-001669,LOC-08,SVC-08,Routine,23.3,2025-10-28,218,True,1,0,10,0,44,88,0
REQ-001670,LOC-06,SVC-07,Routine,48.9,2025-10-28,185,True,1,0,10,0,44,88,0
REQ-001671,LOC-01,SVC-07,Urgent,38.2,2025-10-28,24,True,1,0,10,0,44,88,0
REQ-001672,LOC-07,SVC-06,Priority,56.4,2025-10-28,79,True,1,0,10,0,44,88,0
REQ-001674,LOC-08,SVC-09,Routine,17.2,2025-10-28,218,True,1,0,10,0,44,88,0
REQ-001676,LOC-06,SVC-02,Routine,87.1,2025-10-28,185,True,1,0,10,0,44,88,0
REQ-001677,LOC-10,SVC-09,Urgent,96.6,2025-10-28,31,True,1,0,10,0,44,88,0
REQ-001679,LOC-07,SVC-05,Urgent,58.8,2025-10-28,26,True,1,0,10,0,44,88,0
REQ-001680,LOC-10,SVC-05,Routine,20.7,2025-10-28,218,True,1,0,10,0,44,88,0
REQ-001681,LOC-06,SVC-08,Routine,28.0,2025-10-28,185,True,1,0,10,0,44,88,0
REQ-001682,LOC-01,SVC-01,Priority,46.1,2025-10-28,72,True,1,0,10,0,44,88,0
REQ-001683,LOC-07,SVC-03,Routine,55.4,2025-10-28,185,True,1,0,10,0,44,88,0
REQ-001684,LOC-03,SVC-06,Priority,35.9,2025-10-28,72,True,1,0,10,0,44,88,0
REQ-001685,LOC-09,SVC-07,Priority,37.6,2025-10-28,94,True,1,0,10,0,44,88,0
REQ-001686,LOC-10,SVC-01,Routine,15.1,2025-10-28,218,True,1,0,10,0,44,88,0
REQ-001687,LOC-04,SVC-01,Routine,66.2,2025-10-28,168,True,1,0,10,0,44,88,0
REQ-001688,LOC-06,SVC-09,Routine,35.7,2025-10-29,185,True,2,0,10,0,44,89,0
REQ-001689,LOC-08,SVC-03,Urgent,29.0,2025-10-29,31,True,2,0,10,0,44,89,0
REQ-001690,LOC-03,SVC-07,Routine,43.7,2025-10-29,168,True,2,0,10,0,44,89,0
REQ-001691,LOC-03,SVC-03,Routine,7.8,2025-10-29,168,True,2,0,10,0,44,89,0
REQ-001692,LOC-07,SVC-07,Priority,67.4,2025-10-29,79,True,2,0,10,0,44,89,0
REQ-001693,LOC-09,SVC-01,Priority,62.9,2025-10-29,94,True,2,0,10,0,44,89,0
REQ-001694,LOC-07,SVC-02,Routine,10.5,2025-10-29,185,True,2,0,10,0,44,89,0
REQ-001695,LOC-08,SVC-01,Priority,40.9,2025-10-29,94,True,2,0,10,0,44,89,0
REQ-001696,LOC-05,SVC-02,Priority,14.0,2025-10-29,72,True,2,0,10,0,44,89,0
REQ-001697,LOC-01,SVC-01,Priority,30.9,2025-10-29,72,True,2,0,10,0,44,89,0
REQ-001698,LOC-10,SVC-03,Routine,13.0,2025-10-29,218,True,2,0,10,0,44,89,0
REQ-001700,LOC-02,SVC-09,Routine,12.2,2025-10-29,168,True,2,0,10,0,44,89,0
REQ-001701,LOC-02,SVC-06,Emergency,78.2,2025-10-29,4,False,2,0,10,0,44,89,1
REQ-001703,LOC-09,SVC-02,Urgent,36.3,2025-10-29,31,True,2,0,10,0,44,89,0
REQ-001704,LOC-03,SVC-07,Priority,46.1,2025-10-29,72,True,2,0,10,0,44,89,0
REQ-001705,LOC-05,SVC-05,Routine,25.8,2025-10-29,168,True,2,0,10,0,44,89,0
REQ-001706,LOC-01,SVC-09,Urgent,63.0,2025-10-30,24,True,3,0,10,0,44,90,0
REQ-001707,LOC-02,SVC-09,Priority,40.3,2025-10-30,72,True,3,0,10,0,44,90,0
REQ-001708,LOC-05,SVC-05,Urgent,71.3,2025-10-30,24,True,3,0,10,0,44,90,0
REQ-001709,LOC-09,SVC-08,Routine,72.1,2025-10-30,218,True,3,0,10,0,44,90,0
REQ-001710,LOC-08,SVC-08,Priority,16.7,2025-10-30,94,True,3,0,10,0,44,90,0
REQ-001712,LOC-08,SVC-09,Priority,64.6,2025-10-30,94,True,3,0,10,0,44,90,0
REQ-001714,LOC-04,SVC-02,Routine,47.7,2025-10-30,168,True,3,0,10,0,44,90,0
REQ-001715,LOC-03,SVC-04,Priority,69.1,2025-10-30,72,True,3,0,10,0,44,90,0
REQ-001716,LOC-10,SVC-06,Emergency,39.8,2025-10-30,5,False,3,0,10,0,44,90,1
REQ-001717,LOC-04,SVC-01,Priority,64.5,2025-10-30,72,True,3,0,10,0,44,90,0
REQ-001718,LOC-01,SVC-05,Routine,32.5,2025-10-30,168,True,3,0,10,0,44,90,0
REQ-001719,LOC-03,SVC-03,Priority,36.1,2025-10-30,72,False,3,0,10,0,44,90,1
REQ-001720,LOC-10,SVC-02,Priority,18.5,2025-10-30,94,True,3,0,10,0,44,90,0
REQ-001721,LOC-04,SVC-02,Priority,27.0,2025-10-30,72,True,3,0,10,0,44,90,0
REQ-001722,LOC-06,SVC-04,Routine,10.8,2025-10-30,185,True,3,0,10,0,44,90,0
REQ-001723,LOC-10,SVC-01,Routine,13.7,2025-10-30,218,True,3,0,10,0,44,90,0
REQ-001724,LOC-07,SVC-07,Routine,76.5,2025-10-30,185,True,3,0,10,0,44,90,0
REQ-001726,LOC-08,SVC-05,Routine,22.5,2025-10-30,218,True,3,0,10,0,44,90,0
REQ-001727,LOC-01,SVC-09,Urgent,92.8,2025-10-31,24,True,4,0,10,0,44,91,0
REQ-001728,LOC-06,SVC-03,Routine,34.9,2025-10-31,185,True,4,0,10,0,44,91,0
REQ-001729,LOC-10,SVC-03,Routine,11.9,2025-10-31,218,True,4,0,10,0,44,91,0
REQ-001730,LOC-05,SVC-02,Priority,32.5,2025-10-31,72,True,4,0,10,0,44,91,0
REQ-001731,LOC-01,SVC-02,Urgent,66.8,2025-10-31,24,False,4,0,10,0,44,91,1
REQ-001732,LOC-09,SVC-04,Emergency,61.3,2025-10-31,5,False,4,0,10,0,44,91,1
REQ-001733,LOC-01,SVC-01,Urgent,34.1,2025-10-31,24,True,4,0,10,0,44,91,0
REQ-001734,LOC-04,SVC-06,Routine,1.5,2025-10-31,168,True,4,0,10,0,44,91,0
REQ-001735,LOC-06,SVC-03,Urgent,24.5,2025-10-31,26,True,4,0,10,0,44,91,0
REQ-001736,LOC-01,SVC-01,Routine,66.2,2025-10-31,168,True,4,0,10,0,44,91,0
REQ-001737,LOC-09,SVC-09,Priority,16.1,2025-10-31,94,True,4,0,10,0,44,91,0
REQ-001738,LOC-07,SVC-02,Urgent,35.3,2025-10-31,26,True,4,0,10,0,44,91,0
REQ-001739,LOC-01,SVC-03,Routine,38.9,2025-10-31,168,True,4,0,10,0,44,91,0
REQ-001740,LOC-05,SVC-07,Priority,19.3,2025-10-31,72,True,4,0,10,0,44,91,0
REQ-001741,LOC-06,SVC-08,Routine,40.1,2025-10-31,185,True,4,0,10,0,44,91,0
REQ-001742,LOC-01,SVC-01,Priority,32.5,2025-10-31,72,True,4,0,10,0,44,91,0
REQ-001743,LOC-05,SVC-04,Routine,33.4,2025-10-31,168,True,4,0,10,0,44,91,0
REQ-001744,LOC-08,SVC-06,Urgent,69.4,2025-10-31,31,True,4,0,10,0,44,91,0
REQ-001745,LOC-05,SVC-03,Priority,75.5,2025-10-31,72,True,4,0,10,0,44,91,0
REQ-001746,LOC-09,SVC-01,Routine,63.4,2025-10-31,218,True,4,0,10,0,44,91,0
REQ-001747,LOC-09,SVC-01,Urgent,87.7,2025-10-31,31,False,4,0,10,0,44,91,1
REQ-001748,LOC-09,SVC-01,Routine,34.6,2025-10-31,218,True,4,0,10,0,44,91,0
REQ-001749,LOC-04,SVC-07,Priority,3.0,2025-10-31,72,True,4,0,10,0,44,91,0
REQ-001750,LOC-03,SVC-01,Routine,72.9,2025-11-01,168,True,5,1,11,0,44,92,0
REQ-001751,LOC-08,SVC-03,Routine,15.9,2025-11-01,218,True,5,1,11,0,44,92,0
REQ-001752,LOC-01,SVC-05,Routine,41.3,2025-11-01,168,True,5,1,11,0,44,92,0
REQ-001754,LOC-03,SVC-07,Routine,14.2,2025-11-01,168,True,5,1,11,0,44,92,0
REQ-001755,LOC-01,SVC-01,Routine,1.0,2025-11-01,168,True,5,1,11,0,44,92,0
REQ-001756,LOC-07,SVC-01,Routine,47.0,2025-11-01,185,True,5,1,11,0,44,92,0
REQ-001757,LOC-10,SVC-04,Urgent,44.2,2025-11-02,31,False,6,1,11,0,44,93,1
REQ-001758,LOC-06,SVC-06,Priority,38.2,2025-11-02,79,True,6,1,11,0,44,93,0
REQ-001759,LOC-01,SVC-01,Routine,36.3,2025-11-02,168,True,6,1,11,0,44,93,0
REQ-001760,LOC-02,SVC-02,Priority,35.7,2025-11-02,72,True,6,1,11,0,44,93,0
REQ-001761,LOC-02,SVC-09,Priority,34.5,2025-11-02,72,True,6,1,11,0,44,93,0
REQ-001762,LOC-08,SVC-09,Routine,35.4,2025-11-02,218,True,6,1,11,0,44,93,0
REQ-001763,LOC-06,SVC-07,Urgent,61.1,2025-11-02,26,True,6,1,11,0,44,93,0
REQ-001764,LOC-08,SVC-09,Urgent,85.6,2025-11-02,31,True,6,1,11,0,44,93,0
REQ-001765,LOC-02,SVC-07,Routine,11.0,2025-11-02,168,True,6,1,11,0,44,93,0
REQ-001766,LOC-07,SVC-06,Routine,38.3,2025-11-02,185,True,6,1,11,0,44,93,0
REQ-001767,LOC-10,SVC-04,Routine,14.7,2025-11-02,218,True,6,1,11,0,44,93,0
REQ-001768,LOC-02,SVC-05,Urgent,37.7,2025-11-03,24,False,0,0,11,0,45,94,1
REQ-001769,LOC-03,SVC-02,Routine,90.9,2025-11-03,168,True,0,0,11,0,45,94,0
REQ-001770,LOC-06,SVC-01,Routine,67.8,2025-11-03,185,True,0,0,11,0,45,94,0
REQ-001771,LOC-09,SVC-01,Urgent,56.6,2025-11-03,31,True,0,0,11,0,45,94,0
REQ-001772,LOC-01,SVC-07,Priority,62.4,2025-11-03,72,True,0,0,11,0,45,94,0
REQ-001773,LOC-08,SVC-05,Priority,18.0,2025-11-03,94,True,0,0,11,0,45,94,0
REQ-001774,LOC-02,SVC-09,Routine,36.7,2025-11-03,168,True,0,0,11,0,45,94,0
REQ-001775,LOC-09,SVC-02,Routine,50.2,2025-11-03,218,True,0,0,11,0,45,94,0
REQ-001776,LOC-07,SVC-06,Priority,20.4,2025-11-03,79,True,0,0,11,0,45,94,0
REQ-001777,LOC-10,SVC-01,Routine,19.9,2025-11-03,218,True,0,0,11,0,45,94,0
REQ-001778,LOC-10,SVC-07,Routine,11.7,2025-11-03,218,True,0,0,11,0,45,94,0
REQ-001779,LOC-09,SVC-01,Routine,38.8,2025-11-03,218,True,0,0,11,0,45,94,0
REQ-001782,LOC-06,SVC-09,Routine,19.9,2025-11-03,185,True,0,0,11,0,45,94,0
REQ-001783,LOC-07,SVC-01,Priority,36.3,2025-11-03,79,True,0,0,11,0,45,94,0
REQ-001784,LOC-02,SVC-07,Routine,28.9,2025-11-03,168,True,0,0,11,0,45,94,0
REQ-001785,LOC-10,SVC-01,Routine,27.9,2025-11-03,218,True,0,0,11,0,45,94,0
REQ-001786,LOC-06,SVC-01,Priority,36.3,2025-11-03,79,True,0,0,11,0,45,94,0
REQ-001787,LOC-07,SVC-07,Priority,30.1,2025-11-03,79,True,0,0,11,0,45,94,0
REQ-001788,LOC-10,SVC-04,Urgent,28.3,2025-11-03,31,False,0,0,11,0,45,94,1
REQ-001789,LOC-05,SVC-01,Routine,41.8,2025-11-03,168,True,0,0,11,0,45,94,0
REQ-001790,LOC-05,SVC-01,Routine,33.8,2025-11-03,168,True,0,0,11,0,45,94,0
REQ-001791,LOC-08,SVC-03,Routine,20.3,2025-11-03,218,True,0,0,11,0,45,94,0
REQ-001792,LOC-09,SVC-01,Priority,42.2,2025-11-03,94,True,0,0,11,0,45,94,0
REQ-001793,LOC-05,SVC-06,Routine,41.5,2025-11-03,168,True,0,0,11,0,45,94,0
REQ-001794,LOC-10,SVC-06,Priority,38.3,2025-11-03,94,True,0,0,11,0,45,94,0
REQ-001795,LOC-03,SVC-08,Priority,17.8,2025-11-03,72,True,0,0,11,0,45,94,0
REQ-001796,LOC-06,SVC-04,Routine,45.0,2025-11-04,185,True,1,0,11,0,45,95,0
REQ-001798,LOC-03,SVC-09,Urgent,86.3,2025-11-04,24,False,1,0,11,0,45,95,1
REQ-001799,LOC-06,SVC-06,Priority,17.9,2025-11-04,79,True,1,0,11,0,45,95,0
REQ-001800,LOC-08,SVC-09,Routine,14.0,2025-11-04,218,True,1,0,11,0,45,95,0
REQ-001801,LOC-02,SVC-07,Urgent,80.0,2025-11-04,24,False,1,0,11,0,45,95,1
