appointment_id,location_id,service_type_id,scheduled_date,travel_minutes,override_flag,urgency,complexity_score,cancelled_label,day_of_week,is_weekend,month,is_winter,week_of_year,day_index
APT-001765,LOC-02,SVC-01,2025-11-10,27,False,Routine,11.9,0,0,0,11,0,46,101
APT-001766,LOC-05,SVC-04,2025-11-10,6,False,Urgent,58.3,0,0,0,11,0,46,101
APT-001767,LOC-09,SVC-07,2025-11-12,24,False,Routine,70.9,0,2,0,11,0,46,103
APT-001768,LOC-07,SVC-01,2025-11-11,32,False,Routine,24.0,0,1,0,11,0,46,102
APT-001770,LOC-05,SVC-08,2025-11-10,10,False,Emergency,86.2,0,0,0,11,0,46,101
APT-001772,LOC-09,SVC-01,2025-11-10,28,False,Routine,16.0,0,0,0,11,0,46,101
APT-001776,LOC-04,SVC-01,2025-11-11,24,False,Priority,42.6,0,1,0,11,0,46,102
APT-001777,LOC-07,SVC-01,2025-11-11,30,False,Priority,35.0,0,1,0,11,0,46,102
APT-001778,LOC-10,SVC-07,2025-11-11,12,False,Routine,17.1,0,1,0,11,0,46,102
APT-001780,LOC-04,SVC-02,2025-11-12,16,False,Routine,58.3,0,2,0,11,0,46,103
APT-001782,LOC-05,SVC-02,2025-11-11,16,False,Priority,32.5,0,1,0,11,0,46,102
APT-001783,LOC-09,SVC-05,2025-11-11,30,False,Routine,19.1,0,1,0,11,0,46,102
APT-001785,LOC-07,SVC-05,2025-11-11,24,False,Priority,47.6,0,1,0,11,0,46,102
APT-001787,LOC-04,SVC-06,2025-11-12,19,False,Urgent,62.3,0,2,0,11,0,46,103
APT-001788,LOC-08,SVC-04,2025-11-12,31,False,Routine,15.8,0,2,0,11,0,46,103
APT-001789,LOC-08,SVC-01,2025-11-12,48,False,Urgent,44.3,0,2,0,11,0,46,103
APT-001790,LOC-10,SVC-09,2025-11-11,25,False,Priority,12.6,0,1,0,11,0,46,102
APT-001791,LOC-03,SVC-03,2025-11-11,19,False,Priority,21.5,0,1,0,11,0,46,102
APT-001793,LOC-04,SVC-02,2025-11-13,29,False,Routine,15.0,0,3,0,11,0,46,104
APT-001795,LOC-01,SVC-05,2025-11-12,31,False,Urgent,70.5,0,2,0,11,0,46,103
APT-001796,LOC-06,SVC-04,2025-11-13,41,False,Routine,56.9,0,3,0,11,0,46,104
APT-001797,LOC-08,SVC-07,2025-11-12,32,False,Routine,1.0,0,2,0,11,0,46,103
APT-001798,LOC-07,SVC-07,2025-11-12,40,False,Routine,1.0,0,2,0,11,0,46,103
APT-001803,LOC-08,SVC-02,2025-11-12,55,False,Urgent,55.5,0,2,0,11,0,46,103
APT-001804,LOC-07,SVC-04,2025-11-12,3,False,Priority,19.0,0,2,0,11,0,46,103
APT-001808,LOC-07,SVC-04,2025-11-13,43,False,Priority,37.5,0,3,0,11,0,46,104
APT-001809,LOC-09,SVC-01,2025-11-13,54,False,Emergency,86.0,0,3,0,11,0,46,104
APT-001810,LOC-09,SVC-01,2025-11-12,3,True,Priority,11.5,0,2,0,11,0,46,103
APT-001813,LOC-10,SVC-03,2025-11-12,39,False,Emergency,76.0,0,2,0,11,0,46,103
APT-001814,LOC-04,SVC-06,2025-11-12,11,False,Urgent,48.0,0,2,0,11,0,46,103
APT-001817,LOC-09,SVC-08,2025-11-12,19,False,Priority,45.2,0,2,0,11,0,46,103
APT-001819,LOC-02,SVC-01,2025-11-12,30,False,Priority,43.8,0,2,0,11,0,46,103
APT-001821,LOC-07,SVC-07,2025-11-13,71,True,Emergency,88.2,0,3,0,11,0,46,104
APT-001823,LOC-05,SVC-05,2025-11-13,6,False,Routine,31.9,0,3,0,11,0,46,104
APT-001824,LOC-05,SVC-05,2025-11-13,3,False,Priority,28.2,0,3,0,11,0,46,104
APT-001825,LOC-02,SVC-05,2025-11-13,33,False,Emergency,88.1,0,3,0,11,0,46,104
APT-001826,LOC-10,SVC-05,2025-11-14,21,False,Routine,20.6,0,4,0,11,0,46,105
APT-001829,LOC-07,SVC-02,2025-11-19,3,False,Routine,17.9,0,2,0,11,0,47,110
APT-001830,LOC-02,SVC-01,2025-11-13,25,False,Urgent,15.5,0,3,0,11,0,46,104
APT-001832,LOC-03,SVC-06,2025-11-14,11,False,Priority,36.6,0,4,0,11,0,46,105
APT-001838,LOC-04,SVC-01,2025-11-16,27,False,Priority,86.4,0,6,1,11,0,46,107
APT-001840,LOC-05,SVC-07,2025-11-16,30,False,Routine,39.3,0,6,1,11,0,46,107
APT-001841,LOC-06,SVC-02,2025-11-16,19,False,Priority,65.1,0,6,1,11,0,46,107
APT-001843,LOC-05,SVC-05,2025-11-15,25,False,Priority,33.8,0,5,1,11,0,46,106
APT-001845,LOC-02,SVC-05,2025-11-15,20,False,Routine,25.6,0,5,1,11,0,46,106
APT-001846,LOC-03,SVC-04,2025-11-17,30,False,Routine,45.4,0,0,0,11,0,47,108
APT-001847,LOC-10,SVC-01,2025-11-15,40,False,Routine,20.1,0,5,1,11,0,46,106
APT-001848,LOC-03,SVC-04,2025-11-14,23,False,Routine,40.3,0,4,0,11,0,46,105
APT-001850,LOC-06,SVC-03,2025-11-15,20,False,Emergency,80.8,0,5,1,11,0,46,106
APT-001852,LOC-07,SVC-01,2025-11-14,16,False,Priority,23.1,0,4,0,11,0,46,105
APT-001853,LOC-04,SVC-07,2025-11-14,5,False,Priority,17.6,0,4,0,11,0,46,105
APT-001854,LOC-01,SVC-06,2025-11-14,34,False,Priority,69.9,0,4,0,11,0,46,105
APT-001855,LOC-03,SVC-07,2025-11-16,17,False,Urgent,89.2,0,6,1,11,0,46,107
APT-001856,LOC-01,SVC-03,2025-11-15,25,False,Routine,8.4,0,5,1,11,0,46,106
APT-001861,LOC-04,SVC-05,2025-11-15,15,False,Routine,36.3,0,5,1,11,0,46,106
APT-001862,LOC-04,SVC-01,2025-11-15,21,False,Routine,12.5,0,5,1,11,0,46,106
APT-001863,LOC-07,SVC-04,2025-11-16,31,False,Routine,17.1,0,6,1,11,0,46,107
APT-001864,LOC-07,SVC-04,2025-11-15,47,False,Urgent,18.3,0,5,1,11,0,46,106
APT-001865,LOC-05,SVC-02,2025-11-15,14,False,Priority,32.2,0,5,1,11,0,46,106
APT-001866,LOC-02,SVC-09,2025-11-16,25,False,Priority,63.8,0,6,1,11,0,46,107
APT-001869,LOC-09,SVC-06,2025-11-16,20,False,Urgent,35.0,0,6,1,11,0,46,107
APT-001870,LOC-09,SVC-07,2025-11-16,50,False,Emergency,88.4,0,6,1,11,0,46,107
APT-001871,LOC-03,SVC-01,2025-11-17,11,False,Routine,19.0,0,0,0,11,0,47,108
APT-001872,LOC-07,SVC-05,2025-11-18,18,False,Priority,88.9,0,1,0,11,0,47,109
APT-001873,LOC-08,SVC-09,2025-11-16,23,False,Routine,15.4,0,6,1,11,0,46,107
APT-001876,LOC-07,SVC-06,2025-11-18,9,False,Routine,6.3,0,1,0,11,0,47,109
APT-001878,LOC-08,SVC-05,2025-11-18,19,False,Priority,34.8,0,1,0,11,0,47,109
APT-001879,LOC-08,SVC-04,2025-11-17,34,True,Priority,11.1,0,0,0,11,0,47,108
APT-001880,LOC-03,SVC-09,2025-11-18,8,False,Priority,82.7,0,1,0,11,0,47,109
APT-001881,LOC-05,SVC-04,2025-11-20,13,False,Routine,19.4,0,3,0,11,0,47,111
APT-001882,LOC-08,SVC-08,2025-11-20,19,False,Routine,65.5,0,3,0,11,0,47,111
APT-001883,LOC-07,SVC-03,2025-11-18,46,False,Routine,5.9,0,1,0,11,0,47,109
APT-001885,LOC-07,SVC-01,2025-11-17,13,False,Routine,6.5,0,0,0,11,0,47,108
APT-001888,LOC-09,SVC-04,2025-11-17,31,False,Urgent,31.7,0,0,0,11,0,47,108
APT-001892,LOC-10,SVC-03,2025-11-19,35,False,Routine,36.3,0,2,0,11,0,47,110
APT-001893,LOC-06,SVC-08,2025-11-18,14,False,Urgent,64.6,0,1,0,11,0,47,109
APT-001897,LOC-02,SVC-02,2025-11-18,3,False,Routine,11.2,0,1,0,11,0,47,109
APT-001898,LOC-01,SVC-01,2025-11-18,19,False,Routine,58.0,0,1,0,11,0,47,109
APT-001899,LOC-02,SVC-05,2025-11-19,19,False,Urgent,49.0,0,2,0,11,0,47,110
APT-001900,LOC-08,SVC-07,2025-11-19,24,False,Priority,47.0,0,2,0,11,0,47,110
APT-001901,LOC-07,SVC-08,2025-11-19,39,False,Routine,7.0,0,2,0,11,0,47,110
APT-001902,LOC-07,SVC-02,2025-11-18,37,False,Priority,41.7,0,1,0,11,0,47,109
APT-001903,LOC-01,SVC-01,2025-11-20,37,False,Priority,58.3,0,3,0,11,0,47,111
APT-001906,LOC-05,SVC-01,2025-11-18,4,False,Routine,63.4,0,1,0,11,0,47,109
APT-001907,LOC-08,SVC-07,2025-11-19,29,False,Routine,39.1,0,2,0,11,0,47,110
APT-001909,LOC-07,SVC-01,2025-11-20,28,False,Routine,38.8,0,3,0,11,0,47,111
APT-001910,LOC-01,SVC-06,2025-11-19,25,False,Urgent,54.7,0,2,0,11,0,47,110
APT-001912,LOC-03,SVC-02,2025-11-18,35,True,Priority,12.4,0,1,0,11,0,47,109
APT-001914,LOC-07,SVC-09,2025-11-18,41,False,Priority,39.3,0,1,0,11,0,47,109
APT-001915,LOC-04,SVC-09,2025-11-20,22,False,Routine,10.4,0,3,0,11,0,47,111
APT-001916,LOC-03,SVC-04,2025-11-19,39,False,Routine,46.6,0,2,0,11,0,47,110
APT-001917,LOC-03,SVC-03,2025-11-18,12,False,Priority,19.3,0,1,0,11,0,47,109
APT-001919,LOC-10,SVC-01,2025-11-18,37,False,Priority,10.7,0,1,0,11,0,47,109
APT-001921,LOC-01,SVC-01,2025-11-18,18,False,Emergency,36.3,0,1,0,11,0,47,109
APT-001923,LOC-07,SVC-06,2025-11-19,20,True,Urgent,61.1,0,2,0,11,0,47,110
APT-001924,LOC-10,SVC-03,2025-11-19,23,False,Routine,36.3,0,2,0,11,0,47,110
APT-001925,LOC-01,SVC-05,2025-11-21,3,False,Routine,16.4,0,4,0,11,0,47,112
APT-001927,LOC-06,SVC-09,2025-11-19,4,False,Urgent,63.2,0,2,0,11,0,47,110
APT-001928,LOC-07,SVC-09,2025-11-20,23,False,Routine,17.3,0,3,0,11,0,47,111
APT-001932,LOC-08,SVC-03,2025-11-20,19,False,Routine,36.3,0,3,0,11,0,47,111
APT-001933,LOC-09,SVC-05,2025-11-19,29,False,Priority,62.4,0,2,0,11,0,47,110
APT-001938,LOC-10,SVC-07,2025-11-20,8,False,Priority,45.1,0,3,0,11,0,47,111
APT-001939,LOC-03,SVC-05,2025-11-21,21,False,Urgent,40.8,0,4,0,11,0,47,112
APT-001941,LOC-09,SVC-02,2025-11-21,23,False,Priority,66.6,0,4,0,11,0,47,112
APT-001943,LOC-09,SVC-03,2025-11-20,6,False,Routine,4.7,0,3,0,11,0,47,111
APT-001944,LOC-09,SVC-02,2025-11-20,10,False,Priority,10.6,0,3,0,11,0,47,111
APT-001945,LOC-01,SVC-09,2025-11-21,3,False,Routine,1.0,0,4,0,11,0,47,112
APT-001947,LOC-09,SVC-09,2025-11-21,44,False,Priority,57.0,0,4,0,11,0,47,112
APT-001948,LOC-07,SVC-08,2025-11-22,75,False,Priority,39.8,0,5,1,11,0,47,113
APT-001949,LOC-03,SVC-06,2025-11-21,21,False,Routine,4.1,0,4,0,11,0,47,112
APT-001951,LOC-09,SVC-01,2025-11-21,21,False,Priority,31.7,0,4,0,11,0,47,112
APT-001956,LOC-01,SVC-05,2025-11-20,25,False,Priority,41.6,0,3,0,11,0,47,111
APT-001957,LOC-07,SVC-01,2025-11-21,15,False,Routine,66.1,0,4,0,11,0,47,112
APT-001960,LOC-03,SVC-04,2025-11-21,4,False,Urgent,88.2,0,4,0,11,0,47,112
APT-001964,LOC-10,SVC-01,2025-11-21,10,False,Priority,6.7,0,4,0,11,0,47,112
APT-001965,LOC-01,SVC-07,2025-11-21,45,False,Urgent,62.3,0,4,0,11,0,47,112
APT-001966,LOC-07,SVC-01,2025-11-22,3,False,Urgent,30.5,0,5,1,11,0,47,113
APT-001968,LOC-03,SVC-01,2025-11-22,6,False,Routine,23.2,0,5,1,11,0,47,113
APT-001969,LOC-09,SVC-09,2025-11-21,23,False,Priority,66.8,0,4,0,11,0,47,112
APT-001971,LOC-10,SVC-01,2025-11-21,35,False,Urgent,34.5,0,4,0,11,0,47,112
APT-001972,LOC-06,SVC-03,2025-11-21,21,False,Urgent,29.5,0,4,0,11,0,47,112
APT-001977,LOC-06,SVC-06,2025-11-23,21,False,Routine,50.6,0,6,1,11,0,47,114
APT-001978,LOC-02,SVC-01,2025-11-24,37,False,Routine,36.5,0,0,0,11,0,48,115
APT-001984,LOC-10,SVC-01,2025-11-22,28,False,Routine,12.3,0,5,1,11,0,47,113
APT-001985,LOC-09,SVC-07,2025-11-23,36,False,Routine,39.0,0,6,1,11,0,47,114
APT-001987,LOC-02,SVC-02,2025-11-24,13,False,Routine,41.1,0,0,0,11,0,48,115
APT-001990,LOC-09,SVC-01,2025-11-23,3,False,Routine,42.1,0,6,1,11,0,47,114
APT-001991,LOC-04,SVC-05,2025-11-23,8,False,Routine,8.5,0,6,1,11,0,47,114
APT-001992,LOC-10,SVC-03,2025-11-23,25,False,Priority,19.3,0,6,1,11,0,47,114
APT-001993,LOC-02,SVC-03,2025-11-25,9,False,Urgent,64.7,0,1,0,11,0,48,116
APT-001994,LOC-10,SVC-08,2025-11-24,33,False,Priority,38.0,0,0,0,11,0,48,115
APT-001995,LOC-05,SVC-07,2025-11-24,20,False,Urgent,39.3,0,0,0,11,0,48,115
APT-001997,LOC-09,SVC-05,2025-11-24,67,False,Emergency,42.4,0,0,0,11,0,48,115
APT-001998,LOC-03,SVC-02,2025-11-24,9,False,Priority,20.9,0,0,0,11,0,48,115
APT-001999,LOC-08,SVC-01,2025-11-25,27,False,Routine,41.1,0,1,0,11,0,48,116
APT-002001,LOC-06,SVC-04,2025-11-26,41,False,Routine,25.7,0,2,0,11,0,48,117
APT-002003,LOC-07,SVC-05,2025-11-24,43,False,Priority,36.3,0,0,0,11,0,48,115
APT-002004,LOC-01,SVC-04,2025-11-24,23,True,Urgent,65.4,0,0,0,11,0,48,115
APT-002005,LOC-10,SVC-07,2025-11-28,8,False,Priority,36.3,0,4,0,11,0,48,119
APT-002006,LOC-06,SVC-05,2025-11-25,35,False,Routine,12.0,0,1,0,11,0,48,116
APT-002008,LOC-06,SVC-06,2025-11-26,3,False,Priority,92.9,0,2,0,11,0,48,117
APT-002009,LOC-07,SVC-01,2025-11-27,7,False,Routine,23.4,0,3,0,11,0,48,118
APT-002013,LOC-10,SVC-09,2025-11-27,25,False,Routine,25.5,0,3,0,11,0,48,118
APT-002014,LOC-02,SVC-01,2025-11-26,28,False,Priority,95.9,0,2,0,11,0,48,117
APT-002015,LOC-07,SVC-01,2025-11-26,46,False,Priority,39.7,0,2,0,11,0,48,117
APT-002017,LOC-08,SVC-05,2025-11-26,34,False,Priority,13.9,0,2,0,11,0,48,117
APT-002023,LOC-09,SVC-03,2025-11-26,17,False,Routine,17.1,0,2,0,11,0,48,117
APT-002026,LOC-02,SVC-09,2025-11-26,40,False,Priority,66.1,0,2,0,11,0,48,117
APT-002027,LOC-01,SVC-01,2025-11-26,29,False,Routine,52.2,0,2,0,11,0,48,117
APT-002028,LOC-10,SVC-07,2025-11-26,20,False,Routine,12.3,0,2,0,11,0,48,117
APT-002029,LOC-02,SVC-01,2025-11-25,38,False,Routine,36.3,0,1,0,11,0,48,116
APT-002030,LOC-05,SVC-01,2025-11-27,19,False,Priority,26.4,0,3,0,11,0,48,118
APT-002032,LOC-03,SVC-05,2025-11-27,28,False,Priority,9.2,0,3,0,11,0,48,118
APT-002033,LOC-06,SVC-05,2025-11-26,9,False,Priority,36.3,0,2,0,11,0,48,117
APT-002035,LOC-02,SVC-01,2025-11-26,7,False,Routine,9.2,0,2,0,11,0,48,117
APT-002037,LOC-02,SVC-01,2025-11-25,3,False,Emergency,16.8,0,1,0,11,0,48,116
APT-002038,LOC-01,SVC-09,2025-11-27,16,False,Routine,12.9,0,3,0,11,0,48,118
APT-002039,LOC-02,SVC-01,2025-11-25,13,False,Priority,90.8,0,1,0,11,0,48,116
APT-002040,LOC-09,SVC-01,2025-11-27,6,False,Routine,42.0,0,3,0,11,0,48,118
APT-002043,LOC-01,SVC-08,2025-11-26,16,False,Priority,37.3,0,2,0,11,0,48,117
APT-002045,LOC-09,SVC-04,2025-11-27,21,False,Priority,68.7,0,3,0,11,0,48,118
APT-002046,LOC-04,SVC-01,2025-11-27,17,False,Priority,64.4,0,3,0,11,0,48,118
APT-002048,LOC-05,SVC-06,2025-11-26,13,False,Emergency,74.1,0,2,0,11,0,48,117
APT-000012,LOC-07,SVC-09,2025-08-03,14,False,Priority,57.2,0,6,1,8,1,31,2
APT-000016,LOC-10,SVC-04,2025-08-01,39,False,Urgent,11.8,0,4,0,8,1,31,0
APT-000090,LOC-01,SVC-09,2025-08-06,35,False,Routine,10.0,0,2,0,8,1,32,5
APT-000091,LOC-09,SVC-05,2025-08-06,42,False,Routine,41.3,0,2,0,8,1,32,5
APT-000096,LOC-04,SVC-04,2025-08-07,17,False,Priority,62.7,0,3,0,8,1,32,6
APT-000102,LOC-05,SVC-07,2025-08-08,20,False,Routine,86.4,0,4,0,8,1,32,7
APT-000105,LOC-08,SVC-01,2025-08-09,35,False,Routine,12.4,0,5,1,8,1,32,8
APT-000108,LOC-06,SVC-05,2025-08-06,36,True,Emergency,38.9,0,2,0,8,1,32,5
APT-000109,LOC-02,SVC-06,2025-08-06,33,False,Priority,31.7,0,2,0,8,1,32,5
APT-000122,LOC-01,SVC-02,2025-08-08,25,False,Routine,32.1,0,4,0,8,1,32,7
APT-000129,LOC-10,SVC-06,2025-08-09,28,False,Priority,41.8,0,5,1,8,1,32,8
APT-000157,LOC-03,SVC-01,2025-08-08,30,False,Urgent,66.5,0,4,0,8,1,32,7
APT-000172,LOC-07,SVC-05,2025-08-10,3,False,Routine,59.6,0,6,1,8,1,32,9
APT-000219,LOC-03,SVC-09,2025-08-12,8,False,Routine,25.2,0,1,0,8,1,33,11
APT-000240,LOC-06,SVC-01,2025-08-13,22,False,Routine,43.1,0,2,0,8,1,33,12
APT-000259,LOC-02,SVC-08,2025-08-15,49,False,Routine,36.2,0,4,0,8,1,33,14
APT-000281,LOC-10,SVC-01,2025-08-16,16,False,Urgent,84.3,0,5,1,8,1,33,15
APT-000319,LOC-06,SVC-05,2025-08-21,27,False,Routine,8.9,0,3,0,8,1,34,20
APT-000368,LOC-04,SVC-02,2025-08-20,43,False,Routine,27.0,0,2,0,8,1,34,19
APT-000393,LOC-05,SVC-01,2025-08-21,12,False,Priority,57.9,0,3,0,8,1,34,20
APT-000399,LOC-08,SVC-05,2025-08-22,31,False,Routine,5.1,0,4,0,8,1,34,21
APT-000411,LOC-01,SVC-06,2025-08-22,9,False,Urgent,57.6,0,4,0,8,1,34,21
APT-000415,LOC-02,SVC-06,2025-08-22,13,False,Priority,30.6,0,4,0,8,1,34,21
APT-000452,LOC-09,SVC-01,2025-08-27,15,False,Routine,37.9,0,2,0,8,1,35,26
APT-000494,LOC-08,SVC-05,2025-08-28,11,False,Routine,18.9,0,3,0,8,1,35,27
APT-000507,LOC-07,SVC-08,2025-08-30,46,False,Priority,67.6,0,5,1,8,1,35,29
APT-000514,LOC-01,SVC-07,2025-08-27,5,False,Priority,36.3,0,2,0,8,1,35,26
APT-000553,LOC-06,SVC-08,2025-08-28,6,False,Routine,7.9,0,3,0,8,1,35,27
APT-000558,LOC-07,SVC-04,2025-09-02,6,True,Priority,67.2,0,1,0,9,0,36,32
APT-000594,LOC-06,SVC-01,2025-09-01,37,False,Priority,35.3,0,0,0,9,0,36,31
APT-000601,LOC-03,SVC-03,2025-09-03,7,False,Routine,46.3,0,2,0,9,0,36,33
APT-000608,LOC-02,SVC-07,2025-09-01,4,False,Routine,18.6,0,0,0,9,0,36,31
APT-000647,LOC-06,SVC-02,2025-09-05,38,False,Priority,34.4,0,4,0,9,0,36,35
APT-000664,LOC-03,SVC-03,2025-09-05,36,False,Priority,12.3,0,4,0,9,0,36,35
APT-000689,LOC-01,SVC-09,2025-09-05,12,False,Priority,19.7,0,4,0,9,0,36,35
APT-000693,LOC-04,SVC-01,2025-09-08,32,False,Priority,40.3,0,0,0,9,0,37,38
APT-000694,LOC-10,SVC-01,2025-09-06,21,False,Routine,37.7,0,5,1,9,0,36,36
APT-000701,LOC-06,SVC-02,2025-09-06,3,False,Priority,59.3,0,5,1,9,0,36,36
APT-000736,LOC-07,SVC-09,2025-09-09,53,False,Routine,63.2,0,1,0,9,0,37,39
APT-000739,LOC-06,SVC-01,2025-09-09,12,False,Routine,10.3,0,1,0,9,0,37,39
APT-000740,LOC-04,SVC-03,2025-09-10,19,False,Routine,21.1,0,2,0,9,0,37,40
APT-000770,LOC-03,SVC-02,2025-09-10,3,False,Priority,39.4,0,2,0,9,0,37,40
APT-000783,LOC-04,SVC-06,2025-09-11,22,False,Emergency,55.9,0,3,0,9,0,37,41
APT-000795,LOC-07,SVC-03,2025-09-11,31,False,Urgent,17.6,0,3,0,9,0,37,41
APT-000802,LOC-05,SVC-06,2025-09-13,30,False,Routine,6.2,0,5,1,9,0,37,43
APT-000811,LOC-02,SVC-02,2025-09-13,35,False,Routine,27.4,0,5,1,9,0,37,43
APT-000819,LOC-06,SVC-07,2025-09-12,3,False,Routine,14.3,0,4,0,9,0,37,42
APT-000834,LOC-09,SVC-02,2025-09-18,32,False,Routine,69.5,0,3,0,9,0,38,48
APT-000842,LOC-10,SVC-01,2025-09-17,22,False,Priority,58.1,0,2,0,9,0,38,47
APT-000848,LOC-06,SVC-06,2025-09-16,38,False,Urgent,99.0,0,1,0,9,0,38,46
APT-000870,LOC-05,SVC-08,2025-09-17,32,False,Routine,36.3,0,2,0,9,0,38,47
APT-000882,LOC-03,SVC-03,2025-09-17,26,False,Routine,36.3,0,2,0,9,0,38,47
APT-000917,LOC-08,SVC-07,2025-09-18,14,False,Routine,10.9,0,3,0,9,0,38,48
APT-000918,LOC-06,SVC-01,2025-09-19,37,False,Urgent,38.0,0,4,0,9,0,38,49
APT-000931,LOC-03,SVC-07,2025-09-19,7,False,Emergency,87.4,0,4,0,9,0,38,49
APT-000940,LOC-04,SVC-08,2025-09-19,6,False,Routine,22.4,0,4,0,9,0,38,49
APT-000952,LOC-01,SVC-07,2025-09-21,25,False,Routine,69.6,0,6,1,9,0,38,51
APT-000971,LOC-01,SVC-02,2025-09-23,29,False,Priority,42.1,0,1,0,9,0,39,53
APT-000974,LOC-04,SVC-01,2025-09-22,27,False,Urgent,65.4,0,0,0,9,0,39,52
APT-000986,LOC-01,SVC-02,2025-09-23,3,True,Urgent,63.4,0,1,0,9,0,39,53
APT-000987,LOC-03,SVC-02,2025-09-23,18,False,Routine,12.9,0,1,0,9,0,39,53
APT-001050,LOC-09,SVC-01,2025-09-27,30,False,Routine,27.2,0,5,1,9,0,39,57
APT-001066,LOC-01,SVC-07,2025-09-28,3,False,Priority,36.3,0,6,1,9,0,39,58
APT-001088,LOC-08,SVC-05,2025-10-03,32,False,Routine,23.3,0,4,0,10,0,40,63
APT-001089,LOC-09,SVC-01,2025-09-30,39,False,Priority,55.9,0,1,0,9,0,40,60
APT-001103,LOC-08,SVC-01,2025-10-04,3,False,Priority,14.3,0,5,1,10,0,40,64
APT-001137,LOC-06,SVC-09,2025-10-04,31,False,Routine,7.3,0,5,1,10,0,40,64
APT-001138,LOC-05,SVC-07,2025-10-04,16,False,Urgent,34.2,0,5,1,10,0,40,64
APT-001163,LOC-02,SVC-07,2025-10-04,34,False,Routine,10.0,0,5,1,10,0,40,64
APT-001187,LOC-07,SVC-03,2025-10-06,43,False,Priority,13.3,0,0,0,10,0,41,66
APT-001199,LOC-08,SVC-05,2025-10-08,44,False,Routine,65.8,0,2,0,10,0,41,68
APT-001210,LOC-10,SVC-03,2025-10-07,26,False,Urgent,18.3,0,1,0,10,0,41,67
APT-001214,LOC-10,SVC-02,2025-10-08,27,False,Priority,5.3,0,2,0,10,0,41,68
APT-001250,LOC-06,SVC-03,2025-10-09,36,False,Priority,11.5,0,3,0,10,0,41,69
APT-001279,LOC-08,SVC-05,2025-10-15,15,False,Routine,55.9,0,2,0,10,0,42,75
APT-001288,LOC-10,SVC-04,2025-10-12,19,False,Routine,18.2,0,6,1,10,0,41,72
APT-001294,LOC-08,SVC-04,2025-10-13,16,False,Routine,22.2,0,0,0,10,0,42,73
APT-001351,LOC-03,SVC-07,2025-10-17,29,False,Routine,23.1,0,4,0,10,0,42,77
APT-001355,LOC-02,SVC-05,2025-10-15,27,False,Urgent,7.9,0,2,0,10,0,42,75
APT-001356,LOC-01,SVC-01,2025-10-15,30,False,Priority,36.3,0,2,0,10,0,42,75
APT-001357,LOC-07,SVC-02,2025-10-16,29,False,Routine,7.0,0,3,0,10,0,42,76
APT-001361,LOC-02,SVC-02,2025-10-17,14,False,Routine,35.3,0,4,0,10,0,42,77
APT-001366,LOC-01,SVC-06,2025-10-16,18,False,Priority,22.5,0,3,0,10,0,42,76
APT-001368,LOC-07,SVC-02,2025-10-19,36,False,Routine,28.0,0,6,1,10,0,42,79
APT-001377,LOC-08,SVC-01,2025-10-17,28,False,Routine,32.0,0,4,0,10,0,42,77
APT-001392,LOC-03,SVC-01,2025-10-20,22,False,Routine,50.6,0,0,0,10,0,43,80
APT-001452,LOC-01,SVC-07,2025-10-22,35,False,Routine,16.3,0,2,0,10,0,43,82
APT-001456,LOC-07,SVC-07,2025-10-25,52,False,Routine,43.5,0,5,1,10,0,43,85
APT-001463,LOC-06,SVC-02,2025-10-26,6,False,Routine,9.6,0,6,1,10,0,43,86
APT-001476,LOC-01,SVC-01,2025-10-26,19,False,Routine,81.1,0,6,1,10,0,43,86
APT-001485,LOC-04,SVC-07,2025-10-24,24,False,Urgent,37.4,0,4,0,10,0,43,84
APT-001496,LOC-06,SVC-02,2025-10-24,23,False,Routine,16.7,0,4,0,10,0,43,84
APT-001499,LOC-06,SVC-02,2025-10-25,24,False,Priority,14.3,0,5,1,10,0,43,85
APT-001503,LOC-10,SVC-06,2025-10-30,39,False,Routine,26.9,0,3,0,10,0,44,90
APT-001523,LOC-04,SVC-05,2025-10-27,24,False,Emergency,55.8,0,0,0,10,0,44,87
APT-001532,LOC-02,SVC-06,2025-10-27,5,False,Priority,46.1,0,0,0,10,0,44,87
APT-001567,LOC-04,SVC-01,2025-10-28,20,False,Routine,66.2,0,1,0,10,0,44,88
APT-001589,LOC-08,SVC-09,2025-11-01,30,False,Priority,64.6,0,5,1,11,0,44,92
APT-001595,LOC-03,SVC-03,2025-11-02,27,False,Priority,36.1,0,6,1,11,0,44,93
APT-001610,LOC-06,SVC-03,2025-10-31,22,False,Urgent,24.5,0,4,0,10,0,44,91
APT-001624,LOC-04,SVC-07,2025-10-31,11,False,Priority,3.0,0,4,0,10,0,44,91
APT-001627,LOC-01,SVC-05,2025-11-03,3,False,Routine,41.3,0,0,0,11,0,45,94
APT-001632,LOC-10,SVC-04,2025-11-04,29,False,Urgent,44.2,0,1,0,11,0,45,95
APT-001635,LOC-02,SVC-02,2025-11-02,20,False,Priority,35.7,0,6,1,11,0,44,93
APT-001663,LOC-05,SVC-01,2025-11-04,34,False,Routine,33.8,0,1,0,11,0,45,95
APT-001688,LOC-06,SVC-01,2025-11-05,24,False,Routine,3.0,0,2,0,11,0,45,96
APT-001703,LOC-05,SVC-02,2025-11-06,30,False,Routine,43.3,0,3,0,11,0,45,97
APT-001721,LOC-07,SVC-03,2025-11-09,50,False,Routine,39.2,0,6,1,11,0,45,100
