request_id,location_id,service_type_id,urgency,requested_by,requested_channel,requested_date,complexity_score,complexity_tier,day_of_week,is_weekend,month,is_winter,week_of_year,day_index
REQ-000754,LOC-06,SVC-02,Routine,Client,Case Manager,2025-09-06,21.4,Low,5,1,9,0,36,36
REQ-000755,LOC-06,SVC-02,Priority,Case Manager,Phone,2025-09-06,59.3,High,5,1,9,0,36,36
REQ-000756,LOC-08,SVC-01,Routine,Client,Phone,2025-09-06,15.1,Low,5,1,9,0,36,36
REQ-000757,LOC-10,SVC-03,Urgent,Case Manager,Phone,2025-09-06,82.7,Critical,5,1,9,0,36,36
REQ-000758,LOC-05,SVC-09,Routine,GP / Clinician,Referral,2025-09-06,41.7,Medium,5,1,9,0,36,36
REQ-000759,LOC-05,SVC-01,Priority,GP / Clinician,Phone,2025-09-06,64.4,High,5,1,9,0,36,36
REQ-000760,LOC-07,SVC-02,Priority,Case Manager,Phone,2025-09-06,63.1,High,5,1,9,0,36,36
REQ-000761,LOC-01,SVC-06,Priority,Family Member,Portal,2025-09-06,26.9,Low,5,1,9,0,36,36
REQ-000762,LOC-09,SVC-05,Routine,Client,Referral,2025-09-06,20.0,Low,5,1,9,0,36,36
REQ-000763,LOC-03,SVC-08,Priority,GP / Clinician,Portal,2025-09-07,71.4,High,6,1,9,0,36,37
REQ-000764,LOC-05,SVC-06,Priority,Family Member,Phone,2025-09-07,72.7,High,6,1,9,0,36,37
REQ-000765,LOC-08,SVC-02,Urgent,Case Manager,Phone,2025-09-07,72.4,High,6,1,9,0,36,37
REQ-000766,LOC-06,SVC-01,Priority,Family Member,Phone,2025-09-07,66.8,High,6,1,9,0,36,37
REQ-000767,LOC-04,SVC-01,Priority,Family Member,Phone,2025-09-07,3.5,Low,6,1,9,0,36,37
REQ-000769,LOC-09,SVC-05,Routine,Client,Portal,2025-09-07,29.6,Low,6,1,9,0,36,37
REQ-000770,LOC-03,SVC-05,Routine,Client,Portal,2025-09-07,28.2,Medium,6,1,9,0,36,37
REQ-000771,LOC-02,SVC-05,Priority,Case Manager,Portal,2025-09-08,77.8,Critical,0,0,9,0,37,38
REQ-000773,LOC-07,SVC-08,Routine,Client,Referral,2025-09-08,39.4,Medium,0,0,9,0,37,38
REQ-000774,LOC-08,SVC-05,Routine,Family Member,Portal,2025-09-08,18.4,Low,0,0,9,0,37,38
REQ-000775,LOC-02,SVC-04,Routine,Case Manager,Portal,2025-09-08,16.4,Low,0,0,9,0,37,38
REQ-000776,LOC-05,SVC-06,Routine,Family Member,Phone,2025-09-08,64.3,High,0,0,9,0,37,38
REQ-000777,LOC-02,SVC-02,Routine,GP / Clinician,Phone,2025-09-08,59.6,High,0,0,9,0,37,38
REQ-000778,LOC-07,SVC-07,Routine,Client,Portal,2025-09-08,14.9,Low,0,0,9,0,37,38
REQ-000779,LOC-08,SVC-02,Routine,Client,Phone,2025-09-08,26.3,Low,0,0,9,0,37,38
REQ-000780,LOC-02,SVC-05,Urgent,GP / Clinician,Portal,2025-09-08,65.5,High,0,0,9,0,37,38
REQ-000781,LOC-08,SVC-01,Priority,Family Member,Case Manager,2025-09-08,36.2,Medium,0,0,9,0,37,38
REQ-000783,LOC-03,SVC-01,Priority,Client,Referral,2025-09-08,34.9,Medium,0,0,9,0,37,38
REQ-000784,LOC-05,SVC-05,Routine,Client,Referral,2025-09-08,45.0,Medium,0,0,9,0,37,38
REQ-000786,LOC-10,SVC-01,Routine,Case Manager,Case Manager,2025-09-08,46.6,Medium,0,0,9,0,37,38
REQ-000787,LOC-09,SVC-01,Routine,Client,Case Manager,2025-09-08,16.6,Low,0,0,9,0,37,38
REQ-000788,LOC-10,SVC-02,Priority,Family Member,Phone,2025-09-08,18.4,Low,0,0,9,0,37,38
REQ-000789,LOC-04,SVC-02,Routine,GP / Clinician,Phone,2025-09-08,69.3,High,0,0,9,0,37,38
REQ-000790,LOC-10,SVC-06,Routine,Client,Phone,2025-09-08,18.3,Low,0,0,9,0,37,38
REQ-000791,LOC-04,SVC-05,Urgent,Client,Referral,2025-09-08,23.3,Medium,0,0,9,0,37,38
REQ-000792,LOC-07,SVC-09,Routine,Family Member,Referral,2025-09-08,63.2,High,0,0,9,0,37,38
REQ-000793,LOC-04,SVC-07,Urgent,Family Member,Case Manager,2025-09-09,59.7,High,1,0,9,0,37,39
REQ-000795,LOC-06,SVC-01,Routine,Family Member,Portal,2025-09-09,10.3,Low,1,0,9,0,37,39
REQ-000798,LOC-04,SVC-03,Routine,Client,Phone,2025-09-09,21.1,Low,1,0,9,0,37,39
REQ-000799,LOC-04,SVC-04,Priority,GP / Clinician,Phone,2025-09-09,45.2,Medium,1,0,9,0,37,39
REQ-000800,LOC-06,SVC-01,Urgent,GP / Clinician,Phone,2025-09-09,90.6,Critical,1,0,9,0,37,39
REQ-000801,LOC-07,SVC-03,Routine,Family Member,Portal,2025-09-09,34.8,Medium,1,0,9,0,37,39
REQ-000802,LOC-02,SVC-04,Routine,GP / Clinician,Phone,2025-09-09,46.2,Medium,1,0,9,0,37,39
REQ-000803,LOC-02,SVC-06,Urgent,GP / Clinician,Phone,2025-09-09,33.3,Medium,1,0,9,0,37,39
REQ-000804,LOC-05,SVC-06,Routine,Case Manager,Phone,2025-09-09,39.0,Medium,1,0,9,0,37,39
REQ-000806,LOC-03,SVC-07,Routine,Client,Phone,2025-09-09,9.0,Low,1,0,9,0,37,39
REQ-000807,LOC-09,SVC-02,Emergency,Client,Referral,2025-09-09,72.3,High,1,0,9,0,37,39
REQ-000808,LOC-04,SVC-03,Routine,Family Member,Referral,2025-09-09,24.5,Low,1,0,9,0,37,39
REQ-000809,LOC-05,SVC-05,Routine,Family Member,Portal,2025-09-09,36.8,Medium,1,0,9,0,37,39
REQ-000811,LOC-07,SVC-01,Urgent,Client,Case Manager,2025-09-09,55.3,High,1,0,9,0,37,39
REQ-000813,LOC-01,SVC-02,Routine,Client,Case Manager,2025-09-09,34.3,Medium,1,0,9,0,37,39
REQ-000814,LOC-10,SVC-02,Routine,Case Manager,Phone,2025-09-09,55.8,High,1,0,9,0,37,39
REQ-000815,LOC-01,SVC-03,Emergency,Case Manager,Case Manager,2025-09-10,79.1,Critical,2,0,9,0,37,40
REQ-000816,LOC-04,SVC-01,Priority,Client,Phone,2025-09-10,63.9,High,2,0,9,0,37,40
REQ-000817,LOC-04,SVC-09,Routine,Family Member,Case Manager,2025-09-10,46.1,Medium,2,0,9,0,37,40
REQ-000818,LOC-03,SVC-08,Emergency,Family Member,Referral,2025-09-10,12.9,Low,2,0,9,0,37,40
REQ-000819,LOC-06,SVC-02,Priority,Family Member,Portal,2025-09-10,17.3,Low,2,0,9,0,37,40
REQ-000820,LOC-06,SVC-01,Urgent,Client,Portal,2025-09-10,17.6,Low,2,0,9,0,37,40
REQ-000822,LOC-03,SVC-01,Routine,Client,Phone,2025-09-10,22.2,Low,2,0,9,0,37,40
REQ-000823,LOC-07,SVC-07,Routine,Family Member,Phone,2025-09-10,34.2,Medium,2,0,9,0,37,40
REQ-000825,LOC-03,SVC-01,Priority,Client,Phone,2025-09-10,17.9,Low,2,0,9,0,37,40
REQ-000827,LOC-05,SVC-07,Priority,Client,Phone,2025-09-10,27.5,Medium,2,0,9,0,37,40
REQ-000828,LOC-07,SVC-04,Routine,Case Manager,Phone,2025-09-10,14.3,Low,2,0,9,0,37,40
REQ-000829,LOC-03,SVC-05,Priority,Client,Portal,2025-09-10,12.0,Low,2,0,9,0,37,40
REQ-000830,LOC-10,SVC-02,Priority,Client,Phone,2025-09-10,16.6,Low,2,0,9,0,37,40
REQ-000831,LOC-03,SVC-02,Priority,Family Member,Phone,2025-09-10,39.4,Medium,2,0,9,0,37,40
REQ-000832,LOC-08,SVC-02,Priority,GP / Clinician,Referral,2025-09-10,59.2,High,2,0,9,0,37,40
REQ-000833,LOC-03,SVC-01,Priority,Client,Portal,2025-09-10,12.6,Low,2,0,9,0,37,40
REQ-000834,LOC-03,SVC-02,Priority,Family Member,Phone,2025-09-10,45.7,Medium,2,0,9,0,37,40
REQ-000835,LOC-09,SVC-02,Urgent,GP / Clinician,Phone,2025-09-10,82.3,Critical,2,0,9,0,37,40
REQ-000836,LOC-06,SVC-05,Routine,Case Manager,Phone,2025-09-10,10.4,Low,2,0,9,0,37,40
REQ-000838,LOC-10,SVC-06,Priority,Client,Portal,2025-09-10,61.0,High,2,0,9,0,37,40
REQ-000839,LOC-03,SVC-01,Priority,Family Member,Portal,2025-09-10,33.8,Medium,2,0,9,0,37,40
REQ-000840,LOC-08,SVC-02,Priority,Client,Portal,2025-09-10,8.7,Low,2,0,9,0,37,40
REQ-000841,LOC-03,SVC-01,Routine,Case Manager,Referral,2025-09-10,10.9,Low,2,0,9,0,37,40
REQ-000842,LOC-06,SVC-02,Routine,Family Member,Phone,2025-09-11,21.2,Low,3,0,9,0,37,41
REQ-000843,LOC-01,SVC-01,Priority,Case Manager,Case Manager,2025-09-11,39.4,Medium,3,0,9,0,37,41
REQ-000844,LOC-04,SVC-06,Emergency,Case Manager,Case Manager,2025-09-11,55.9,High,3,0,9,0,37,41
REQ-000845,LOC-06,SVC-09,Priority,Family Member,Case Manager,2025-09-11,35.2,Medium,3,0,9,0,37,41
REQ-000847,LOC-08,SVC-04,Routine,GP / Clinician,Portal,2025-09-11,43.0,Medium,3,0,9,0,37,41
REQ-000848,LOC-07,SVC-02,Priority,Family Member,Portal,2025-09-11,43.5,Medium,3,0,9,0,37,41
REQ-000849,LOC-05,SVC-06,Priority,Client,Case Manager,2025-09-11,16.8,Low,3,0,9,0,37,41
REQ-000850,LOC-10,SVC-03,Emergency,GP / Clinician,Referral,2025-09-11,96.3,Critical,3,0,9,0,37,41
REQ-000851,LOC-08,SVC-04,Routine,Case Manager,Phone,2025-09-11,67.2,High,3,0,9,0,37,41
REQ-000853,LOC-04,SVC-03,Routine,Client,Portal,2025-09-11,40.3,Medium,3,0,9,0,37,41
REQ-000854,LOC-05,SVC-01,Routine,Client,Phone,2025-09-11,32.0,Medium,3,0,9,0,37,41
REQ-000855,LOC-04,SVC-06,Urgent,Case Manager,Portal,2025-09-11,39.6,Medium,3,0,9,0,37,41
REQ-000856,LOC-08,SVC-01,Routine,Client,Phone,2025-09-11,13.2,Low,3,0,9,0,37,41
REQ-000857,LOC-06,SVC-01,Urgent,Client,Portal,2025-09-11,36.0,Medium,3,0,9,0,37,41
REQ-000858,LOC-07,SVC-03,Urgent,Family Member,Portal,2025-09-11,17.6,Low,3,0,9,0,37,41
REQ-000859,LOC-03,SVC-05,Routine,Client,Portal,2025-09-11,26.0,Low,3,0,9,0,37,41
REQ-000860,LOC-10,SVC-08,Urgent,Family Member,Referral,2025-09-11,45.7,Medium,3,0,9,0,37,41
REQ-000861,LOC-07,SVC-09,Urgent,Case Manager,Phone,2025-09-12,55.9,High,4,0,9,0,37,42
REQ-000863,LOC-03,SVC-03,Routine,Client,Referral,2025-09-12,12.4,Low,4,0,9,0,37,42
REQ-000864,LOC-08,SVC-01,Routine,Family Member,Referral,2025-09-12,13.3,Low,4,0,9,0,37,42
REQ-000865,LOC-09,SVC-09,Routine,Client,Phone,2025-09-12,18.4,Low,4,0,9,0,37,42
REQ-000866,LOC-05,SVC-06,Routine,Client,Phone,2025-09-12,6.2,Low,4,0,9,0,37,42
REQ-000867,LOC-09,SVC-02,Routine,Case Manager,Portal,2025-09-12,94.1,Critical,4,0,9,0,37,42
REQ-000868,LOC-05,SVC-07,Routine,Case Manager,Case Manager,2025-09-12,42.5,Medium,4,0,9,0,37,42
REQ-000869,LOC-02,SVC-02,Urgent,Family Member,Phone,2025-09-12,88.8,Critical,4,0,9,0,37,42
REQ-000870,LOC-06,SVC-05,Priority,Client,Case Manager,2025-09-12,9.8,Low,4,0,9,0,37,42
REQ-000871,LOC-06,SVC-03,Routine,GP / Clinician,Referral,2025-09-12,71.4,High,4,0,9,0,37,42
REQ-000873,LOC-10,SVC-01,Routine,Family Member,Referral,2025-09-12,80.0,Critical,4,0,9,0,37,42
REQ-000874,LOC-01,SVC-09,Routine,Client,Phone,2025-09-12,9.5,Low,4,0,9,0,37,42
REQ-000875,LOC-03,SVC-04,Priority,Family Member,Phone,2025-09-12,39.7,Medium,4,0,9,0,37,42
REQ-000876,LOC-02,SVC-02,Routine,Family Member,Phone,2025-09-12,27.4,Medium,4,0,9,0,37,42
REQ-000877,LOC-02,SVC-04,Emergency,Family Member,Referral,2025-09-12,54.4,High,4,0,9,0,37,42
REQ-000878,LOC-06,SVC-06,Priority,Client,Phone,2025-09-12,63.0,High,4,0,9,0,37,42
REQ-000880,LOC-06,SVC-04,Priority,Case Manager,Phone,2025-09-12,65.8,High,4,0,9,0,37,42
REQ-000882,LOC-01,SVC-01,Routine,GP / Clinician,Phone,2025-09-12,7.7,Low,4,0,9,0,37,42
REQ-000883,LOC-08,SVC-01,Urgent,Family Member,Case Manager,2025-09-12,30.3,Medium,4,0,9,0,37,42
REQ-000885,LOC-06,SVC-07,Routine,Family Member,Portal,2025-09-12,14.3,Low,4,0,9,0,37,42
REQ-000886,LOC-01,SVC-01,Routine,Client,Phone,2025-09-12,22.4,Low,4,0,9,0,37,42
REQ-000887,LOC-02,SVC-01,Urgent,GP / Clinician,Phone,2025-09-12,60.1,High,4,0,9,0,37,42
REQ-000888,LOC-03,SVC-02,Priority,Client,Referral,2025-09-12,44.1,Medium,4,0,9,0,37,42
REQ-000889,LOC-10,SVC-09,Routine,Family Member,Phone,2025-09-12,2.2,Low,4,0,9,0,37,42
REQ-000890,LOC-03,SVC-01,Urgent,Family Member,Phone,2025-09-12,15.0,Low,4,0,9,0,37,42
REQ-000891,LOC-05,SVC-02,Routine,Case Manager,Portal,2025-09-12,40.6,Medium,4,0,9,0,37,42
REQ-000893,LOC-09,SVC-03,Routine,GP / Clinician,Phone,2025-09-13,33.8,Medium,5,1,9,0,37,43
REQ-000894,LOC-09,SVC-01,Priority,Client,Portal,2025-09-13,14.3,Low,5,1,9,0,37,43
REQ-000895,LOC-08,SVC-04,Priority,GP / Clinician,Case Manager,2025-09-13,62.6,High,5,1,9,0,37,43
REQ-000896,LOC-03,SVC-06,Urgent,GP / Clinician,Phone,2025-09-13,68.0,High,5,1,9,0,37,43
REQ-000898,LOC-08,SVC-05,Routine,Family Member,Portal,2025-09-13,29.4,Medium,5,1,9,0,37,43
REQ-000899,LOC-09,SVC-01,Routine,Family Member,Case Manager,2025-09-13,36.9,Medium,5,1,9,0,37,43
REQ-000901,LOC-09,SVC-02,Routine,Case Manager,Phone,2025-09-14,69.5,High,6,1,9,0,37,44
REQ-000902,LOC-05,SVC-07,Emergency,Client,Phone,2025-09-14,33.7,Medium,6,1,9,0,37,44
REQ-000903,LOC-04,SVC-08,Urgent,Family Member,Referral,2025-09-14,60.5,High,6,1,9,0,37,44
REQ-000904,LOC-05,SVC-04,Urgent,Client,Phone,2025-09-14,56.4,High,6,1,9,0,37,44
REQ-000905,LOC-03,SVC-02,Routine,Client,Portal,2025-09-14,8.5,Low,6,1,9,0,37,44
REQ-000906,LOC-07,SVC-02,Routine,Family Member,Referral,2025-09-14,17.0,Low,6,1,9,0,37,44
REQ-000907,LOC-08,SVC-07,Routine,Client,Phone,2025-09-14,16.4,Low,6,1,9,0,37,44
REQ-000908,LOC-09,SVC-09,Routine,Family Member,Phone,2025-09-14,8.6,Low,6,1,9,0,37,44
REQ-000909,LOC-10,SVC-01,Priority,Case Manager,Portal,2025-09-14,58.1,High,6,1,9,0,37,44
REQ-000911,LOC-02,SVC-05,Priority,Client,Referral,2025-09-15,16.7,Low,0,0,9,0,38,45
REQ-000912,LOC-06,SVC-04,Routine,Family Member,Phone,2025-09-15,59.5,High,0,0,9,0,38,45
REQ-000913,LOC-09,SVC-01,Priority,Family Member,Case Manager,2025-09-15,43.4,Medium,0,0,9,0,38,45
REQ-000914,LOC-03,SVC-05,Routine,Family Member,Portal,2025-09-15,39.7,Medium,0,0,9,0,38,45
REQ-000915,LOC-06,SVC-06,Urgent,Case Manager,Referral,2025-09-15,99.0,Critical,0,0,9,0,38,45
REQ-000916,LOC-08,SVC-02,Routine,Client,Phone,2025-09-15,15.2,Low,0,0,9,0,38,45
REQ-000917,LOC-02,SVC-07,Emergency,Family Member,Referral,2025-09-15,81.1,Critical,0,0,9,0,38,45
REQ-000918,LOC-02,SVC-08,Priority,Family Member,Phone,2025-09-15,66.3,High,0,0,9,0,38,45
REQ-000919,LOC-08,SVC-07,Routine,Family Member,Portal,2025-09-15,9.9,Low,0,0,9,0,38,45
REQ-000920,LOC-03,SVC-01,Routine,Case Manager,Referral,2025-09-15,47.7,Medium,0,0,9,0,38,45
REQ-000921,LOC-09,SVC-01,Priority,Case Manager,Case Manager,2025-09-15,35.7,Medium,0,0,9,0,38,45
REQ-000922,LOC-08,SVC-02,Routine,Case Manager,Phone,2025-09-15,15.8,Low,0,0,9,0,38,45
REQ-000923,LOC-10,SVC-06,Priority,GP / Clinician,Phone,2025-09-15,33.2,Medium,0,0,9,0,38,45
REQ-000924,LOC-02,SVC-03,Priority,Client,Case Manager,2025-09-15,16.7,Low,0,0,9,0,38,45
REQ-000925,LOC-10,SVC-07,Routine,Case Manager,Phone,2025-09-15,37.4,Medium,0,0,9,0,38,45
REQ-000926,LOC-10,SVC-07,Priority,Client,Case Manager,2025-09-15,60.1,High,0,0,9,0,38,45
REQ-000927,LOC-09,SVC-09,Priority,Family Member,Portal,2025-09-15,51.8,High,0,0,9,0,38,45
REQ-000928,LOC-05,SVC-05,Priority,Client,Phone,2025-09-15,35.7,Medium,0,0,9,0,38,45
REQ-000929,LOC-08,SVC-09,Routine,Family Member,Phone,2025-09-15,16.1,Low,0,0,9,0,38,45
REQ-000930,LOC-01,SVC-06,Priority,Case Manager,Phone,2025-09-15,62.3,High,0,0,9,0,38,45
REQ-000931,LOC-10,SVC-01,Routine,Case Manager,Phone,2025-09-16,40.4,Medium,1,0,9,0,38,46
REQ-000932,LOC-08,SVC-05,Routine,Client,Portal,2025-09-16,4.2,Low,1,0,9,0,38,46
REQ-000934,LOC-07,SVC-01,Routine,Client,Portal,2025-09-16,60.3,High,1,0,9,0,38,46
REQ-000935,LOC-07,SVC-08,Routine,Client,Portal,2025-09-16,44.3,Medium,1,0,9,0,38,46
REQ-000936,LOC-02,SVC-03,Routine,GP / Clinician,Portal,2025-09-16,85.6,Critical,1,0,9,0,38,46
REQ-000938,LOC-01,SVC-04,Routine,Family Member,Portal,2025-09-16,20.4,Low,1,0,9,0,38,46
REQ-000939,LOC-09,SVC-01,Routine,Family Member,Phone,2025-09-16,29.8,Medium,1,0,9,0,38,46
REQ-000940,LOC-07,SVC-06,Priority,Client,Portal,2025-09-16,87.9,Critical,1,0,9,0,38,46
REQ-000941,LOC-08,SVC-01,Priority,Case Manager,Phone,2025-09-16,41.4,Medium,1,0,9,0,38,46
REQ-000942,LOC-02,SVC-06,Priority,Client,Case Manager,2025-09-16,16.3,Low,1,0,9,0,38,46
REQ-000943,LOC-05,SVC-01,Routine,Client,Referral,2025-09-16,11.3,Low,1,0,9,0,38,46
REQ-000944,LOC-02,SVC-01,Priority,GP / Clinician,Phone,2025-09-16,46.7,Medium,1,0,9,0,38,46
REQ-000945,LOC-09,SVC-07,Routine,Case Manager,Portal,2025-09-16,29.9,Low,1,0,9,0,38,46
REQ-000946,LOC-09,SVC-02,Routine,Client,Portal,2025-09-16,11.8,Low,1,0,9,0,38,46
REQ-000947,LOC-02,SVC-06,Routine,Client,Phone,2025-09-16,41.5,Medium,1,0,9,0,38,46
REQ-000948,LOC-06,SVC-05,Routine,GP / Clinician,Phone,2025-09-16,47.6,Medium,1,0,9,0,38,46
REQ-000950,LOC-02,SVC-07,Priority,Case Manager,Referral,2025-09-17,62.6,High,2,0,9,0,38,47
REQ-000951,LOC-08,SVC-05,Routine,Family Member,Phone,2025-09-17,11.8,Low,2,0,9,0,38,47
REQ-000952,LOC-09,SVC-01,Routine,Client,Phone,2025-09-17,58.9,High,2,0,9,0,38,47
REQ-000953,LOC-02,SVC-05,Routine,GP / Clinician,Referral,2025-09-17,38.5,Medium,2,0,9,0,38,47
REQ-000954,LOC-10,SVC-03,Urgent,Case Manager,Portal,2025-09-17,87.8,Critical,2,0,9,0,38,47
REQ-000955,LOC-07,SVC-02,Priority,Client,Referral,2025-09-17,12.9,Low,2,0,9,0,38,47
REQ-000956,LOC-08,SVC-02,Urgent,Case Manager,Portal,2025-09-17,59.6,High,2,0,9,0,38,47
REQ-000957,LOC-08,SVC-03,Routine,Family Member,Portal,2025-09-17,13.6,Low,2,0,9,0,38,47
REQ-000958,LOC-06,SVC-09,Routine,Family Member,Portal,2025-09-17,33.2,Medium,2,0,9,0,38,47
REQ-000959,LOC-03,SVC-05,Routine,Family Member,Case Manager,2025-09-17,27.8,Medium,2,0,9,0,38,47
REQ-000960,LOC-08,SVC-01,Routine,Client,Case Manager,2025-09-17,15.7,Low,2,0,9,0,38,47
REQ-000961,LOC-10,SVC-08,Routine,Client,Portal,2025-09-17,15.5,Low,2,0,9,0,38,47
REQ-000962,LOC-02,SVC-05,Routine,Case Manager,Case Manager,2025-09-17,29.3,Medium,2,0,9,0,38,47
REQ-000963,LOC-08,SVC-06,Routine,Case Manager,Portal,2025-09-17,37.6,Medium,2,0,9,0,38,47
REQ-000964,LOC-10,SVC-07,Routine,Client,Phone,2025-09-17,35.1,Medium,2,0,9,0,38,47
REQ-000965,LOC-02,SVC-03,Routine,Family Member,Referral,2025-09-17,91.4,Critical,2,0,9,0,38,47
REQ-000967,LOC-07,SVC-04,Routine,Family Member,Phone,2025-09-17,35.4,Medium,2,0,9,0,38,47
REQ-000968,LOC-09,SVC-04,Routine,Family Member,Phone,2025-09-17,40.5,Medium,2,0,9,0,38,47
REQ-000969,LOC-05,SVC-03,Routine,Case Manager,Portal,2025-09-17,39.6,Medium,2,0,9,0,38,47
REQ-000970,LOC-08,SVC-01,Urgent,Case Manager,Phone,2025-09-17,32.9,Medium,2,0,9,0,38,47
REQ-000972,LOC-07,SVC-06,Priority,GP / Clinician,Portal,2025-09-18,58.5,High,3,0,9,0,38,48
REQ-000973,LOC-01,SVC-01,Urgent,Family Member,Portal,2025-09-18,29.2,Medium,3,0,9,0,38,48
REQ-000974,LOC-03,SVC-04,Routine,Family Member,Portal,2025-09-18,31.0,Medium,3,0,9,0,38,48
REQ-000975,LOC-05,SVC-04,Routine,Family Member,Referral,2025-09-18,15.3,Low,3,0,9,0,38,48
REQ-000976,LOC-10,SVC-02,Routine,Case Manager,Case Manager,2025-09-18,14.7,Low,3,0,9,0,38,48
REQ-000977,LOC-06,SVC-03,Routine,GP / Clinician,Case Manager,2025-09-18,39.4,Medium,3,0,9,0,38,48
REQ-000978,LOC-08,SVC-01,Routine,Case Manager,Portal,2025-09-18,19.7,Low,3,0,9,0,38,48
REQ-000979,LOC-10,SVC-01,Routine,Family Member,Phone,2025-09-18,17.1,Low,3,0,9,0,38,48
REQ-000980,LOC-09,SVC-04,Priority,Client,Phone,2025-09-18,35.2,Medium,3,0,9,0,38,48
REQ-000981,LOC-07,SVC-05,Priority,Family Member,Portal,2025-09-18,23.9,Medium,3,0,9,0,38,48
REQ-000982,LOC-03,SVC-05,Routine,Client,Portal,2025-09-18,13.0,Low,3,0,9,0,38,48
REQ-000985,LOC-08,SVC-07,Routine,Case Manager,Portal,2025-09-18,10.9,Low,3,0,9,0,38,48
REQ-000986,LOC-06,SVC-01,Urgent,Family Member,Phone,2025-09-18,38.0,Medium,3,0,9,0,38,48
REQ-000987,LOC-07,SVC-08,Routine,Family Member,Referral,2025-09-18,33.1,Medium,3,0,9,0,38,48
REQ-000988,LOC-08,SVC-06,Priority,Client,Portal,2025-09-18,39.7,Medium,3,0,9,0,38,48
REQ-000989,LOC-06,SVC-07,Routine,Client,Portal,2025-09-18,21.6,Low,3,0,9,0,38,48
REQ-000990,LOC-10,SVC-07,Routine,Client,Phone,2025-09-18,33.5,Medium,3,0,9,0,38,48
REQ-000991,LOC-01,SVC-01,Routine,Client,Phone,2025-09-18,17.5,Low,3,0,9,0,38,48
REQ-000992,LOC-10,SVC-06,Priority,Client,Referral,2025-09-18,60.2,High,3,0,9,0,38,48
REQ-000994,LOC-02,SVC-08,Routine,Family Member,Case Manager,2025-09-18,83.1,Critical,3,0,9,0,38,48
REQ-000995,LOC-05,SVC-05,Urgent,Family Member,Portal,2025-09-19,10.5,Low,4,0,9,0,38,49
REQ-000996,LOC-08,SVC-06,Routine,Family Member,Phone,2025-09-19,20.1,Low,4,0,9,0,38,49
REQ-000997,LOC-02,SVC-01,Routine,Family Member,Phone,2025-09-19,48.5,Medium,4,0,9,0,38,49
REQ-000998,LOC-10,SVC-02,Priority,Case Manager,Phone,2025-09-19,36.3,Medium,4,0,9,0,38,49
REQ-001000,LOC-03,SVC-07,Emergency,GP / Clinician,Phone,2025-09-19,87.4,Critical,4,0,9,0,38,49
REQ-001001,LOC-02,SVC-04,Urgent,Family Member,Phone,2025-09-19,63.6,High,4,0,9,0,38,49
REQ-001003,LOC-05,SVC-06,Urgent,Family Member,Phone,2025-09-19,66.5,High,4,0,9,0,38,49
REQ-001004,LOC-09,SVC-01,Routine,Client,Referral,2025-09-19,64.2,High,4,0,9,0,38,49
REQ-001005,LOC-04,SVC-06,Emergency,GP / Clinician,Phone,2025-09-19,94.1,Critical,4,0,9,0,38,49
REQ-001008,LOC-01,SVC-07,Priority,Family Member,Case Manager,2025-09-19,55.2,High,4,0,9,0,38,49
REQ-001009,LOC-04,SVC-08,Routine,Client,Phone,2025-09-19,22.4,Low,4,0,9,0,38,49
REQ-001010,LOC-06,SVC-07,Urgent,Family Member,Portal,2025-09-19,26.3,Low,4,0,9,0,38,49
REQ-001011,LOC-01,SVC-04,Urgent,Client,Case Manager,2025-09-19,65.3,High,4,0,9,0,38,49
REQ-001012,LOC-08,SVC-02,Priority,Client,Portal,2025-09-19,20.0,Low,4,0,9,0,38,49
REQ-001013,LOC-06,SVC-01,Routine,Family Member,Case Manager,2025-09-19,16.6,Low,4,0,9,0,38,49
REQ-001014,LOC-04,SVC-01,Emergency,Client,Phone,2025-09-19,64.3,High,4,0,9,0,38,49
REQ-001015,LOC-01,SVC-09,Urgent,Client,Phone,2025-09-19,60.8,High,4,0,9,0,38,49
REQ-001016,LOC-07,SVC-05,Routine,Client,Portal,2025-09-19,31.8,Medium,4,0,9,0,38,49
REQ-001017,LOC-04,SVC-03,Routine,Family Member,Portal,2025-09-19,21.1,Low,4,0,9,0,38,49
REQ-001018,LOC-07,SVC-06,Routine,Client,Portal,2025-09-20,8.4,Low,5,1,9,0,38,50
REQ-001019,LOC-06,SVC-09,Priority,Client,Referral,2025-09-20,39.6,Medium,5,1,9,0,38,50
REQ-001020,LOC-10,SVC-05,Routine,Client,Phone,2025-09-20,31.2,Medium,5,1,9,0,38,50
REQ-001021,LOC-01,SVC-07,Routine,Case Manager,Portal,2025-09-20,69.6,High,5,1,9,0,38,50
REQ-001022,LOC-08,SVC-02,Routine,Client,Phone,2025-09-20,17.2,Low,5,1,9,0,38,50
REQ-001023,LOC-09,SVC-08,Routine,Client,Referral,2025-09-20,24.2,Low,5,1,9,0,38,50
REQ-001024,LOC-04,SVC-05,Routine,Client,Portal,2025-09-20,18.1,Low,5,1,9,0,38,50
REQ-001025,LOC-07,SVC-01,Priority,Family Member,Referral,2025-09-20,36.0,Medium,5,1,9,0,38,50
REQ-001026,LOC-03,SVC-09,Routine,Case Manager,Portal,2025-09-21,36.4,Medium,6,1,9,0,38,51
REQ-001027,LOC-03,SVC-02,Priority,Client,Portal,2025-09-21,38.7,Medium,6,1,9,0,38,51
REQ-001028,LOC-07,SVC-07,Urgent,Client,Portal,2025-09-21,22.6,Low,6,1,9,0,38,51
