employee_id,pattern_type,specific_date,day_of_week,available_flag,earliest_start,latest_end,preferred_shift_type
EMP-00072,Recurring,,Sunday,True,07:00,17:00,Night
EMP-00073,Recurring,,Monday,True,07:00,19:00,PM
EMP-00073,Recurring,,Tuesday,True,07:00,21:00,PM
EMP-00073,Recurring,,Wednesday,True,07:00,21:00,PM
EMP-00073,Recurring,,Thursday,False,,,
EMP-00073,Recurring,,Friday,True,07:00,17:00,Night
EMP-00073,Recurring,,Saturday,False,,,
EMP-00073,Recurring,,Sunday,False,,,
EMP-00074,Recurring,,Monday,False,,,
EMP-00074,Recurring,,Tuesday,True,07:00,19:00,Night
EMP-00074,Recurring,,Wednesday,True,07:00,17:00,AM
EMP-00074,Recurring,,Thursday,False,,,
EMP-00074,Recurring,,Friday,False,,,
EMP-00074,Recurring,,Saturday,True,07:00,15:00,PM
EMP-00074,Recurring,,Sunday,False,,,
EMP-00075,Recurring,,Monday,True,07:00,17:00,Night
EMP-00075,Recurring,,Tuesday,False,,,
EMP-00075,Recurring,,Wednesday,True,07:00,15:00,PM
EMP-00075,Recurring,,Thursday,True,07:00,15:00,Night
EMP-00075,Recurring,,Friday,True,07:00,19:00,PM
EMP-00075,Recurring,,Saturday,True,07:00,15:00,PM
EMP-00075,Recurring,,Sunday,False,,,
EMP-00076,Recurring,,Monday,True,07:00,15:00,AM
EMP-00076,Recurring,,Tuesday,False,,,
EMP-00076,Recurring,,Wednesday,False,,,
EMP-00076,Recurring,,Thursday,True,07:00,15:00,Split
EMP-00076,Recurring,,Friday,True,07:00,15:00,AM
EMP-00076,Recurring,,Saturday,True,07:00,21:00,PM
EMP-00076,Recurring,,Sunday,True,07:00,17:00,Night
EMP-00077,Recurring,,Monday,False,,,
EMP-00077,Recurring,,Tuesday,False,,,
EMP-00077,Recurring,,Wednesday,True,07:00,15:00,AM
EMP-00077,Recurring,,Thursday,True,07:00,19:00,Split
EMP-00077,Recurring,,Friday,True,07:00,15:00,Split
EMP-00077,Recurring,,Saturday,False,,,
EMP-00077,Recurring,,Sunday,True,07:00,21:00,Split
EMP-00078,Recurring,,Monday,True,07:00,19:00,Night
EMP-00078,Recurring,,Tuesday,True,07:00,21:00,Split
EMP-00078,Recurring,,Wednesday,True,07:00,21:00,Night
EMP-00078,Recurring,,Thursday,False,,,
EMP-00078,Recurring,,Friday,False,,,
EMP-00078,Recurring,,Saturday,True,07:00,19:00,PM
EMP-00078,Recurring,,Sunday,False,,,
EMP-00079,Recurring,,Monday,True,07:00,17:00,AM
EMP-00079,Recurring,,Tuesday,False,,,
EMP-00079,Recurring,,Wednesday,True,07:00,19:00,Split
EMP-00079,Recurring,,Thursday,False,,,
EMP-00079,Recurring,,Friday,False,,,
EMP-00079,Recurring,,Saturday,True,07:00,21:00,Night
EMP-00079,Recurring,,Sunday,False,,,
EMP-00080,Recurring,,Monday,True,07:00,15:00,Split
EMP-00080,Recurring,,Tuesday,False,,,
EMP-00080,Recurring,,Wednesday,True,07:00,17:00,Split
EMP-00080,Recurring,,Thursday,False,,,
EMP-00080,Recurring,,Friday,False,,,
EMP-00080,Recurring,,Saturday,False,,,
EMP-00080,Recurring,,Sunday,True,07:00,19:00,Night
EMP-00081,Recurring,,Monday,True,07:00,19:00,PM
EMP-00081,Recurring,,Tuesday,False,,,
EMP-00081,Recurring,,Wednesday,True,07:00,15:00,PM
EMP-00081,Recurring,,Thursday,True,07:00,17:00,Night
EMP-00081,Recurring,,Friday,True,07:00,21:00,Night
EMP-00081,Recurring,,Saturday,True,07:00,17:00,Night
EMP-00081,Recurring,,Sunday,False,,,
EMP-00082,Recurring,,Monday,False,,,
EMP-00082,Recurring,,Tuesday,True,07:00,15:00,AM
EMP-00082,Recurring,,Wednesday,False,,,
EMP-00082,Recurring,,Thursday,True,07:00,17:00,Night
EMP-00082,Recurring,,Friday,True,07:00,15:00,Night
EMP-00082,Recurring,,Saturday,True,07:00,19:00,Split
EMP-00082,Recurring,,Sunday,True,07:00,15:00,AM
EMP-00083,Recurring,,Monday,False,,,
EMP-00083,Recurring,,Tuesday,False,,,
EMP-00083,Recurring,,Wednesday,False,,,
EMP-00083,Recurring,,Thursday,True,07:00,15:00,Night
EMP-00083,Recurring,,Friday,True,07:00,19:00,AM
EMP-00083,Recurring,,Saturday,False,,,
EMP-00083,Recurring,,Sunday,True,07:00,19:00,PM
EMP-00084,Recurring,,Monday,False,,,
EMP-00084,Recurring,,Tuesday,True,07:00,17:00,PM
EMP-00084,Recurring,,Wednesday,True,07:00,21:00,AM
EMP-00084,Recurring,,Thursday,False,,,
EMP-00084,Recurring,,Friday,False,,,
EMP-00084,Recurring,,Saturday,False,,,
EMP-00084,Recurring,,Sunday,True,07:00,17:00,AM
EMP-00085,Recurring,,Monday,True,07:00,17:00,AM
EMP-00085,Recurring,,Tuesday,True,07:00,19:00,AM
EMP-00085,Recurring,,Wednesday,False,,,
EMP-00085,Recurring,,Thursday,True,07:00,21:00,Split
EMP-00085,Recurring,,Friday,True,07:00,21:00,PM
EMP-00085,Recurring,,Saturday,False,,,
EMP-00085,Recurring,,Sunday,True,07:00,15:00,PM
EMP-00086,Recurring,,Monday,False,,,
EMP-00086,Recurring,,Tuesday,False,,,
EMP-00086,Recurring,,Wednesday,False,,,
EMP-00086,Recurring,,Thursday,True,07:00,15:00,Night
EMP-00086,Recurring,,Friday,True,07:00,15:00,Split
EMP-00086,Recurring,,Saturday,True,07:00,15:00,Split
EMP-00086,Recurring,,Sunday,True,07:00,19:00,AM
EMP-00087,Recurring,,Monday,False,,,
EMP-00087,Recurring,,Tuesday,True,07:00,15:00,Night
EMP-00087,Recurring,,Wednesday,True,07:00,21:00,PM
EMP-00087,Recurring,,Thursday,False,,,
EMP-00087,Recurring,,Friday,False,,,
EMP-00087,Recurring,,Saturday,False,,,
EMP-00087,Recurring,,Sunday,True,07:00,21:00,PM
EMP-00088,Recurring,,Monday,True,07:00,15:00,AM
EMP-00088,Recurring,,Tuesday,False,,,
EMP-00088,Recurring,,Wednesday,True,07:00,19:00,Split
EMP-00088,Recurring,,Thursday,False,,,
EMP-00088,Recurring,,Friday,True,07:00,19:00,AM
EMP-00088,Recurring,,Saturday,True,07:00,21:00,Night
EMP-00088,Recurring,,Sunday,False,,,
EMP-00089,Recurring,,Monday,True,07:00,19:00,PM
EMP-00089,Recurring,,Tuesday,True,07:00,21:00,Night
EMP-00089,Recurring,,Wednesday,True,07:00,17:00,AM
EMP-00089,Recurring,,Thursday,True,07:00,19:00,PM
EMP-00089,Recurring,,Friday,True,07:00,15:00,Night
EMP-00089,Recurring,,Saturday,False,,,
EMP-00089,Recurring,,Sunday,False,,,
EMP-00090,Recurring,,Monday,True,07:00,17:00,AM
EMP-00090,Recurring,,Tuesday,True,07:00,15:00,PM
EMP-00090,Recurring,,Wednesday,True,07:00,15:00,Split
EMP-00090,Recurring,,Thursday,False,,,
EMP-00090,Recurring,,Friday,False,,,
EMP-00090,Recurring,,Saturday,False,,,
EMP-00090,Recurring,,Sunday,False,,,
EMP-00091,Recurring,,Monday,False,,,
EMP-00091,Recurring,,Tuesday,False,,,
EMP-00091,Recurring,,Wednesday,False,,,
EMP-00091,Recurring,,Thursday,True,07:00,21:00,PM
EMP-00091,Recurring,,Friday,True,07:00,15:00,AM
EMP-00091,Recurring,,Saturday,True,07:00,15:00,AM
EMP-00091,Recurring,,Sunday,True,07:00,19:00,AM
EMP-00092,Recurring,,Monday,True,07:00,21:00,Split
EMP-00092,Recurring,,Tuesday,True,07:00,17:00,AM
EMP-00092,Recurring,,Wednesday,True,07:00,17:00,Night
EMP-00092,Recurring,,Thursday,False,,,
EMP-00092,Recurring,,Friday,True,07:00,19:00,AM
EMP-00092,Recurring,,Saturday,False,,,
EMP-00092,Recurring,,Sunday,True,07:00,15:00,PM
EMP-00093,Recurring,,Monday,True,07:00,15:00,Split
EMP-00093,Recurring,,Tuesday,True,07:00,19:00,AM
EMP-00093,Recurring,,Wednesday,False,,,
EMP-00093,Recurring,,Thursday,False,,,
EMP-00093,Recurring,,Friday,True,07:00,17:00,Night
EMP-00093,Recurring,,Saturday,True,07:00,17:00,Night
EMP-00093,Recurring,,Sunday,True,07:00,19:00,PM
EMP-00094,Recurring,,Monday,True,07:00,17:00,PM
EMP-00094,Recurring,,Tuesday,True,07:00,17:00,Split
EMP-00094,Recurring,,Wednesday,False,,,
EMP-00094,Recurring,,Thursday,True,07:00,19:00,Split
EMP-00094,Recurring,,Friday,False,,,
EMP-00094,Recurring,,Saturday,True,07:00,17:00,Split
EMP-00094,Recurring,,Sunday,True,07:00,17:00,Night
EMP-00095,Recurring,,Monday,False,,,
EMP-00095,Recurring,,Tuesday,True,07:00,21:00,Night
EMP-00095,Recurring,,Wednesday,True,07:00,15:00,Night
EMP-00095,Recurring,,Thursday,True,07:00,21:00,AM
EMP-00095,Recurring,,Friday,True,07:00,15:00,PM
EMP-00095,Recurring,,Saturday,False,,,
EMP-00095,Recurring,,Sunday,True,07:00,19:00,PM
EMP-00096,Recurring,,Monday,True,07:00,19:00,AM
EMP-00096,Recurring,,Tuesday,True,07:00,19:00,Split
EMP-00096,Recurring,,Wednesday,True,07:00,21:00,PM
EMP-00096,Recurring,,Thursday,True,07:00,19:00,PM
EMP-00096,Recurring,,Friday,False,,,
EMP-00096,Recurring,,Saturday,True,07:00,19:00,AM
EMP-00096,Recurring,,Sunday,False,,,
EMP-00097,Recurring,,Monday,True,07:00,15:00,Night
EMP-00097,Recurring,,Tuesday,True,07:00,15:00,Night
EMP-00097,Recurring,,Wednesday,True,07:00,17:00,PM
EMP-00097,Recurring,,Thursday,False,,,
EMP-00097,Recurring,,Friday,True,07:00,19:00,Split
EMP-00097,Recurring,,Saturday,False,,,
EMP-00097,Recurring,,Sunday,False,,,
EMP-00098,Recurring,,Monday,False,,,
EMP-00098,Recurring,,Tuesday,True,07:00,15:00,PM
EMP-00098,Recurring,,Wednesday,True,07:00,17:00,Split
EMP-00098,Recurring,,Thursday,False,,,
EMP-00098,Recurring,,Friday,True,07:00,17:00,Split
EMP-00098,Recurring,,Saturday,False,,,
EMP-00098,Recurring,,Sunday,False,,,
EMP-00099,Recurring,,Monday,True,07:00,19:00,PM
EMP-00099,Recurring,,Tuesday,False,,,
EMP-00099,Recurring,,Wednesday,True,07:00,19:00,Night
EMP-00099,Recurring,,Thursday,True,07:00,21:00,Split
EMP-00099,Recurring,,Friday,True,07:00,21:00,AM
EMP-00099,Recurring,,Saturday,True,07:00,21:00,PM
EMP-00099,Recurring,,Sunday,False,,,
EMP-00100,Recurring,,Monday,False,,,
EMP-00100,Recurring,,Tuesday,False,,,
EMP-00100,Recurring,,Wednesday,True,07:00,21:00,PM
EMP-00100,Recurring,,Thursday,True,07:00,17:00,Night
EMP-00100,Recurring,,Friday,False,,,
EMP-00100,Recurring,,Saturday,True,07:00,17:00,Night
EMP-00100,Recurring,,Sunday,True,07:00,15:00,AM
EMP-00101,Recurring,,Monday,True,07:00,17:00,Night
EMP-00101,Recurring,,Tuesday,True,07:00,21:00,Split
EMP-00101,Recurring,,Wednesday,True,07:00,17:00,Night
EMP-00101,Recurring,,Thursday,False,,,
EMP-00101,Recurring,,Friday,True,07:00,15:00,Night
EMP-00101,Recurring,,Saturday,False,,,
EMP-00101,Recurring,,Sunday,True,07:00,15:00,AM
EMP-00102,Recurring,,Monday,True,07:00,15:00,AM
EMP-00102,Recurring,,Tuesday,True,07:00,15:00,PM
EMP-00102,Recurring,,Wednesday,False,,,
EMP-00102,Recurring,,Thursday,False,,,
EMP-00102,Recurring,,Friday,True,07:00,15:00,Night
EMP-00102,Recurring,,Saturday,True,07:00,15:00,Night
EMP-00102,Recurring,,Sunday,True,07:00,17:00,Night
EMP-00103,Recurring,,Monday,False,,,
EMP-00103,Recurring,,Tuesday,True,07:00,17:00,PM
EMP-00103,Recurring,,Wednesday,True,07:00,17:00,Split
EMP-00103,Recurring,,Thursday,True,07:00,19:00,AM
EMP-00103,Recurring,,Friday,True,07:00,21:00,Night
EMP-00103,Recurring,,Saturday,False,,,
EMP-00103,Recurring,,Sunday,False,,,
EMP-00104,Recurring,,Monday,False,,,
EMP-00104,Recurring,,Tuesday,False,,,
EMP-00104,Recurring,,Wednesday,False,,,
EMP-00104,Recurring,,Thursday,True,07:00,17:00,PM
EMP-00104,Recurring,,Friday,False,,,
EMP-00104,Recurring,,Saturday,True,07:00,19:00,Split
EMP-00104,Recurring,,Sunday,True,07:00,21:00,Split
EMP-00105,Recurring,,Monday,False,,,
EMP-00105,Recurring,,Tuesday,True,07:00,17:00,Split
EMP-00105,Recurring,,Wednesday,True,07:00,21:00,PM
EMP-00105,Recurring,,Thursday,False,,,
EMP-00105,Recurring,,Friday,True,07:00,19:00,PM
EMP-00105,Recurring,,Saturday,False,,,
EMP-00105,Recurring,,Sunday,True,07:00,19:00,Split
EMP-00106,Recurring,,Monday,False,,,
EMP-00106,Recurring,,Tuesday,False,,,
EMP-00106,Recurring,,Wednesday,True,07:00,19:00,AM
EMP-00106,Recurring,,Thursday,True,07:00,15:00,Night
EMP-00106,Recurring,,Friday,False,,,
EMP-00106,Recurring,,Saturday,True,07:00,21:00,PM
EMP-00106,Recurring,,Sunday,True,07:00,19:00,Split
EMP-00107,Recurring,,Monday,False,,,
EMP-00107,Recurring,,Tuesday,False,,,
EMP-00107,Recurring,,Wednesday,False,,,
EMP-00107,Recurring,,Thursday,True,07:00,15:00,Night
EMP-00107,Recurring,,Friday,True,07:00,15:00,Night
EMP-00107,Recurring,,Saturday,True,07:00,17:00,AM
EMP-00107,Recurring,,Sunday,True,07:00,15:00,Night
EMP-00108,Recurring,,Monday,False,,,
EMP-00108,Recurring,,Tuesday,False,,,
EMP-00108,Recurring,,Wednesday,False,,,
EMP-00108,Recurring,,Thursday,False,,,
EMP-00108,Recurring,,Friday,True,07:00,19:00,PM
EMP-00108,Recurring,,Saturday,True,07:00,15:00,Night
EMP-00108,Recurring,,Sunday,True,07:00,21:00,AM
EMP-00109,Recurring,,Monday,False,,,
EMP-00109,Recurring,,Tuesday,True,07:00,15:00,AM
EMP-00109,Recurring,,Wednesday,False,,,
EMP-00109,Recurring,,Thursday,True,07:00,15:00,Night
EMP-00109,Recurring,,Friday,False,,,
EMP-00109,Recurring,,Saturday,False,,,
EMP-00109,Recurring,,Sunday,True,07:00,21:00,PM
EMP-00110,Recurring,,Monday,False,,,
EMP-00110,Recurring,,Tuesday,True,07:00,17:00,PM
EMP-00110,Recurring,,Wednesday,True,07:00,17:00,PM
EMP-00110,Recurring,,Thursday,False,,,
EMP-00110,Recurring,,Friday,False,,,
EMP-00110,Recurring,,Saturday,True,07:00,19:00,Night
EMP-00110,Recurring,,Sunday,False,,,
EMP-00111,Recurring,,Monday,True,07:00,19:00,PM
EMP-00111,Recurring,,Tuesday,False,,,
EMP-00111,Recurring,,Wednesday,True,07:00,15:00,AM
EMP-00111,Recurring,,Thursday,False,,,
EMP-00111,Recurring,,Friday,False,,,
EMP-00111,Recurring,,Saturday,False,,,
EMP-00111,Recurring,,Sunday,True,07:00,19:00,Night
EMP-00112,Recurring,,Monday,False,,,
EMP-00112,Recurring,,Tuesday,True,07:00,15:00,AM
EMP-00112,Recurring,,Wednesday,True,07:00,19:00,AM
EMP-00112,Recurring,,Thursday,False,,,
EMP-00112,Recurring,,Friday,False,,,
EMP-00112,Recurring,,Saturday,True,07:00,21:00,PM
EMP-00112,Recurring,,Sunday,True,07:00,17:00,Night
EMP-00113,Recurring,,Monday,False,,,
EMP-00113,Recurring,,Tuesday,True,07:00,17:00,PM
EMP-00113,Recurring,,Wednesday,False,,,
EMP-00113,Recurring,,Thursday,False,,,
EMP-00113,Recurring,,Friday,True,07:00,19:00,Split
EMP-00113,Recurring,,Saturday,True,07:00,15:00,Night
EMP-00113,Recurring,,Sunday,True,07:00,17:00,Night
EMP-00114,Recurring,,Monday,False,,,
EMP-00114,Recurring,,Tuesday,False,,,
EMP-00114,Recurring,,Wednesday,False,,,
EMP-00114,Recurring,,Thursday,True,07:00,21:00,AM
EMP-00114,Recurring,,Friday,True,07:00,21:00,Night
EMP-00114,Recurring,,Saturday,True,07:00,17:00,PM
EMP-00114,Recurring,,Sunday,True,07:00,17:00,Split
EMP-00115,Recurring,,Monday,True,07:00,15:00,AM
EMP-00115,Recurring,,Tuesday,False,,,
EMP-00115,Recurring,,Wednesday,True,07:00,17:00,Night
EMP-00115,Recurring,,Thursday,True,07:00,21:00,Night
EMP-00115,Recurring,,Friday,False,,,
EMP-00115,Recurring,,Saturday,True,07:00,19:00,Split
EMP-00115,Recurring,,Sunday,True,07:00,21:00,PM
EMP-00116,Recurring,,Monday,True,07:00,19:00,AM
EMP-00116,Recurring,,Tuesday,True,07:00,15:00,Split
EMP-00116,Recurring,,Wednesday,False,,,
EMP-00116,Recurring,,Thursday,True,07:00,21:00,AM
EMP-00116,Recurring,,Friday,False,,,
EMP-00116,Recurring,,Saturday,True,07:00,15:00,Night
EMP-00116,Recurring,,Sunday,True,07:00,15:00,Night
EMP-00117,Recurring,,Monday,True,07:00,21:00,Night
EMP-00117,Recurring,,Tuesday,False,,,
EMP-00117,Recurring,,Wednesday,True,07:00,15:00,PM
EMP-00117,Recurring,,Thursday,False,,,
EMP-00117,Recurring,,Friday,True,07:00,15:00,PM
EMP-00117,Recurring,,Saturday,True,07:00,17:00,AM
EMP-00117,Recurring,,Sunday,True,07:00,19:00,Night
EMP-00118,Recurring,,Monday,True,07:00,15:00,Split
EMP-00118,Recurring,,Tuesday,False,,,
EMP-00118,Recurring,,Wednesday,False,,,
EMP-00118,Recurring,,Thursday,False,,,
EMP-00118,Recurring,,Friday,True,07:00,17:00,Night
EMP-00118,Recurring,,Saturday,True,07:00,17:00,AM
EMP-00118,Recurring,,Sunday,False,,,
EMP-00119,Recurring,,Monday,True,07:00,21:00,AM
EMP-00119,Recurring,,Tuesday,False,,,
EMP-00119,Recurring,,Wednesday,True,07:00,19:00,Split
EMP-00119,Recurring,,Thursday,False,,,
EMP-00119,Recurring,,Friday,True,07:00,19:00,Night
EMP-00119,Recurring,,Saturday,False,,,
EMP-00119,Recurring,,Sunday,False,,,
EMP-00120,Recurring,,Monday,True,07:00,17:00,Night
EMP-00120,Recurring,,Tuesday,True,07:00,17:00,Split
EMP-00120,Recurring,,Wednesday,True,07:00,19:00,AM
EMP-00120,Recurring,,Thursday,True,07:00,19:00,AM
EMP-00120,Recurring,,Friday,False,,,
EMP-00120,Recurring,,Saturday,True,07:00,17:00,PM
EMP-00120,Recurring,,Sunday,False,,,
EMP-00121,Recurring,,Monday,False,,,
EMP-00121,Recurring,,Tuesday,True,07:00,15:00,PM
EMP-00121,Recurring,,Wednesday,True,07:00,17:00,Night
EMP-00121,Recurring,,Thursday,True,07:00,19:00,Night
EMP-00121,Recurring,,Friday,True,07:00,17:00,PM
EMP-00121,Recurring,,Saturday,False,,,
EMP-00121,Recurring,,Sunday,True,07:00,17:00,Split
EMP-00122,Recurring,,Monday,True,07:00,17:00,PM
EMP-00122,Recurring,,Tuesday,True,07:00,17:00,AM
EMP-00122,Recurring,,Wednesday,False,,,
EMP-00122,Recurring,,Thursday,False,,,
EMP-00122,Recurring,,Friday,False,,,
EMP-00122,Recurring,,Saturday,True,07:00,15:00,AM
EMP-00122,Recurring,,Sunday,False,,,
EMP-00123,Recurring,,Monday,True,07:00,19:00,PM
EMP-00123,Recurring,,Tuesday,False,,,
EMP-00123,Recurring,,Wednesday,True,07:00,19:00,Split
EMP-00123,Recurring,,Thursday,False,,,
EMP-00123,Recurring,,Friday,True,07:00,21:00,PM
EMP-00123,Recurring,,Saturday,True,07:00,19:00,Split
EMP-00123,Recurring,,Sunday,False,,,
EMP-00124,Recurring,,Monday,False,,,
EMP-00124,Recurring,,Tuesday,True,07:00,17:00,PM
EMP-00124,Recurring,,Wednesday,True,07:00,17:00,Split
EMP-00124,Recurring,,Thursday,True,07:00,19:00,Split
EMP-00124,Recurring,,Friday,True,07:00,15:00,Split
EMP-00124,Recurring,,Saturday,True,07:00,19:00,Split
EMP-00124,Recurring,,Sunday,False,,,
EMP-00125,Recurring,,Monday,True,07:00,21:00,AM
EMP-00125,Recurring,,Tuesday,True,07:00,19:00,PM
EMP-00125,Recurring,,Wednesday,False,,,
EMP-00125,Recurring,,Thursday,False,,,
EMP-00125,Recurring,,Friday,True,07:00,21:00,Split
EMP-00125,Recurring,,Saturday,False,,,
EMP-00125,Recurring,,Sunday,True,07:00,21:00,PM
EMP-00126,Recurring,,Monday,True,07:00,21:00,AM
EMP-00126,Recurring,,Tuesday,False,,,
EMP-00126,Recurring,,Wednesday,True,07:00,15:00,Split
EMP-00126,Recurring,,Thursday,False,,,
EMP-00126,Recurring,,Friday,True,07:00,21:00,AM
EMP-00126,Recurring,,Saturday,False,,,
EMP-00126,Recurring,,Sunday,True,07:00,21:00,Split
EMP-00127,Recurring,,Monday,True,07:00,15:00,AM
EMP-00127,Recurring,,Tuesday,False,,,
EMP-00127,Recurring,,Wednesday,True,07:00,21:00,Night
EMP-00127,Recurring,,Thursday,False,,,
EMP-00127,Recurring,,Friday,True,07:00,19:00,Split
EMP-00127,Recurring,,Saturday,True,07:00,17:00,PM
EMP-00127,Recurring,,Sunday,True,07:00,15:00,PM
EMP-00128,Recurring,,Monday,False,,,
EMP-00128,Recurring,,Tuesday,False,,,
EMP-00128,Recurring,,Wednesday,True,07:00,21:00,PM
EMP-00128,Recurring,,Thursday,True,07:00,17:00,Night
EMP-00128,Recurring,,Friday,False,,,
EMP-00128,Recurring,,Saturday,True,07:00,15:00,Split
EMP-00128,Recurring,,Sunday,False,,,
EMP-00129,Recurring,,Monday,True,07:00,17:00,Night
EMP-00129,Recurring,,Tuesday,True,07:00,15:00,PM
EMP-00129,Recurring,,Wednesday,False,,,
EMP-00129,Recurring,,Thursday,False,,,
EMP-00129,Recurring,,Friday,True,07:00,21:00,Split
EMP-00129,Recurring,,Saturday,False,,,
EMP-00129,Recurring,,Sunday,False,,,
EMP-00130,Recurring,,Monday,True,07:00,15:00,PM
EMP-00130,Recurring,,Tuesday,False,,,
EMP-00130,Recurring,,Wednesday,False,,,
EMP-00130,Recurring,,Thursday,True,07:00,21:00,Split
EMP-00130,Recurring,,Friday,False,,,
EMP-00130,Recurring,,Saturday,False,,,
EMP-00130,Recurring,,Sunday,True,07:00,17:00,AM
EMP-00131,Recurring,,Monday,False,,,
EMP-00131,Recurring,,Tuesday,False,,,
EMP-00131,Recurring,,Wednesday,True,07:00,21:00,PM
EMP-00131,Recurring,,Thursday,False,,,
EMP-00131,Recurring,,Friday,True,07:00,19:00,Split
EMP-00131,Recurring,,Saturday,True,07:00,21:00,Night
EMP-00131,Recurring,,Sunday,True,07:00,15:00,Night
EMP-00132,Recurring,,Monday,True,07:00,17:00,Split
EMP-00132,Recurring,,Tuesday,True,07:00,15:00,Split
EMP-00132,Recurring,,Wednesday,False,,,
EMP-00132,Recurring,,Thursday,True,07:00,21:00,AM
EMP-00132,Recurring,,Friday,False,,,
EMP-00132,Recurring,,Saturday,True,07:00,19:00,Split
EMP-00132,Recurring,,Sunday,True,07:00,17:00,AM
EMP-00133,Recurring,,Monday,True,07:00,21:00,Night
EMP-00133,Recurring,,Tuesday,True,07:00,19:00,Split
EMP-00133,Recurring,,Wednesday,False,,,
EMP-00133,Recurring,,Thursday,False,,,
EMP-00133,Recurring,,Friday,True,07:00,21:00,AM
EMP-00133,Recurring,,Saturday,True,07:00,15:00,AM
EMP-00133,Recurring,,Sunday,True,07:00,19:00,Night
EMP-00134,Recurring,,Monday,False,,,
EMP-00134,Recurring,,Tuesday,True,07:00,21:00,Split
EMP-00134,Recurring,,Wednesday,False,,,
EMP-00134,Recurring,,Thursday,True,07:00,17:00,Split
EMP-00134,Recurring,,Friday,False,,,
EMP-00134,Recurring,,Saturday,True,07:00,19:00,Night
EMP-00134,Recurring,,Sunday,False,,,
EMP-00135,Recurring,,Monday,False,,,
EMP-00135,Recurring,,Tuesday,True,07:00,19:00,AM
EMP-00135,Recurring,,Wednesday,True,07:00,17:00,Split
EMP-00135,Recurring,,Thursday,True,07:00,15:00,Night
EMP-00135,Recurring,,Friday,False,,,
EMP-00135,Recurring,,Saturday,False,,,
EMP-00135,Recurring,,Sunday,True,07:00,21:00,Split
EMP-00136,Recurring,,Monday,False,,,
EMP-00136,Recurring,,Tuesday,True,07:00,21:00,Night
EMP-00136,Recurring,,Wednesday,True,07:00,21:00,Night
EMP-00136,Recurring,,Thursday,True,07:00,21:00,Split
EMP-00136,Recurring,,Friday,True,07:00,21:00,Night
EMP-00136,Recurring,,Saturday,False,,,
EMP-00136,Recurring,,Sunday,False,,,
EMP-00137,Recurring,,Monday,True,07:00,19:00,PM
EMP-00137,Recurring,,Tuesday,True,07:00,15:00,PM
EMP-00137,Recurring,,Wednesday,True,07:00,21:00,AM
EMP-00137,Recurring,,Thursday,False,,,
EMP-00137,Recurring,,Friday,False,,,
EMP-00137,Recurring,,Saturday,True,07:00,17:00,Night
EMP-00137,Recurring,,Sunday,False,,,
EMP-00138,Recurring,,Monday,True,07:00,17:00,Night
EMP-00138,Recurring,,Tuesday,False,,,
EMP-00138,Recurring,,Wednesday,False,,,
EMP-00138,Recurring,,Thursday,False,,,
EMP-00138,Recurring,,Friday,True,07:00,19:00,AM
EMP-00138,Recurring,,Saturday,True,07:00,19:00,Split
EMP-00138,Recurring,,Sunday,False,,,
EMP-00139,Recurring,,Monday,True,07:00,17:00,AM
EMP-00139,Recurring,,Tuesday,False,,,
EMP-00139,Recurring,,Wednesday,False,,,
EMP-00139,Recurring,,Thursday,True,07:00,15:00,PM
EMP-00139,Recurring,,Friday,False,,,
EMP-00139,Recurring,,Saturday,True,07:00,15:00,Split
EMP-00139,Recurring,,Sunday,False,,,
EMP-00140,Recurring,,Monday,False,,,
EMP-00140,Recurring,,Tuesday,True,07:00,15:00,Night
EMP-00140,Recurring,,Wednesday,True,07:00,19:00,AM
EMP-00140,Recurring,,Thursday,True,07:00,15:00,Split
EMP-00140,Recurring,,Friday,False,,,
EMP-00140,Recurring,,Saturday,False,,,
EMP-00140,Recurring,,Sunday,True,07:00,17:00,Night
EMP-00141,Recurring,,Monday,True,07:00,19:00,AM
EMP-00141,Recurring,,Tuesday,False,,,
EMP-00141,Recurring,,Wednesday,True,07:00,17:00,Split
EMP-00141,Recurring,,Thursday,True,07:00,17:00,AM
EMP-00141,Recurring,,Friday,False,,,
EMP-00141,Recurring,,Saturday,False,,,
EMP-00141,Recurring,,Sunday,False,,,
EMP-00142,Recurring,,Monday,False,,,
EMP-00142,Recurring,,Tuesday,False,,,
EMP-00142,Recurring,,Wednesday,True,07:00,21:00,PM
EMP-00142,Recurring,,Thursday,True,07:00,21:00,Night
EMP-00142,Recurring,,Friday,True,07:00,19:00,Split
EMP-00142,Recurring,,Saturday,True,07:00,17:00,PM
EMP-00142,Recurring,,Sunday,True,07:00,17:00,Split
EMP-00143,Recurring,,Monday,True,07:00,19:00,PM
EMP-00143,Recurring,,Tuesday,True,07:00,21:00,Split
EMP-00143,Recurring,,Wednesday,False,,,
EMP-00143,Recurring,,Thursday,True,07:00,21:00,Night
EMP-00143,Recurring,,Friday,True,07:00,21:00,AM
EMP-00143,Recurring,,Saturday,False,,,
EMP-00143,Recurring,,Sunday,True,07:00,17:00,AM
EMP-00144,Recurring,,Monday,False,,,
EMP-00144,Recurring,,Tuesday,True,07:00,17:00,Night
EMP-00144,Recurring,,Wednesday,False,,,
EMP-00144,Recurring,,Thursday,True,07:00,17:00,PM
EMP-00144,Recurring,,Friday,True,07:00,19:00,AM
EMP-00144,Recurring,,Saturday,True,07:00,19:00,AM
EMP-00144,Recurring,,Sunday,True,07:00,15:00,AM
