employee_id,skill_id,proficiency_level,certified_date,expiry_date,expired_flag
EMP-00091,SK-09,3,2022-09-13,2024-09-12,True
EMP-00091,SK-01,1,2024-02-24,2027-02-23,False
EMP-00092,SK-02,1,2022-01-12,2024-01-12,True
EMP-00092,SK-03,2,2024-06-19,,False
EMP-00092,SK-11,1,2025-04-07,2028-04-06,False
EMP-00092,SK-09,2,2024-03-19,2025-03-19,True
EMP-00092,SK-01,2,2023-11-12,,False
EMP-00092,SK-13,1,2024-10-11,2025-10-11,True
EMP-00093,SK-02,1,2023-01-27,,False
EMP-00093,SK-05,3,2022-06-11,2024-06-10,True
EMP-00093,SK-11,1,2022-01-30,2024-01-30,True
EMP-00093,SK-01,3,2024-02-24,2026-02-23,True
EMP-00093,SK-12,3,2021-12-20,2024-12-19,True
EMP-00094,SK-02,1,2023-09-10,2024-09-09,True
EMP-00094,SK-05,2,2025-01-03,2027-01-03,False
EMP-00094,SK-08,3,2022-07-01,2023-07-01,True
EMP-00094,SK-11,2,2023-01-09,2024-01-09,True
EMP-00094,SK-09,3,2024-05-28,,False
EMP-00094,SK-01,2,2022-06-10,2025-06-09,True
EMP-00095,SK-02,2,2024-06-01,2025-06-01,True
EMP-00095,SK-10,3,2022-04-13,2025-04-12,True
EMP-00095,SK-01,2,2022-01-29,,False
EMP-00095,SK-04,3,2022-03-21,,False
EMP-00096,SK-02,2,2022-11-03,2025-11-02,True
EMP-00096,SK-03,1,2024-04-02,2025-04-02,True
EMP-00096,SK-14,3,2023-01-04,2024-01-04,True
EMP-00096,SK-08,2,2025-03-30,2028-03-29,False
EMP-00096,SK-01,2,2022-05-21,,False
EMP-00096,SK-13,2,2023-02-28,2026-02-27,True
EMP-00097,SK-06,2,2024-08-10,,False
EMP-00097,SK-07,3,2024-10-20,2027-10-20,False
EMP-00097,SK-02,3,2022-05-31,,False
EMP-00097,SK-01,3,2023-05-15,2025-05-14,True
EMP-00097,SK-04,3,2024-07-19,2026-07-19,True
EMP-00098,SK-12,2,2021-10-11,2022-10-11,True
EMP-00098,SK-02,2,2024-08-31,,False
EMP-00098,SK-11,2,2022-09-22,2023-09-22,True
EMP-00098,SK-09,1,2022-02-02,,False
EMP-00098,SK-01,2,2024-01-21,2026-01-20,True
EMP-00098,SK-04,3,2023-07-07,2024-07-06,True
EMP-00099,SK-02,1,2024-01-22,2027-01-21,False
EMP-00099,SK-10,2,2024-11-10,2026-11-10,False
EMP-00099,SK-11,3,2022-06-28,2024-06-27,True
EMP-00099,SK-01,3,2023-03-31,2024-03-30,True
EMP-00099,SK-04,2,2023-05-15,2025-05-14,True
EMP-00100,SK-07,1,2023-08-31,2025-08-30,True
EMP-00100,SK-02,2,2023-05-06,2024-05-05,True
EMP-00100,SK-08,3,2025-02-04,2027-02-04,False
EMP-00100,SK-01,3,2022-06-12,2025-06-11,True
EMP-00100,SK-13,2,2025-04-22,2027-04-22,False
EMP-00101,SK-06,1,2022-09-29,2024-09-28,True
EMP-00101,SK-02,1,2022-09-25,2025-09-24,True
EMP-00101,SK-10,2,2024-08-02,2026-08-02,False
EMP-00101,SK-14,2,2024-12-04,,False
EMP-00101,SK-01,3,2024-02-08,2025-02-07,True
EMP-00101,SK-04,2,2024-08-30,,False
EMP-00102,SK-02,3,2022-03-30,,False
EMP-00102,SK-10,1,2022-12-30,2025-12-29,True
EMP-00102,SK-08,3,2024-01-30,2027-01-29,False
EMP-00102,SK-11,1,2023-06-06,2026-06-05,True
EMP-00102,SK-01,3,2023-10-10,2026-10-09,False
EMP-00102,SK-13,2,2024-05-16,2025-05-16,True
EMP-00103,SK-07,1,2024-08-13,2026-08-13,False
EMP-00103,SK-02,1,2022-05-30,2023-05-30,True
EMP-00103,SK-12,1,2022-04-13,,False
EMP-00103,SK-09,2,2024-04-16,2027-04-16,False
EMP-00103,SK-01,1,2021-10-14,2023-10-14,True
EMP-00104,SK-07,2,2023-01-07,2025-01-06,True
EMP-00104,SK-02,3,2024-12-01,2026-12-01,False
EMP-00104,SK-14,1,2022-05-08,,False
EMP-00104,SK-12,2,2025-01-14,2026-01-14,True
EMP-00104,SK-01,3,2023-08-03,,False
EMP-00104,SK-13,1,2025-07-19,2028-07-18,False
EMP-00105,SK-07,3,2023-04-20,2025-04-19,True
EMP-00105,SK-02,2,2024-11-12,2025-11-12,True
EMP-00105,SK-05,1,2024-07-30,2027-07-30,False
EMP-00105,SK-01,1,2023-05-15,,False
EMP-00106,SK-07,2,2022-04-13,2024-04-12,True
EMP-00106,SK-02,1,2022-07-30,2023-07-30,True
EMP-00106,SK-03,3,2022-08-11,2023-08-11,True
EMP-00106,SK-11,1,2023-09-01,,False
EMP-00106,SK-01,1,2021-12-16,2022-12-16,True
EMP-00107,SK-06,3,2022-04-01,2025-03-31,True
EMP-00107,SK-02,2,2023-07-23,2026-07-22,True
EMP-00107,SK-10,2,2023-07-24,2025-07-23,True
EMP-00107,SK-08,2,2022-09-12,,False
EMP-00107,SK-01,1,2025-03-05,2028-03-04,False
EMP-00107,SK-13,2,2025-06-15,2026-06-15,True
EMP-00108,SK-06,3,2024-12-10,2026-12-10,False
EMP-00108,SK-02,1,2024-09-21,,False
EMP-00108,SK-05,3,2025-05-16,2026-05-16,True
EMP-00108,SK-09,2,2023-04-07,2025-04-06,True
EMP-00108,SK-01,2,2023-02-02,2026-02-01,True
EMP-00109,SK-07,1,2022-07-24,2023-07-24,True
EMP-00109,SK-02,2,2023-02-17,2024-02-17,True
EMP-00109,SK-01,3,2024-05-12,2025-05-12,True
EMP-00109,SK-04,3,2022-12-04,2023-12-04,True
EMP-00110,SK-06,1,2023-10-23,2026-10-22,False
EMP-00110,SK-07,3,2021-10-18,,False
EMP-00110,SK-02,2,2025-03-31,2028-03-30,False
EMP-00110,SK-14,2,2023-03-04,,False
EMP-00110,SK-12,3,2023-07-11,2026-07-10,True
EMP-00110,SK-01,3,2022-08-17,2024-08-16,True
EMP-00110,SK-13,2,2025-07-09,2027-07-09,False
EMP-00111,SK-06,1,2024-08-16,2027-08-16,False
EMP-00111,SK-02,3,2023-05-20,2026-05-19,True
EMP-00111,SK-08,1,2024-11-09,,False
EMP-00111,SK-09,1,2025-06-22,2026-06-22,True
EMP-00111,SK-01,3,2022-03-27,2023-03-27,True
EMP-00112,SK-06,1,2022-08-22,2025-08-21,True
EMP-00112,SK-07,3,2023-11-26,2024-11-25,True
EMP-00112,SK-02,3,2022-09-10,2024-09-09,True
EMP-00112,SK-01,1,2022-12-21,2025-12-20,True
EMP-00112,SK-13,3,2022-03-19,,False
EMP-00113,SK-07,1,2022-10-03,2023-10-03,True
EMP-00113,SK-02,2,2022-04-13,2024-04-12,True
EMP-00113,SK-10,3,2023-10-18,2024-10-17,True
EMP-00113,SK-09,2,2022-09-02,2025-09-01,True
EMP-00113,SK-01,2,2023-02-09,,False
EMP-00113,SK-04,2,2023-09-04,2025-09-03,True
EMP-00114,SK-07,1,2023-11-21,,False
EMP-00114,SK-02,2,2022-09-02,2023-09-02,True
EMP-00114,SK-03,1,2023-04-27,,False
EMP-00114,SK-12,1,2023-04-28,2024-04-27,True
EMP-00114,SK-01,2,2022-08-21,2025-08-20,True
EMP-00115,SK-06,1,2023-07-08,,False
EMP-00115,SK-02,2,2021-12-25,2023-12-25,True
EMP-00115,SK-05,1,2021-11-30,2023-11-30,True
EMP-00115,SK-14,2,2022-09-17,2023-09-17,True
EMP-00115,SK-01,3,2021-10-29,2023-10-29,True
EMP-00115,SK-04,1,2023-07-23,2024-07-22,True
EMP-00116,SK-06,1,2023-01-29,2026-01-28,True
EMP-00116,SK-02,1,2022-01-06,2023-01-06,True
EMP-00116,SK-05,3,2022-09-14,2025-09-13,True
EMP-00116,SK-12,1,2023-10-25,2024-10-24,True
EMP-00116,SK-01,3,2023-11-28,2024-11-27,True
EMP-00117,SK-02,2,2024-01-12,2026-01-11,True
EMP-00117,SK-03,1,2023-07-07,2024-07-06,True
EMP-00117,SK-11,1,2024-12-10,2025-12-10,True
EMP-00117,SK-01,1,2024-05-11,2027-05-11,False
EMP-00118,SK-06,3,2025-06-19,2027-06-19,False
EMP-00118,SK-02,3,2024-01-16,2025-01-15,True
EMP-00118,SK-05,1,2025-01-27,2026-01-27,True
EMP-00118,SK-08,2,2022-03-12,,False
EMP-00118,SK-01,2,2023-03-17,2026-03-16,True
EMP-00119,SK-06,2,2022-04-02,2025-04-01,True
EMP-00119,SK-02,2,2023-12-17,2024-12-16,True
EMP-00119,SK-11,1,2023-11-22,,False
EMP-00119,SK-09,3,2024-12-27,2026-12-27,False
EMP-00119,SK-01,3,2023-09-21,2025-09-20,True
EMP-00120,SK-02,3,2023-05-25,2026-05-24,True
EMP-00120,SK-08,2,2022-03-28,2023-03-28,True
EMP-00120,SK-12,3,2023-07-12,2024-07-11,True
EMP-00120,SK-01,1,2025-02-08,2027-02-08,False
EMP-00120,SK-04,1,2024-12-19,,False
EMP-00121,SK-11,2,2022-08-06,,False
EMP-00121,SK-02,1,2025-07-12,,False
EMP-00121,SK-12,2,2025-02-05,2028-02-05,False
EMP-00121,SK-01,2,2025-04-30,2026-04-30,True
EMP-00122,SK-06,2,2024-04-03,2027-04-03,False
EMP-00122,SK-02,1,2023-04-18,2026-04-17,True
EMP-00122,SK-14,3,2022-01-30,2025-01-29,True
EMP-00122,SK-09,3,2022-03-15,,False
EMP-00122,SK-01,3,2022-07-24,2024-07-23,True
EMP-00123,SK-02,3,2025-07-07,2026-07-07,True
EMP-00123,SK-09,1,2022-05-21,2023-05-21,True
EMP-00123,SK-01,1,2022-06-16,,False
EMP-00123,SK-13,3,2023-01-12,2025-01-11,True
EMP-00124,SK-02,1,2022-03-24,,False
EMP-00124,SK-08,1,2025-03-14,,False
EMP-00124,SK-12,3,2024-12-29,2026-12-29,False
EMP-00124,SK-01,1,2022-07-13,2025-07-12,True
EMP-00124,SK-04,1,2024-04-11,2027-04-11,False
EMP-00125,SK-02,3,2023-01-23,,False
EMP-00125,SK-10,2,2025-03-04,2028-03-03,False
EMP-00125,SK-01,3,2025-02-15,2027-02-15,False
EMP-00125,SK-13,1,2023-06-29,2025-06-28,True
EMP-00125,SK-04,1,2022-05-15,2024-05-14,True
EMP-00126,SK-07,3,2025-01-25,2027-01-25,False
EMP-00126,SK-02,2,2021-12-31,2024-12-30,True
EMP-00126,SK-03,2,2022-06-09,2023-06-09,True
EMP-00126,SK-11,1,2022-12-20,2025-12-19,True
EMP-00126,SK-01,3,2022-10-31,2025-10-30,True
EMP-00126,SK-04,3,2024-11-22,2027-11-22,False
EMP-00127,SK-02,1,2025-04-21,2028-04-20,False
EMP-00127,SK-11,3,2023-08-31,2024-08-30,True
EMP-00127,SK-09,1,2023-06-21,,False
EMP-00127,SK-01,2,2024-10-09,2027-10-09,False
EMP-00128,SK-02,2,2023-10-04,,False
EMP-00128,SK-10,3,2025-01-19,2026-01-19,True
EMP-00128,SK-05,1,2021-10-30,,False
EMP-00128,SK-11,2,2023-03-15,,False
EMP-00128,SK-01,1,2023-04-19,2025-04-18,True
EMP-00128,SK-13,1,2024-06-27,2027-06-27,False
EMP-00129,SK-02,1,2025-02-19,2027-02-19,False
EMP-00129,SK-05,1,2022-09-03,,False
EMP-00129,SK-10,3,2024-06-10,2026-06-10,True
EMP-00129,SK-11,2,2023-09-12,,False
EMP-00129,SK-01,1,2022-11-25,2025-11-24,True
EMP-00130,SK-02,2,2024-01-16,2026-01-15,True
EMP-00130,SK-08,2,2022-09-25,2025-09-24,True
EMP-00130,SK-12,1,2025-02-16,2028-02-16,False
EMP-00130,SK-09,1,2024-05-12,2026-05-12,True
EMP-00130,SK-01,3,2024-01-28,2026-01-27,True
EMP-00130,SK-04,2,2022-04-15,2023-04-15,True
EMP-00131,SK-06,1,2024-02-07,2025-02-06,True
EMP-00131,SK-02,3,2021-10-22,2022-10-22,True
EMP-00131,SK-05,3,2022-10-29,2025-10-28,True
EMP-00131,SK-14,1,2025-07-16,2027-07-16,False
EMP-00131,SK-11,3,2023-05-13,2026-05-12,True
EMP-00131,SK-01,3,2024-02-11,2025-02-10,True
EMP-00132,SK-06,3,2024-05-11,2027-05-11,False
EMP-00132,SK-02,1,2022-01-23,,False
EMP-00132,SK-05,2,2024-10-08,,False
EMP-00132,SK-08,2,2025-03-09,,False
EMP-00132,SK-11,2,2025-06-17,,False
EMP-00132,SK-01,2,2023-03-21,,False
EMP-00132,SK-13,1,2023-10-20,2026-10-19,False
EMP-00133,SK-02,2,2023-04-14,,False
EMP-00133,SK-03,1,2025-01-11,2026-01-11,True
EMP-00133,SK-08,2,2022-03-13,2024-03-12,True
EMP-00133,SK-11,3,2025-04-15,2027-04-15,False
EMP-00133,SK-01,1,2023-12-31,2026-12-30,False
EMP-00134,SK-07,1,2023-07-15,,False
EMP-00134,SK-02,3,2022-06-15,2025-06-14,True
EMP-00134,SK-09,1,2025-03-10,,False
EMP-00134,SK-01,2,2022-02-08,2025-02-07,True
EMP-00135,SK-02,1,2024-08-25,2025-08-25,True
EMP-00135,SK-08,2,2025-02-14,2026-02-14,True
EMP-00135,SK-09,3,2024-05-28,,False
EMP-00135,SK-01,1,2022-08-30,2025-08-29,True
EMP-00136,SK-06,1,2024-11-29,,False
EMP-00136,SK-02,3,2022-04-28,2024-04-27,True
EMP-00136,SK-03,3,2025-01-24,2027-01-24,False
EMP-00136,SK-10,1,2025-05-18,2027-05-18,False
EMP-00136,SK-08,2,2024-05-02,2026-05-02,True
EMP-00136,SK-12,1,2024-07-29,2025-07-29,True
EMP-00136,SK-01,1,2021-12-26,,False
EMP-00137,SK-02,3,2023-02-13,2024-02-13,True
EMP-00137,SK-10,3,2023-05-09,2025-05-08,True
EMP-00137,SK-01,1,2023-02-05,2025-02-04,True
EMP-00137,SK-13,1,2025-06-20,,False
EMP-00138,SK-06,2,2023-01-22,2024-01-22,True
EMP-00138,SK-02,1,2023-10-01,2026-09-30,False
EMP-00138,SK-09,3,2024-12-13,,False
EMP-00138,SK-01,3,2022-06-21,2024-06-20,True
EMP-00138,SK-04,1,2024-07-08,2027-07-08,False
EMP-00139,SK-07,1,2024-07-05,2027-07-05,False
EMP-00139,SK-12,3,2025-01-24,2028-01-24,False
EMP-00139,SK-02,1,2022-10-08,,False
EMP-00139,SK-11,3,2023-12-07,2024-12-06,True
EMP-00139,SK-09,3,2023-07-03,2024-07-02,True
EMP-00139,SK-01,3,2025-05-24,2027-05-24,False
EMP-00139,SK-04,2,2023-08-19,,False
EMP-00140,SK-06,3,2024-11-24,2026-11-24,False
EMP-00140,SK-02,1,2025-04-16,2026-04-16,True
EMP-00140,SK-14,2,2022-05-30,2024-05-29,True
EMP-00140,SK-11,1,2025-06-05,2028-06-04,False
EMP-00140,SK-01,3,2022-11-06,2023-11-06,True
EMP-00140,SK-12,2,2024-06-06,2025-06-06,True
EMP-00141,SK-02,1,2025-01-31,2027-01-31,False
EMP-00141,SK-05,1,2023-09-20,2025-09-19,True
EMP-00141,SK-08,1,2025-04-16,,False
EMP-00141,SK-01,2,2022-07-31,,False
EMP-00142,SK-02,3,2025-01-05,2026-01-05,True
EMP-00142,SK-10,1,2025-04-06,2028-04-05,False
EMP-00142,SK-01,1,2022-12-06,2023-12-06,True
EMP-00142,SK-13,2,2025-04-21,2026-04-21,True
EMP-00143,SK-02,3,2022-12-31,2023-12-31,True
EMP-00143,SK-05,2,2023-06-06,,False
EMP-00143,SK-10,1,2022-12-23,2024-12-22,True
EMP-00143,SK-08,3,2025-01-26,,False
EMP-00143,SK-01,1,2024-03-03,2027-03-03,False
EMP-00144,SK-07,3,2022-06-15,2024-06-14,True
EMP-00144,SK-02,1,2024-11-23,2025-11-23,True
EMP-00144,SK-14,3,2021-10-14,2022-10-14,True
EMP-00144,SK-09,3,2022-10-16,2023-10-16,True
EMP-00144,SK-01,2,2025-01-03,2026-01-03,True
EMP-00145,SK-02,3,2023-06-14,2025-06-13,True
EMP-00145,SK-03,3,2024-09-25,2027-09-25,False
EMP-00145,SK-09,2,2024-01-30,2026-01-29,True
EMP-00145,SK-01,2,2023-05-10,2024-05-09,True
EMP-00145,SK-04,3,2024-12-20,2027-12-20,False
EMP-00146,SK-02,3,2023-07-24,,False
EMP-00146,SK-14,1,2023-12-21,2024-12-20,True
EMP-00146,SK-12,1,2024-09-01,2025-09-01,True
EMP-00146,SK-09,1,2025-02-20,,False
EMP-00146,SK-01,1,2023-03-04,2025-03-03,True
EMP-00146,SK-04,3,2022-11-21,,False
EMP-00147,SK-06,1,2022-06-12,2024-06-11,True
EMP-00147,SK-02,1,2024-04-19,,False
EMP-00147,SK-08,1,2023-07-04,,False
EMP-00147,SK-11,3,2022-08-31,2024-08-30,True
EMP-00147,SK-01,3,2024-11-03,2025-11-03,True
EMP-00147,SK-12,3,2022-06-26,,False
EMP-00148,SK-02,1,2024-08-26,2025-08-26,True
EMP-00148,SK-05,1,2023-08-02,2025-08-01,True
EMP-00148,SK-03,1,2023-08-08,2024-08-07,True
EMP-00148,SK-09,3,2025-01-19,2027-01-19,False
EMP-00148,SK-01,1,2024-08-21,2026-08-21,False
EMP-00148,SK-04,1,2024-03-16,2027-03-16,False
EMP-00149,SK-02,3,2025-01-20,2026-01-20,True
EMP-00149,SK-10,2,2023-06-10,2025-06-09,True
EMP-00149,SK-14,2,2024-06-26,,False
EMP-00149,SK-08,2,2022-03-18,2024-03-17,True
EMP-00149,SK-12,2,2025-02-03,,False
EMP-00149,SK-01,1,2023-06-15,2025-06-14,True
EMP-00150,SK-02,1,2024-07-07,2027-07-07,False
EMP-00150,SK-05,1,2025-05-24,2026-05-24,True
EMP-00150,SK-08,1,2024-12-14,2027-12-14,False
EMP-00150,SK-12,2,2025-04-14,2026-04-14,True
EMP-00150,SK-01,1,2022-05-12,2024-05-11,True
EMP-00150,SK-04,1,2024-09-08,2026-09-08,False
