request_id,client_id,service_type_id,location_id,requested_date,requested_by,urgency,complexity_score,requested_channel,status
REQ-001599,CLT-00313,SVC-09,LOC-09,2025-10-24,Client,Priority,95.8,Referral,Cancelled
REQ-001600,CLT-00464,SVC-02,LOC-10,2025-10-24,Client,Routine,27.0,Phone,Cancelled
REQ-001601,CLT-00490,SVC-02,LOC-08,2025-10-24,Client,Priority,9.0,Portal,Cancelled
REQ-001602,CLT-00096,SVC-01,LOC-07,2025-10-24,Case Manager,Routine,65.3,Phone,Completed
REQ-001603,CLT-00034,SVC-03,LOC-10,2025-10-24,Client,Priority,42.7,Phone,Cancelled
REQ-001604,CLT-00028,SVC-05,LOC-06,2025-10-24,Case Manager,Routine,23.9,Referral,Completed
REQ-001605,CLT-00046,SVC-05,LOC-06,2025-10-24,Client,Priority,44.3,Referral,Completed
REQ-001606,CLT-00287,SVC-08,LOC-05,2025-10-24,Client,Emergency,79.9,Phone,Completed
REQ-001607,CLT-00147,SVC-07,LOC-02,2025-10-24,Family Member,Routine,34.9,Case Manager,Backlog
REQ-001608,CLT-00274,SVC-09,LOC-04,2025-10-24,Case Manager,Routine,66.1,Phone,Completed
REQ-001609,CLT-00102,SVC-02,LOC-07,2025-10-24,Case Manager,Routine,13.9,Portal,Cancelled
REQ-001610,CLT-00316,SVC-05,LOC-06,2025-10-24,Client,Routine,23.6,Phone,Backlog
REQ-001611,CLT-00334,SVC-02,LOC-06,2025-10-24,Family Member,Routine,16.7,Case Manager,Scheduled
REQ-001612,CLT-00239,SVC-08,LOC-10,2025-10-24,Family Member,Priority,42.6,Referral,Cancelled
REQ-001613,CLT-00276,SVC-05,LOC-01,2025-10-24,GP / Clinician,Urgent,59.2,Portal,Completed
REQ-001614,CLT-00125,SVC-02,LOC-06,2025-10-24,Family Member,Priority,14.3,Referral,Scheduled
REQ-001615,CLT-00355,SVC-07,LOC-09,2025-10-24,Client,Priority,37.8,Phone,Completed
REQ-001616,CLT-00200,SVC-07,LOC-10,2025-10-24,Case Manager,Urgent,86.0,Phone,Completed
REQ-001617,CLT-00256,SVC-01,LOC-04,2025-10-24,Client,Priority,13.8,Referral,Completed
REQ-001618,CLT-00215,SVC-06,LOC-10,2025-10-25,Case Manager,Routine,26.9,Phone,Scheduled
REQ-001619,CLT-00286,SVC-02,LOC-07,2025-10-25,Case Manager,Urgent,30.1,Referral,Completed
REQ-001620,CLT-00383,SVC-05,LOC-09,2025-10-25,Family Member,Routine,42.6,Portal,Completed
REQ-001621,CLT-00364,SVC-03,LOC-01,2025-10-25,Case Manager,Priority,24.2,Case Manager,Completed
REQ-001622,CLT-00169,SVC-05,LOC-05,2025-10-25,Client,Priority,73.6,Portal,Completed
REQ-001623,CLT-00192,SVC-02,LOC-08,2025-10-25,Case Manager,Urgent,43.3,Referral,Completed
REQ-001624,CLT-00189,SVC-02,LOC-08,2025-10-25,Client,Emergency,67.4,Phone,Completed
REQ-001625,CLT-00005,SVC-06,LOC-07,2025-10-25,Family Member,Routine,37.3,Referral,Cancelled
REQ-001626,CLT-00509,SVC-01,LOC-02,2025-10-25,Family Member,Routine,7.6,Phone,Completed
REQ-001627,CLT-00469,SVC-01,LOC-05,2025-10-25,GP / Clinician,Emergency,60.2,Referral,Completed
REQ-001628,CLT-00450,SVC-01,LOC-08,2025-10-25,Family Member,Urgent,81.3,Phone,Completed
REQ-001629,CLT-00485,SVC-01,LOC-09,2025-10-25,GP / Clinician,Routine,49.5,Portal,Completed
REQ-001630,CLT-00412,SVC-03,LOC-07,2025-10-25,Family Member,Priority,58.0,Portal,Completed
REQ-001631,CLT-00284,SVC-05,LOC-08,2025-10-26,Family Member,Routine,23.8,Case Manager,Cancelled
REQ-001632,CLT-00058,SVC-04,LOC-07,2025-10-26,Client,Routine,5.4,Phone,Backlog
REQ-001633,CLT-00232,SVC-06,LOC-02,2025-10-26,Client,Priority,35.1,Case Manager,Cancelled
REQ-001634,CLT-00332,SVC-04,LOC-06,2025-10-26,GP / Clinician,Emergency,77.7,Phone,Cancelled
REQ-001635,CLT-00493,SVC-05,LOC-05,2025-10-26,Family Member,Urgent,33.7,Phone,Completed
REQ-001636,CLT-00308,SVC-07,LOC-03,2025-10-26,Client,Routine,3.7,Phone,Cancelled
REQ-001637,CLT-00244,SVC-03,LOC-01,2025-10-26,Family Member,Routine,42.2,Phone,Cancelled
REQ-001638,CLT-00355,SVC-01,LOC-09,2025-10-27,Client,Priority,36.5,Phone,Cancelled
REQ-001639,CLT-00057,SVC-05,LOC-04,2025-10-27,Family Member,Emergency,55.8,Portal,Scheduled
REQ-001640,CLT-00225,SVC-04,LOC-04,2025-10-27,Family Member,Priority,33.2,Portal,Completed
REQ-001641,CLT-00224,SVC-08,LOC-01,2025-10-27,Family Member,Routine,37.9,Portal,Cancelled
REQ-001642,CLT-00485,SVC-01,LOC-09,2025-10-27,Family Member,Urgent,37.6,Referral,Backlog
REQ-001643,CLT-00066,SVC-02,LOC-10,2025-10-27,Family Member,Routine,37.2,Case Manager,Cancelled
REQ-001644,CLT-00152,SVC-04,LOC-09,2025-10-27,Case Manager,Priority,63.1,Portal,Completed
REQ-001645,CLT-00235,SVC-01,LOC-08,2025-10-27,GP / Clinician,Routine,41.7,Referral,Completed
REQ-001646,CLT-00356,SVC-02,LOC-10,2025-10-27,Client,Routine,20.9,Case Manager,Completed
REQ-001647,CLT-00347,SVC-01,LOC-05,2025-10-27,Client,Routine,8.7,Portal,Cancelled
REQ-001648,CLT-00150,SVC-09,LOC-04,2025-10-27,Case Manager,Urgent,81.9,Referral,Completed
REQ-001649,CLT-00147,SVC-06,LOC-02,2025-10-27,Client,Priority,46.1,Phone,Scheduled
REQ-001650,CLT-00034,SVC-09,LOC-10,2025-10-27,Family Member,Priority,20.3,Portal,Cancelled
REQ-001651,CLT-00509,SVC-01,LOC-02,2025-10-27,Client,Routine,20.9,Portal,Completed
REQ-001652,CLT-00406,SVC-02,LOC-01,2025-10-27,Case Manager,Urgent,42.5,Case Manager,Backlog
REQ-001653,CLT-00239,SVC-01,LOC-10,2025-10-28,Client,Emergency,46.2,Portal,Completed
REQ-001654,CLT-00198,SVC-08,LOC-02,2025-10-28,Client,Routine,12.9,Phone,Completed
REQ-001655,CLT-00452,SVC-01,LOC-03,2025-10-28,Case Manager,Routine,12.6,Portal,Completed
REQ-001656,CLT-00308,SVC-04,LOC-03,2025-10-28,Client,Urgent,7.4,Phone,Completed
REQ-001657,CLT-00332,SVC-05,LOC-06,2025-10-28,Case Manager,Priority,89.3,Case Manager,Completed
REQ-001658,CLT-00449,SVC-08,LOC-08,2025-10-28,Client,Urgent,20.4,Portal,Completed
REQ-001659,CLT-00313,SVC-05,LOC-09,2025-10-28,GP / Clinician,Routine,78.7,Referral,Completed
REQ-001660,CLT-00342,SVC-03,LOC-10,2025-10-28,Case Manager,Priority,70.2,Referral,Cancelled
REQ-001661,CLT-00239,SVC-06,LOC-10,2025-10-28,Client,Emergency,31.9,Phone,Completed
REQ-001662,CLT-00041,SVC-02,LOC-07,2025-10-28,Case Manager,Routine,53.0,Referral,Completed
REQ-001663,CLT-00049,SVC-09,LOC-06,2025-10-28,Case Manager,Priority,55.1,Phone,Completed
REQ-001664,CLT-00217,SVC-07,LOC-06,2025-10-28,Family Member,Routine,24.4,Portal,Cancelled
REQ-001665,CLT-00268,SVC-02,LOC-04,2025-10-28,GP / Clinician,Routine,12.6,Phone,Cancelled
REQ-001666,CLT-00231,SVC-01,LOC-09,2025-10-28,Client,Emergency,38.9,Phone,Completed
REQ-001667,CLT-00013,SVC-04,LOC-05,2025-10-28,Client,Emergency,37.3,Portal,Completed
REQ-001668,CLT-00362,SVC-02,LOC-03,2025-10-28,Family Member,Urgent,44.0,Phone,Completed
REQ-001669,CLT-00211,SVC-08,LOC-08,2025-10-28,Case Manager,Routine,23.3,Phone,Cancelled
REQ-001670,CLT-00046,SVC-07,LOC-06,2025-10-28,Client,Routine,48.9,Referral,Completed
REQ-001671,CLT-00203,SVC-07,LOC-01,2025-10-28,Case Manager,Urgent,38.2,Case Manager,Completed
REQ-001672,CLT-00041,SVC-06,LOC-07,2025-10-28,Case Manager,Priority,56.4,Referral,Completed
REQ-001673,CLT-00091,SVC-04,LOC-04,2025-10-28,Client,Routine,6.7,Phone,Backlog
REQ-001674,CLT-00299,SVC-09,LOC-08,2025-10-28,Family Member,Routine,17.2,Portal,Completed
REQ-001675,CLT-00120,SVC-01,LOC-03,2025-10-28,Case Manager,Routine,37.5,Phone,Backlog
REQ-001676,CLT-00463,SVC-02,LOC-06,2025-10-28,GP / Clinician,Routine,87.1,Case Manager,Completed
REQ-001677,CLT-00343,SVC-09,LOC-10,2025-10-28,GP / Clinician,Urgent,96.6,Phone,Completed
REQ-001678,CLT-00389,SVC-05,LOC-07,2025-10-28,Client,Priority,9.1,Phone,Completed
REQ-001679,CLT-00041,SVC-05,LOC-07,2025-10-28,Case Manager,Urgent,58.8,Phone,Completed
REQ-001680,CLT-00306,SVC-05,LOC-10,2025-10-28,Client,Routine,20.7,Referral,Completed
REQ-001681,CLT-00517,SVC-08,LOC-06,2025-10-28,Client,Routine,28.0,Phone,Completed
REQ-001682,CLT-00427,SVC-01,LOC-01,2025-10-28,Case Manager,Priority,46.1,Portal,Completed
REQ-001683,CLT-00251,SVC-03,LOC-07,2025-10-28,Family Member,Routine,55.4,Referral,Completed
REQ-001684,CLT-00465,SVC-06,LOC-03,2025-10-28,Family Member,Priority,35.9,Phone,Cancelled
REQ-001685,CLT-00516,SVC-07,LOC-09,2025-10-28,Family Member,Priority,37.6,Portal,Completed
REQ-001686,CLT-00149,SVC-01,LOC-10,2025-10-28,Client,Routine,15.1,Phone,Completed
REQ-001687,CLT-00481,SVC-01,LOC-04,2025-10-28,Client,Routine,66.2,Phone,Scheduled
REQ-001688,CLT-00167,SVC-09,LOC-06,2025-10-29,Client,Routine,35.7,Portal,Cancelled
REQ-001689,CLT-00357,SVC-03,LOC-08,2025-10-29,GP / Clinician,Urgent,29.0,Referral,Completed
REQ-001690,CLT-00120,SVC-07,LOC-03,2025-10-29,Family Member,Routine,43.7,Phone,Cancelled
REQ-001691,CLT-00438,SVC-03,LOC-03,2025-10-29,Client,Routine,7.8,Phone,Completed
REQ-001692,CLT-00251,SVC-07,LOC-07,2025-10-29,Case Manager,Priority,67.4,Portal,Completed
REQ-001693,CLT-00498,SVC-01,LOC-09,2025-10-29,Case Manager,Priority,62.9,Phone,Completed
REQ-001694,CLT-00322,SVC-02,LOC-07,2025-10-29,Family Member,Routine,10.5,Referral,Cancelled
REQ-001695,CLT-00360,SVC-01,LOC-08,2025-10-29,Family Member,Priority,40.9,Referral,Completed
REQ-001696,CLT-00126,SVC-02,LOC-05,2025-10-29,Client,Priority,14.0,Phone,Completed
REQ-001697,CLT-00318,SVC-01,LOC-01,2025-10-29,Client,Priority,30.9,Portal,Completed
REQ-001698,CLT-00215,SVC-03,LOC-10,2025-10-29,Client,Routine,13.0,Phone,Completed
REQ-001699,CLT-00212,SVC-07,LOC-01,2025-10-29,Client,Urgent,15.5,Portal,Backlog
REQ-001700,CLT-00413,SVC-09,LOC-02,2025-10-29,Client,Routine,12.2,Referral,Cancelled
REQ-001701,CLT-00419,SVC-06,LOC-02,2025-10-29,Case Manager,Emergency,78.2,Portal,Cancelled
REQ-001702,CLT-00305,SVC-01,LOC-08,2025-10-29,GP / Clinician,Routine,14.4,Case Manager,Backlog
REQ-001703,CLT-00370,SVC-02,LOC-09,2025-10-29,Client,Urgent,,Portal,Completed
REQ-001704,CLT-00497,SVC-07,LOC-03,2025-10-29,Client,Priority,46.1,Portal,Completed
REQ-001705,CLT-00346,SVC-05,LOC-05,2025-10-29,Client,Routine,25.8,Phone,Completed
REQ-001706,CLT-00059,SVC-09,LOC-01,2025-10-30,Client,Urgent,63.0,Portal,Completed
REQ-001707,CLT-00182,SVC-09,LOC-02,2025-10-30,Case Manager,Priority,40.3,Portal,Completed
REQ-001708,CLT-00253,SVC-05,LOC-05,2025-10-30,Family Member,Urgent,71.3,Portal,Completed
REQ-001709,CLT-00441,SVC-08,LOC-09,2025-10-30,Case Manager,Routine,72.1,Phone,Cancelled
REQ-001710,CLT-00060,SVC-08,LOC-08,2025-10-30,Family Member,Priority,16.7,Phone,Completed
REQ-001711,CLT-00194,SVC-06,LOC-09,2025-10-30,Case Manager,Urgent,73.0,Phone,Backlog
REQ-001712,CLT-00189,SVC-09,LOC-08,2025-10-30,Case Manager,Priority,64.6,Portal,Scheduled
REQ-001713,CLT-00170,SVC-02,LOC-02,2025-10-30,Client,Urgent,32.0,Portal,Backlog
REQ-001714,CLT-00481,SVC-02,LOC-04,2025-10-30,Case Manager,Routine,47.7,Case Manager,Cancelled
REQ-001715,CLT-00365,SVC-04,LOC-03,2025-10-30,Case Manager,Priority,69.1,Portal,Completed
REQ-001716,CLT-00069,SVC-06,LOC-10,2025-10-30,Case Manager,Emergency,39.8,Phone,Completed
REQ-001717,CLT-00001,SVC-01,LOC-04,2025-10-30,Case Manager,Priority,64.5,Phone,Completed
REQ-001718,CLT-00406,SVC-05,LOC-01,2025-10-30,Case Manager,Routine,32.5,Phone,Cancelled
REQ-001719,CLT-00146,SVC-03,LOC-03,2025-10-30,Client,Priority,36.1,Phone,Scheduled
REQ-001720,CLT-00402,SVC-02,LOC-10,2025-10-30,Client,Priority,18.5,Phone,Cancelled
REQ-001721,CLT-00268,SVC-02,LOC-04,2025-10-30,Client,Priority,27.0,Case Manager,Completed
REQ-001722,CLT-00187,SVC-04,LOC-06,2025-10-30,Client,Routine,10.8,Portal,Cancelled
REQ-001723,CLT-00400,SVC-01,LOC-10,2025-10-30,Case Manager,Routine,13.7,Phone,Completed
REQ-001724,CLT-00008,SVC-07,LOC-07,2025-10-30,Family Member,Routine,76.5,Phone,Cancelled
REQ-001725,CLT-00261,SVC-04,LOC-05,2025-10-30,Family Member,Routine,14.0,Phone,Backlog
REQ-001726,CLT-00060,SVC-05,LOC-08,2025-10-30,Client,Routine,22.5,Phone,Cancelled
REQ-001727,CLT-00080,SVC-09,LOC-01,2025-10-31,GP / Clinician,Urgent,92.8,Referral,Cancelled
REQ-001728,CLT-00298,SVC-03,LOC-06,2025-10-31,Client,Routine,34.9,Referral,Completed
REQ-001729,CLT-00402,SVC-03,LOC-10,2025-10-31,Client,Routine,11.9,Phone,Completed
REQ-001730,CLT-00016,SVC-02,LOC-05,2025-10-31,Family Member,Priority,32.5,Phone,Cancelled
REQ-001731,CLT-00422,SVC-02,LOC-01,2025-10-31,Client,Urgent,66.8,Phone,Completed
REQ-001732,CLT-00241,SVC-04,LOC-09,2025-10-31,GP / Clinician,Emergency,61.3,Referral,Completed
REQ-001733,CLT-00513,SVC-01,LOC-01,2025-10-31,Family Member,Urgent,34.1,Phone,Completed
REQ-001734,CLT-00268,SVC-06,LOC-04,2025-10-31,Client,Routine,1.5,Case Manager,Completed
REQ-001735,CLT-00315,SVC-03,LOC-06,2025-10-31,Case Manager,Urgent,24.5,Portal,Scheduled
REQ-001736,CLT-00059,SVC-01,LOC-01,2025-10-31,Family Member,Routine,66.2,Portal,Cancelled
REQ-001737,CLT-00020,SVC-09,LOC-09,2025-10-31,Client,Priority,16.1,Portal,Completed
REQ-001738,CLT-00005,SVC-02,LOC-07,2025-10-31,GP / Clinician,Urgent,35.3,Phone,Completed
REQ-001739,CLT-00053,SVC-03,LOC-01,2025-10-31,Client,Routine,38.9,Portal,Completed
REQ-001740,CLT-00111,SVC-07,LOC-05,2025-10-31,Client,Priority,19.3,Portal,Completed
REQ-001741,CLT-00094,SVC-08,LOC-06,2025-10-31,GP / Clinician,Routine,40.1,Phone,Completed
REQ-001742,CLT-00433,SVC-01,LOC-01,2025-10-31,Family Member,Priority,32.5,Phone,Completed
REQ-001743,CLT-00209,SVC-04,LOC-05,2025-10-31,Case Manager,Routine,33.4,Referral,Cancelled
REQ-001744,CLT-00403,SVC-06,LOC-08,2025-10-31,Case Manager,Urgent,69.4,Phone,Cancelled
REQ-001745,CLT-00278,SVC-03,LOC-05,2025-10-31,GP / Clinician,Priority,75.5,Referral,Completed
REQ-001746,CLT-00241,SVC-01,LOC-09,2025-10-31,Case Manager,Routine,63.4,Portal,Completed
REQ-001747,CLT-00220,SVC-01,LOC-09,2025-10-31,GP / Clinician,Urgent,87.7,Phone,Completed
REQ-001748,CLT-00485,SVC-01,LOC-09,2025-10-31,Client,Routine,34.6,Portal,Completed
REQ-001749,CLT-00238,SVC-07,LOC-04,2025-10-31,Client,Priority,3.0,Phone,Scheduled
REQ-001750,CLT-00381,SVC-01,LOC-03,2025-11-01,Family Member,Routine,72.9,Phone,Cancelled
REQ-001751,CLT-00273,SVC-03,LOC-08,2025-11-01,Client,Routine,15.9,Case Manager,Completed
REQ-001752,CLT-00244,SVC-05,LOC-01,2025-11-01,Client,Routine,41.3,Portal,Scheduled
REQ-001753,CLT-00454,SVC-04,LOC-04,2025-11-01,Case Manager,Routine,65.3,Phone,Completed
REQ-001754,CLT-00396,SVC-07,LOC-03,2025-11-01,Client,Routine,14.2,Phone,Completed
REQ-001755,CLT-00363,SVC-01,LOC-01,2025-11-01,Client,Routine,1.0,Portal,Cancelled
REQ-001756,CLT-00030,SVC-01,LOC-07,2025-11-01,Family Member,Routine,47.0,Referral,Completed
REQ-001757,CLT-00141,SVC-04,LOC-10,2025-11-02,Client,Urgent,44.2,Referral,Scheduled
REQ-001758,CLT-00432,SVC-06,LOC-06,2025-11-02,Client,Priority,38.2,Portal,Cancelled
REQ-001759,CLT-00244,SVC-01,LOC-01,2025-11-02,Family Member,Routine,,Portal,Cancelled
REQ-001760,CLT-00458,SVC-02,LOC-02,2025-11-02,Client,Priority,35.7,Phone,Scheduled
REQ-001761,CLT-00139,SVC-09,LOC-02,2025-11-02,Client,Priority,34.5,Referral,Completed
REQ-001762,CLT-00213,SVC-09,LOC-08,2025-11-02,Case Manager,Routine,35.4,Referral,Completed
REQ-001763,CLT-00368,SVC-07,LOC-06,2025-11-02,Family Member,Urgent,61.1,Portal,Completed
REQ-001764,CLT-00450,SVC-09,LOC-08,2025-11-02,Case Manager,Urgent,85.6,Referral,Completed
REQ-001765,CLT-00162,SVC-07,LOC-02,2025-11-02,Family Member,Routine,11.0,Portal,Completed
REQ-001766,CLT-00097,SVC-06,LOC-07,2025-11-02,GP / Clinician,Routine,38.3,Case Manager,Cancelled
REQ-001767,CLT-00035,SVC-04,LOC-10,2025-11-02,Family Member,Routine,14.7,Phone,Completed
REQ-001768,CLT-00458,SVC-05,LOC-02,2025-11-03,Family Member,Urgent,37.7,Portal,Completed
REQ-001769,CLT-00252,SVC-02,LOC-03,2025-11-03,Case Manager,Routine,90.9,Referral,Cancelled
REQ-001770,CLT-00482,SVC-01,LOC-06,2025-11-03,GP / Clinician,Routine,67.8,Referral,Completed
REQ-001771,CLT-00196,SVC-01,LOC-09,2025-11-03,Case Manager,Urgent,56.6,Referral,Cancelled
REQ-001772,CLT-00059,SVC-07,LOC-01,2025-11-03,Family Member,Priority,62.4,Phone,Completed
REQ-001773,CLT-00299,SVC-05,LOC-08,2025-11-03,Client,Priority,18.0,Portal,Cancelled
REQ-001774,CLT-00515,SVC-09,LOC-02,2025-11-03,Family Member,Routine,36.7,Case Manager,Completed
REQ-001775,CLT-00516,SVC-02,LOC-09,2025-11-03,Client,Routine,50.2,Phone,Completed
REQ-001776,CLT-00378,SVC-06,LOC-07,2025-11-03,Client,Priority,20.4,Phone,Cancelled
REQ-001777,CLT-00400,SVC-01,LOC-10,2025-11-03,Client,Routine,19.9,Phone,Completed
REQ-001778,CLT-00400,SVC-07,LOC-10,2025-11-03,Client,Routine,11.7,Portal,Cancelled
REQ-001779,CLT-00516,SVC-01,LOC-09,2025-11-03,Family Member,Routine,38.8,Case Manager,Cancelled
REQ-001780,CLT-00277,SVC-04,LOC-09,2025-11-03,Family Member,Urgent,13.6,Referral,Backlog
REQ-001781,CLT-00088,SVC-05,LOC-03,2025-11-03,Family Member,Routine,13.7,Portal,Backlog
REQ-001782,CLT-00263,SVC-09,LOC-06,2025-11-03,Client,Routine,19.9,Referral,Cancelled
REQ-001783,CLT-00378,SVC-01,LOC-07,2025-11-03,Case Manager,Priority,,Phone,Completed
REQ-001784,CLT-00168,SVC-07,LOC-02,2025-11-03,Client,Routine,28.9,Portal,Completed
REQ-001785,CLT-00141,SVC-01,LOC-10,2025-11-03,Family Member,Routine,27.9,Phone,Completed
REQ-001786,CLT-00436,SVC-01,LOC-06,2025-11-03,Family Member,Priority,,Referral,Completed
REQ-001787,CLT-00325,SVC-07,LOC-07,2025-11-03,Client,Priority,30.1,Phone,Completed
REQ-001788,CLT-00083,SVC-04,LOC-10,2025-11-03,Family Member,Urgent,28.3,Portal,Completed
REQ-001789,CLT-00129,SVC-01,LOC-05,2025-11-03,Case Manager,Routine,41.8,Phone,Cancelled
REQ-001790,CLT-00511,SVC-01,LOC-05,2025-11-03,Case Manager,Routine,33.8,Referral,Scheduled
REQ-001791,CLT-00478,SVC-03,LOC-08,2025-11-03,Case Manager,Routine,20.3,Phone,Completed
REQ-001792,CLT-00451,SVC-01,LOC-09,2025-11-03,Client,Priority,42.2,Case Manager,Completed
REQ-001793,CLT-00344,SVC-06,LOC-05,2025-11-03,Client,Routine,41.5,Portal,Completed
REQ-001794,CLT-00048,SVC-06,LOC-10,2025-11-03,Client,Priority,38.3,Case Manager,Completed
REQ-001795,CLT-00429,SVC-08,LOC-03,2025-11-03,Client,Priority,17.8,Phone,Completed
REQ-001796,CLT-00087,SVC-04,LOC-06,2025-11-04,Client,Routine,45.0,Portal,Cancelled
REQ-001797,CLT-00240,SVC-01,LOC-09,2025-11-04,Case Manager,Priority,54.1,Referral,Completed
REQ-001798,CLT-00409,SVC-09,LOC-03,2025-11-04,GP / Clinician,Urgent,86.3,Phone,Completed
REQ-001799,CLT-00316,SVC-06,LOC-06,2025-11-04,Client,Priority,17.9,Referral,Cancelled
REQ-001800,CLT-00292,SVC-09,LOC-08,2025-11-04,GP / Clinician,Routine,14.0,Referral,Completed
REQ-001801,CLT-00399,SVC-07,LOC-02,2025-11-04,Case Manager,Urgent,80.0,Case Manager,Completed
REQ-001802,CLT-00340,SVC-05,LOC-09,2025-11-04,Family Member,Routine,28.3,Phone,Completed
REQ-001803,CLT-00141,SVC-01,LOC-10,2025-11-04,Case Manager,Routine,37.9,Phone,Completed
REQ-001804,CLT-00174,SVC-01,LOC-06,2025-11-04,Client,Routine,36.5,Case Manager,Completed
REQ-001805,CLT-00318,SVC-04,LOC-01,2025-11-04,Case Manager,Routine,35.9,Case Manager,Completed
REQ-001806,CLT-00296,SVC-01,LOC-07,2025-11-04,Client,Routine,16.0,Phone,Cancelled
REQ-001807,CLT-00500,SVC-07,LOC-06,2025-11-04,Client,Routine,16.9,Portal,Completed
REQ-001808,CLT-00349,SVC-05,LOC-08,2025-11-04,Case Manager,Urgent,59.0,Case Manager,Completed
REQ-001809,CLT-00440,SVC-06,LOC-07,2025-11-04,Family Member,Routine,14.5,Phone,Cancelled
REQ-001810,CLT-00296,SVC-06,LOC-07,2025-11-04,Client,Routine,21.5,Portal,Completed
REQ-001811,CLT-00073,SVC-04,LOC-10,2025-11-04,Family Member,Routine,73.7,Portal,Completed
REQ-001812,CLT-00423,SVC-07,LOC-01,2025-11-04,Family Member,Priority,56.8,Phone,Cancelled
REQ-001813,CLT-00492,SVC-04,LOC-02,2025-11-04,Family Member,Routine,37.0,Portal,Backlog
REQ-001814,CLT-00015,SVC-08,LOC-05,2025-11-04,Client,Routine,42.3,Referral,Completed
REQ-001815,CLT-00140,SVC-07,LOC-02,2025-11-04,GP / Clinician,Urgent,89.3,Phone,Completed
REQ-001816,CLT-00187,SVC-01,LOC-06,2025-11-04,Client,Routine,3.0,Phone,Scheduled
REQ-001817,CLT-00242,SVC-01,LOC-04,2025-11-04,Family Member,Routine,36.0,Phone,Completed
REQ-001818,CLT-00236,SVC-01,LOC-04,2025-11-04,Case Manager,Routine,16.4,Case Manager,Cancelled
REQ-001819,CLT-00368,SVC-07,LOC-06,2025-11-04,Client,Priority,66.3,Phone,Completed
REQ-001820,CLT-00212,SVC-02,LOC-01,2025-11-05,Client,Routine,5.2,Portal,Cancelled
REQ-001821,CLT-00116,SVC-06,LOC-09,2025-11-05,Case Manager,Priority,88.0,Phone,Cancelled
REQ-001822,CLT-00461,SVC-04,LOC-07,2025-11-05,Client,Priority,23.6,Portal,Completed
REQ-001823,CLT-00253,SVC-04,LOC-05,2025-11-05,GP / Clinician,Routine,61.1,Phone,Completed
REQ-001824,CLT-00455,SVC-01,LOC-04,2025-11-05,Case Manager,Urgent,88.6,Referral,Completed
REQ-001825,CLT-00216,SVC-05,LOC-04,2025-11-05,Client,Routine,22.7,Phone,Cancelled
REQ-001826,CLT-00240,SVC-06,LOC-09,2025-11-05,Family Member,Routine,67.6,Phone,Backlog
REQ-001827,CLT-00022,SVC-01,LOC-06,2025-11-05,Case Manager,Routine,25.4,Referral,Completed
REQ-001828,CLT-00229,SVC-01,LOC-01,2025-11-05,Family Member,Urgent,92.9,Referral,Backlog
REQ-001829,CLT-00117,SVC-01,LOC-10,2025-11-05,Case Manager,Emergency,27.5,Referral,Backlog
REQ-001830,CLT-00253,SVC-04,LOC-05,2025-11-05,Family Member,Routine,67.6,Referral,Completed
REQ-001831,CLT-00138,SVC-06,LOC-04,2025-11-05,Client,Routine,4.1,Portal,Backlog
REQ-001832,CLT-00447,SVC-01,LOC-08,2025-11-05,Family Member,Priority,42.2,Portal,Cancelled
REQ-001833,CLT-00440,SVC-06,LOC-07,2025-11-05,Client,Priority,28.1,Referral,Completed
REQ-001834,CLT-00099,SVC-07,LOC-07,2025-11-05,Client,Routine,12.7,Referral,Cancelled
REQ-001835,CLT-00269,SVC-03,LOC-08,2025-11-05,Case Manager,Priority,64.9,Case Manager,Backlog
REQ-001836,CLT-00250,SVC-02,LOC-05,2025-11-06,Case Manager,Routine,43.3,Case Manager,Scheduled
REQ-001837,CLT-00496,SVC-05,LOC-01,2025-11-06,Case Manager,Urgent,36.4,Phone,Completed
REQ-001838,CLT-00355,SVC-05,LOC-09,2025-11-06,Client,Routine,48.6,Phone,Completed
REQ-001839,CLT-00310,SVC-06,LOC-04,2025-11-06,Family Member,Routine,10.9,Portal,Cancelled
REQ-001840,CLT-00494,SVC-04,LOC-03,2025-11-06,Family Member,Priority,35.3,Portal,Completed
REQ-001841,CLT-00423,SVC-08,LOC-01,2025-11-06,Case Manager,Routine,57.5,Case Manager,Completed
REQ-001842,CLT-00494,SVC-04,LOC-03,2025-11-06,Case Manager,Routine,36.6,Phone,Completed
REQ-001843,CLT-00063,SVC-01,LOC-01,2025-11-06,Case Manager,Urgent,86.5,Phone,Completed
REQ-001844,CLT-00488,SVC-09,LOC-02,2025-11-06,GP / Clinician,Priority,34.9,Phone,Completed
REQ-001845,CLT-00310,SVC-03,LOC-04,2025-11-06,Client,Routine,20.6,Portal,Backlog
REQ-001846,CLT-00216,SVC-03,LOC-04,2025-11-06,Client,Routine,10.5,Portal,Cancelled
REQ-001847,CLT-00380,SVC-07,LOC-06,2025-11-06,Family Member,Routine,66.5,Referral,Completed
REQ-001848,CLT-00404,SVC-05,LOC-06,2025-11-06,Case Manager,Routine,40.4,Case Manager,Backlog
REQ-001849,CLT-00121,SVC-07,LOC-02,2025-11-06,Client,Urgent,67.8,Phone,Completed
REQ-001850,CLT-00222,SVC-06,LOC-01,2025-11-06,Client,Priority,42.7,Phone,Completed
REQ-001851,CLT-90003,SVC-04,LOC-01,2025-11-06,Family Member,Priority,75.0,Referral,Completed
REQ-001852,CLT-00387,SVC-06,LOC-03,2025-11-06,Client,Routine,14.2,Referral,Cancelled
