outcome_id,appointment_id,client_satisfaction_score,outcome_quality_score,incident_flag,incident_severity,goal_achieved_flag,follow_up_required_flag
OUT-000980,APT-001569,3.9,82.7,False,,True,False
OUT-000981,APT-001571,4.1,80.4,False,,False,False
OUT-000982,APT-001572,4.7,91.5,False,,True,True
OUT-000983,APT-001573,4.7,93.7,False,,True,False
OUT-000984,APT-001575,3.9,74.0,False,,True,False
OUT-000985,APT-001576,3.5,88.9,False,,False,False
OUT-000986,APT-001577,3.5,96.3,False,,True,False
OUT-000987,APT-001578,5.0,92.3,False,,True,False
OUT-000988,APT-001581,4.4,85.3,False,,True,False
OUT-000989,APT-001582,4.4,90.3,False,,False,False
OUT-000990,APT-001583,5.0,63.4,False,,True,False
OUT-000991,APT-001584,5.0,75.1,False,,False,False
OUT-000992,APT-001585,3.6,71.3,False,,True,True
OUT-000993,APT-001586,3.0,82.4,False,,True,True
OUT-000994,APT-001588,4.7,79.4,False,,True,True
OUT-000995,APT-001591,4.0,65.4,False,,True,False
OUT-000996,APT-001592,4.5,99.2,False,,False,True
OUT-000997,APT-001593,3.6,72.2,False,,True,False
OUT-000998,APT-001597,4.4,83.1,True,Low,True,False
OUT-000999,APT-001599,4.7,98.4,False,,True,False
OUT-001000,APT-001603,5.0,91.8,False,,True,False
OUT-001001,APT-001604,4.3,90.5,False,,True,False
OUT-001002,APT-001606,,88.8,False,,True,True
OUT-001003,APT-001607,3.1,90.4,False,,True,True
OUT-001004,APT-001608,4.3,81.3,False,,True,True
OUT-001005,APT-001609,4.8,73.3,False,,True,False
OUT-001006,APT-001612,3.8,92.1,False,,True,False
OUT-001007,APT-001613,4.6,72.9,False,,True,False
OUT-001008,APT-001614,4.0,99.9,False,,True,False
OUT-001009,APT-001615,4.8,71.8,False,,True,False
OUT-001010,APT-001616,3.1,95.9,False,,True,False
OUT-001011,APT-001617,4.1,93.7,False,,True,False
OUT-001012,APT-001620,4.0,86.1,False,,True,False
OUT-001013,APT-001621,4.8,89.1,False,,True,True
OUT-001014,APT-001622,4.4,66.1,False,,True,True
OUT-001015,APT-001623,5.0,81.2,False,,True,False
OUT-001016,APT-001626,4.0,86.0,False,,True,False
OUT-001017,APT-001628,4.5,90.3,False,,True,False
OUT-001018,APT-001629,4.0,61.8,False,,False,False
OUT-001019,APT-001631,4.1,73.2,False,,True,True
OUT-001020,APT-001636,3.5,80.0,False,,True,False
OUT-001021,APT-001637,3.7,73.9,False,,True,False
OUT-001022,APT-001638,4.0,78.0,False,,True,True
OUT-001023,APT-001639,4.5,72.6,False,,True,False
OUT-001024,APT-001640,3.7,87.3,False,,True,False
OUT-001025,APT-001642,4.2,81.9,False,,False,True
OUT-001026,APT-001643,4.6,73.1,False,,True,False
OUT-001027,APT-001645,5.0,99.2,False,,True,False
OUT-001028,APT-001647,3.6,71.8,False,,True,False
OUT-001029,APT-001649,4.5,65.8,False,,False,False
OUT-001030,APT-001650,3.5,89.2,False,,True,False
OUT-001031,APT-001652,4.7,70.3,False,,False,False
OUT-001032,APT-001656,4.8,80.5,False,,True,False
OUT-001033,APT-001657,,85.3,False,,True,False
OUT-001034,APT-001658,4.1,66.9,False,,False,False
OUT-001035,APT-001659,5.0,72.2,False,,True,False
OUT-001036,APT-001660,4.1,92.3,False,,True,False
OUT-001037,APT-001661,,74.8,False,,True,False
OUT-001038,APT-001664,,76.6,False,,True,False
OUT-001039,APT-001665,3.8,99.2,False,,False,False
OUT-001040,APT-001666,4.4,87.4,False,,True,False
OUT-001041,APT-001667,4.0,91.5,False,,False,False
OUT-001042,APT-001668,,90.4,False,,True,False
OUT-001043,APT-001670,4.9,78.4,False,,True,False
OUT-001044,APT-001671,3.7,98.0,False,,True,True
OUT-001045,APT-001673,4.4,78.3,False,,True,True
OUT-001046,APT-001674,3.3,65.6,False,,False,False
OUT-001047,APT-001675,4.4,73.5,False,,True,False
OUT-001048,APT-001676,4.1,84.1,False,,True,False
OUT-001049,APT-001677,3.7,100.0,False,,True,False
OUT-001050,APT-001678,,81.8,False,,True,False
OUT-001051,APT-001680,3.8,90.7,False,,True,False
OUT-001052,APT-001681,5.0,93.5,False,,True,False
OUT-001053,APT-001683,2.8,83.7,False,,True,False
OUT-001054,APT-001684,4.4,100.0,False,,True,True
OUT-001055,APT-001686,3.2,94.5,False,,True,False
OUT-001056,APT-001687,5.0,86.0,False,,False,False
OUT-001057,APT-001689,3.5,98.9,False,,True,False
OUT-001058,APT-001691,4.3,85.5,False,,True,False
OUT-001059,APT-001694,5.0,72.8,False,,True,True
OUT-001060,APT-001695,5.0,79.9,False,,False,False
OUT-001061,APT-001696,3.4,84.1,False,,True,True
OUT-001062,APT-001698,3.7,66.9,False,,True,False
OUT-001063,APT-001699,4.2,79.2,False,,False,False
OUT-001064,APT-001701,5.0,83.3,False,,True,False
OUT-001065,APT-001704,4.6,100.0,False,,True,False
OUT-001066,APT-001705,3.5,88.2,False,,True,False
OUT-001067,APT-001707,3.9,87.1,False,,True,True
OUT-001068,APT-001708,3.7,72.5,False,,True,True
OUT-001069,APT-001709,3.9,84.1,False,,True,True
OUT-001070,APT-001710,4.7,72.3,False,,True,False
OUT-001071,APT-001711,3.9,96.0,False,,False,False
OUT-001072,APT-001713,3.9,96.4,False,,True,True
OUT-001073,APT-001714,2.4,84.0,False,,True,False
OUT-001074,APT-001715,3.9,85.2,False,,False,False
OUT-001075,APT-001716,3.9,79.8,False,,False,False
OUT-001076,APT-001718,3.8,75.6,False,,False,False
OUT-001077,APT-001722,4.5,70.9,False,,False,False
OUT-001078,APT-001724,3.7,75.0,False,,True,False
OUT-001079,APT-001726,4.3,82.6,False,,True,False
OUT-001080,APT-001727,4.6,81.6,False,,True,False
OUT-001081,APT-001728,5.0,86.2,False,,True,True
OUT-001082,APT-001729,4.6,83.8,False,,True,False
OUT-001083,APT-001730,,87.9,False,,True,False
OUT-001084,APT-001731,,83.3,False,,True,False
OUT-001085,APT-001732,4.3,83.4,False,,True,False
OUT-001086,APT-001733,,93.0,False,,True,False
OUT-001087,APT-001734,3.5,65.4,False,,True,False
OUT-001088,APT-001735,3.4,88.4,False,,True,False
OUT-001089,APT-001736,4.6,78.6,False,,True,False
OUT-001090,APT-001737,5.0,97.5,False,,True,True
OUT-001091,APT-001738,,65.8,False,,True,False
OUT-001092,APT-001740,4.7,78.4,False,,True,False
OUT-001093,APT-001741,4.5,82.8,False,,True,False
OUT-001094,APT-001742,4.4,68.8,False,,True,False
OUT-001095,APT-001743,3.9,91.1,False,,True,False
OUT-001096,APT-001746,5.0,74.1,False,,True,False
OUT-001097,APT-001747,4.4,86.6,False,,True,False
OUT-001098,APT-001749,3.2,70.4,False,,True,False
OUT-001099,APT-001751,4.6,73.9,False,,True,False
OUT-001100,APT-001755,3.6,80.5,False,,True,False
OUT-001101,APT-001756,3.7,67.3,False,,False,False
OUT-001102,APT-001757,3.4,72.3,False,,True,True
OUT-001103,APT-001759,5.0,65.9,False,,True,False
OUT-001104,APT-001761,3.9,81.3,False,,True,False
OUT-001105,APT-001763,3.7,72.0,False,,False,False
OUT-001106,APT-001764,4.8,66.3,False,,True,False
OUT-001107,APT-001765,4.7,77.8,False,,True,False
OUT-001108,APT-001766,3.4,75.3,False,,True,False
OUT-001109,APT-001767,4.9,81.6,False,,True,False
OUT-001110,APT-001768,4.8,85.1,False,,True,True
OUT-001111,APT-001770,3.2,93.1,False,,True,False
OUT-001112,APT-001772,4.2,73.4,False,,True,False
OUT-001113,APT-001776,3.6,78.2,False,,True,True
OUT-001114,APT-001777,5.0,95.5,False,,False,False
OUT-001115,APT-001778,4.6,68.8,False,,True,False
OUT-001116,APT-001780,4.5,63.3,False,,True,False
OUT-001117,APT-001782,3.1,100.0,False,,True,False
OUT-001118,APT-001783,,80.3,False,,True,True
OUT-001119,APT-001785,3.9,83.0,False,,True,True
OUT-001120,APT-001787,4.8,87.3,False,,True,False
OUT-001121,APT-001788,3.1,95.3,False,,True,True
OUT-001122,APT-001789,3.8,90.7,False,,True,False
OUT-001123,APT-001790,3.7,73.2,False,,True,False
OUT-001124,APT-001791,3.9,81.2,False,,True,False
OUT-001125,APT-001793,4.8,91.1,False,,True,False
OUT-001126,APT-001795,3.3,88.6,False,,True,True
OUT-001127,APT-001796,,74.3,False,,True,False
OUT-001128,APT-001797,3.9,91.7,False,,False,False
OUT-001129,APT-001798,4.0,71.6,False,,True,True
OUT-001130,APT-001803,4.9,83.3,False,,True,False
OUT-001131,APT-001804,4.6,86.4,False,,True,False
OUT-001132,APT-001808,4.9,91.6,False,,False,False
OUT-001133,APT-001809,3.9,75.0,False,,True,False
OUT-001134,APT-001810,4.9,90.5,False,,True,False
OUT-001135,APT-001813,3.9,100.0,False,,True,False
OUT-001136,APT-001814,5.0,73.2,False,,True,False
OUT-001137,APT-001817,5.0,96.8,False,,True,False
OUT-001138,APT-001819,3.9,99.9,False,,True,False
OUT-001139,APT-001821,3.7,60.3,False,,False,False
OUT-001140,APT-001823,4.9,80.6,False,,False,False
OUT-001141,APT-001824,4.2,81.8,False,,True,True
OUT-001142,APT-001825,5.0,92.5,False,,True,True
OUT-001143,APT-001826,4.3,84.2,False,,True,False
OUT-001144,APT-001829,,94.6,False,,True,False
OUT-001145,APT-001830,3.1,73.2,False,,True,False
OUT-001146,APT-001831,5.0,70.5,False,,True,False
OUT-001147,APT-001832,4.4,75.2,False,,True,False
OUT-001148,APT-001838,3.7,74.3,False,,True,False
OUT-001149,APT-001840,3.5,89.1,False,,True,True
OUT-001150,APT-001841,3.7,85.3,False,,False,False
OUT-001151,APT-001843,4.4,74.8,False,,True,True
OUT-001152,APT-001845,4.9,79.0,False,,True,False
OUT-001153,APT-001846,3.6,86.6,False,,True,False
OUT-001154,APT-001847,3.7,83.0,False,,True,False
OUT-001155,APT-001848,4.6,79.2,False,,True,False
OUT-001156,APT-001850,2.9,86.7,False,,True,False
OUT-001157,APT-001852,4.5,86.1,False,,True,False
OUT-001158,APT-001853,5.0,88.1,False,,True,True
OUT-001159,APT-001854,3.1,82.1,False,,False,True
OUT-001160,APT-001855,4.9,75.5,False,,False,True
OUT-001161,APT-001856,5.0,96.2,False,,True,False
OUT-001162,APT-001857,5.0,100.0,False,,False,True
OUT-001163,APT-001861,3.9,87.1,False,,False,False
OUT-001164,APT-001862,3.8,95.3,False,,True,False
OUT-001165,APT-001863,4.0,81.6,False,,True,False
OUT-001166,APT-001864,4.4,75.0,False,,True,True
OUT-001167,APT-001865,5.0,84.0,False,,True,False
OUT-001168,APT-001866,3.2,83.5,False,,True,False
OUT-001169,APT-001869,3.5,83.2,False,,True,False
OUT-001170,APT-001870,4.9,94.7,False,,True,False
OUT-001171,APT-001871,5.0,79.7,False,,True,False
OUT-001172,APT-001872,,95.3,False,,False,False
OUT-001173,APT-001873,4.1,85.5,False,,True,False
OUT-001174,APT-001876,4.4,76.4,False,,True,True
OUT-001175,APT-001878,4.3,86.7,False,,True,True
OUT-001176,APT-001879,4.3,87.1,False,,True,False
OUT-001177,APT-001880,4.3,76.1,False,,True,False
OUT-001178,APT-001881,3.4,85.7,False,,True,True
OUT-001179,APT-001882,5.0,64.9,False,,True,False
OUT-001180,APT-001883,4.0,71.0,False,,True,True
OUT-001181,APT-001885,4.6,87.3,False,,True,True
OUT-001182,APT-001886,,100.0,False,,False,True
OUT-001183,APT-001888,4.5,91.9,False,,True,False
OUT-001184,APT-001892,4.7,89.7,False,,True,False
OUT-001185,APT-001893,2.8,84.3,False,,True,False
OUT-001186,APT-001897,3.6,96.6,False,,True,False
OUT-001187,APT-001898,3.2,70.3,False,,True,False
OUT-001188,APT-001899,3.6,66.8,False,,False,False
OUT-001189,APT-001900,4.0,93.5,False,,True,False
OUT-001190,APT-001901,,65.9,False,,True,True
OUT-001191,APT-001902,,91.2,False,,True,False
OUT-001192,APT-001903,4.4,89.0,False,,True,False
OUT-001193,APT-001906,3.9,78.0,False,,True,False
OUT-001194,APT-001907,4.2,72.5,False,,True,False
OUT-001195,APT-001909,4.2,86.4,False,,False,True
OUT-001196,APT-001910,2.7,62.8,False,,True,False
OUT-001197,APT-001912,3.9,91.7,False,,True,False
OUT-001198,APT-001914,3.5,97.3,False,,True,False
OUT-001199,APT-001915,4.1,88.8,False,,True,False
OUT-001200,APT-001916,4.5,100.0,False,,True,False
OUT-001201,APT-001917,4.9,70.7,False,,True,True
OUT-001202,APT-001919,4.8,73.7,False,,True,False
OUT-001203,APT-001921,3.9,91.7,False,,False,False
OUT-001204,APT-001923,3.8,86.1,True,High,True,False
OUT-001205,APT-001924,5.0,66.1,False,,True,False
OUT-001206,APT-001925,3.2,81.7,False,,True,False
OUT-001207,APT-001927,,91.8,False,,True,True
OUT-001208,APT-001928,3.9,75.5,False,,True,False
OUT-001209,APT-001932,3.3,65.2,False,,False,False
OUT-001210,APT-001933,4.2,80.2,False,,True,False
OUT-001211,APT-001938,4.0,98.5,False,,True,False
OUT-001212,APT-001939,4.3,90.0,False,,True,True
OUT-001213,APT-001941,4.9,85.1,False,,True,True
OUT-001214,APT-001942,3.6,71.1,False,,True,True
OUT-001215,APT-001943,4.4,77.8,False,,True,False
OUT-001216,APT-001944,,82.0,False,,False,False
OUT-001217,APT-001945,5.0,85.2,False,,True,False
OUT-001218,APT-001947,3.2,72.3,False,,True,False
OUT-001219,APT-001948,5.0,76.7,False,,False,False
OUT-001220,APT-001949,4.5,86.8,False,,True,False
OUT-001221,APT-001951,4.2,80.1,False,,True,False
OUT-001222,APT-001953,4.2,99.0,False,,False,False
OUT-001223,APT-001955,4.4,65.8,False,,True,False
OUT-001224,APT-001956,4.4,82.0,False,,True,True
OUT-001225,APT-001957,4.0,76.0,False,,False,False
OUT-001226,APT-001960,3.4,89.0,False,,True,False
OUT-001227,APT-001964,4.3,67.5,False,,True,True
OUT-001228,APT-001965,,73.8,False,,True,False
OUT-001229,APT-001966,4.6,82.3,False,,True,True
OUT-001230,APT-001968,3.7,83.4,False,,True,True
OUT-001231,APT-001969,,78.6,False,,False,False
OUT-001232,APT-001971,3.6,89.9,False,,False,True
OUT-001233,APT-001972,4.9,97.3,False,,True,False
OUT-001234,APT-001977,4.5,77.3,False,,True,True
OUT-001235,APT-001978,4.0,90.4,False,,True,False
OUT-001236,APT-001984,4.6,99.6,False,,True,False
OUT-001237,APT-001985,3.4,87.3,False,,True,False
OUT-001238,APT-001987,4.3,82.2,False,,True,False
OUT-001239,APT-001990,5.0,97.2,False,,True,False
OUT-001240,APT-001991,4.6,71.7,False,,True,False
OUT-001241,APT-001992,3.9,72.1,False,,True,False
OUT-001242,APT-001993,3.7,98.7,False,,True,True
OUT-001243,APT-001994,5.0,90.1,False,,True,False
OUT-001244,APT-001995,4.1,87.4,False,,True,False
OUT-001245,APT-001997,4.2,95.9,False,,True,True
OUT-001246,APT-001998,3.8,78.5,False,,True,True
OUT-001247,APT-001999,5.0,81.2,False,,True,False
OUT-001248,APT-002001,2.6,79.6,False,,True,False
OUT-001249,APT-002003,2.5,81.7,False,,True,True
OUT-001250,APT-002004,3.9,70.1,False,,False,False
OUT-001251,APT-002005,,76.1,False,,True,False
OUT-001252,APT-002006,4.2,91.6,False,,False,False
OUT-001253,APT-002008,3.0,81.3,False,,True,False
OUT-001254,APT-002009,4.2,100.0,False,,True,False
OUT-001255,APT-002012,4.3,78.1,False,,True,False
OUT-001256,APT-002013,4.4,69.3,False,,True,False
OUT-001257,APT-002014,3.4,85.9,False,,False,False
OUT-001258,APT-002015,2.6,64.6,False,,False,False
OUT-001259,APT-002017,4.8,75.6,False,,True,False
OUT-001260,APT-002023,5.0,93.7,False,,True,False
OUT-001261,APT-002026,3.3,55.7,False,,False,False
OUT-001262,APT-002027,3.9,84.9,False,,True,False
OUT-001263,APT-002028,3.2,84.8,False,,True,False
OUT-001264,APT-002029,4.4,69.9,False,,True,False
OUT-001265,APT-002030,3.9,79.1,False,,True,False
OUT-001266,APT-002031,3.6,87.6,True,Low,False,True
OUT-001267,APT-002032,4.6,70.5,False,,False,False
OUT-001268,APT-002033,4.9,79.3,False,,False,False
OUT-001269,APT-002035,4.3,88.4,False,,False,False
OUT-001270,APT-002037,3.4,81.6,False,,True,False
OUT-001271,APT-002038,4.5,88.2,False,,True,False
OUT-001272,APT-002039,4.3,85.2,False,,True,False
OUT-001273,APT-002040,4.5,87.1,False,,True,False
OUT-001274,APT-002043,3.8,92.6,False,,True,False
OUT-001275,APT-002045,3.7,78.8,False,,True,False
OUT-001276,APT-002046,3.3,94.9,False,,True,False
OUT-001277,APT-002048,5.0,81.4,False,,True,True
OUT-001278,APT-002049,3.5,94.5,False,,True,False
OUT-001279,APT-002050,3.9,78.9,False,,True,False
OUT-001280,APT-002051,3.8,83.2,False,,True,False
OUT-001281,APT-002052,4.6,82.4,False,,True,False
OUT-001282,APT-002053,2.7,70.9,False,,True,True
OUT-001283,APT-002054,4.5,83.8,False,,True,False
OUT-001284,APT-002055,4.0,77.2,False,,True,True
OUT-001285,APT-002059,4.7,71.0,False,,True,True
OUT-001286,APT-002060,4.6,98.6,False,,False,False
OUT-001287,APT-002062,,73.7,False,,True,True
OUT-001288,APT-002064,3.2,83.1,False,,True,False
OUT-001289,APT-002065,4.5,89.2,False,,True,True
OUT-001290,APT-002067,4.7,87.8,False,,True,False
OUT-001291,APT-002068,4.6,81.8,False,,True,False
OUT-001292,APT-002069,4.7,85.2,False,,True,False
OUT-001293,APT-002070,3.6,71.4,False,,True,False
OUT-001294,APT-002071,3.9,92.9,False,,True,False
OUT-001295,APT-002073,3.2,74.6,False,,True,False
OUT-001296,APT-002074,4.6,92.5,False,,False,False
OUT-001297,APT-002075,4.7,100.0,False,,True,False
OUT-001298,APT-002076,5.0,76.7,False,,True,False
OUT-001299,APT-002077,3.4,89.3,False,,False,True
OUT-001300,APT-002078,3.7,90.1,False,,True,False
OUT-001301,APT-002079,,94.6,False,,True,False
OUT-001302,APT-002080,5.0,74.0,False,,False,False
OUT-001303,APT-002081,4.2,79.7,False,,True,False
OUT-001304,APT-002084,4.0,88.8,False,,True,False
OUT-001305,APT-002085,3.9,69.0,False,,True,False
OUT-001306,APT-002086,4.4,78.2,False,,True,False
OUT-001307,APT-002088,4.8,74.4,False,,True,True
OUT-001308,APT-002089,4.6,89.2,False,,True,False
OUT-001309,APT-002092,4.2,75.5,False,,False,False
OUT-001310,APT-002094,4.9,96.3,False,,True,False
OUT-001311,APT-002095,3.5,79.4,False,,True,True
OUT-001312,APT-002096,4.3,98.2,False,,True,False
OUT-001313,APT-002099,4.8,79.8,False,,True,False
OUT-001314,APT-002101,5.0,79.3,False,,True,False
OUT-001315,APT-002102,4.1,89.9,False,,True,False
OUT-001316,APT-002104,3.5,67.6,True,Low,True,False
OUT-001317,APT-002105,3.9,72.7,False,,True,False
OUT-001318,APT-002107,3.7,69.9,False,,True,True
OUT-001319,APT-002108,2.6,57.1,False,,False,True
OUT-001320,APT-002111,3.0,83.1,False,,True,False
OUT-001321,APT-002113,3.9,98.9,False,,True,False
OUT-001322,APT-002116,3.9,97.2,False,,True,False
OUT-001323,APT-002117,4.2,77.2,False,,True,False
OUT-001324,APT-002119,4.8,79.1,False,,True,False
OUT-001325,APT-002120,4.5,91.0,False,,True,False
OUT-001326,APT-002121,3.4,72.4,False,,True,True
OUT-001327,APT-002122,5.0,73.9,False,,True,True
OUT-001328,APT-002123,3.7,74.9,False,,True,False
OUT-001329,APT-002124,3.6,82.4,False,,True,False
OUT-001330,APT-002127,3.3,57.7,False,,False,True
OUT-001331,APT-002129,4.4,70.9,True,Low,True,False
OUT-001332,APT-002130,3.5,97.7,False,,True,False
OUT-001333,APT-002132,4.4,81.7,False,,False,False
OUT-001334,APT-002136,4.3,82.2,False,,True,False
OUT-001335,APT-002137,2.8,97.6,False,,True,False
OUT-001336,APT-002138,4.5,100.0,False,,True,False
OUT-001337,APT-002139,4.8,84.5,False,,True,False
OUT-001338,APT-002140,4.2,77.3,False,,True,False
OUT-001339,APT-002141,2.3,92.3,False,,True,False
OUT-001340,APT-002142,3.9,89.5,False,,True,True
OUT-001341,APT-002144,5.0,74.9,False,,True,False
OUT-001342,APT-002145,,83.4,False,,True,False
OUT-001343,APT-002146,3.4,71.8,False,,True,False
OUT-001344,APT-002148,4.2,88.6,False,,True,False
OUT-001345,APT-002149,4.9,81.1,False,,True,False
OUT-001346,APT-002152,4.8,62.3,False,,True,True
OUT-001347,APT-002153,4.1,81.8,False,,True,False
OUT-001348,APT-002154,3.8,78.8,False,,True,False
OUT-001349,APT-002155,3.2,74.2,False,,True,False
OUT-001350,APT-002156,,81.9,False,,True,False
OUT-001351,APT-002157,4.3,91.2,False,,True,False
OUT-001352,APT-002158,3.9,72.3,False,,True,False
OUT-001353,APT-002159,5.0,89.5,False,,True,False
OUT-001354,APT-002161,3.4,82.2,False,,True,False
OUT-001355,APT-002163,3.8,75.6,False,,True,True
OUT-001356,APT-002165,3.3,83.2,False,,True,False
OUT-001357,APT-002168,4.9,95.9,False,,True,False
OUT-001358,APT-002169,2.9,66.7,False,,True,True
OUT-001359,APT-002170,4.7,88.5,False,,True,True
OUT-001360,APT-002172,4.4,73.5,False,,True,False
OUT-001361,APT-002173,4.3,83.1,False,,False,False
OUT-001362,APT-002175,4.3,80.9,False,,True,False
OUT-001363,APT-002176,3.6,84.4,False,,True,True
OUT-001364,APT-002178,2.6,78.0,False,,True,False
OUT-001365,APT-002181,3.5,91.0,False,,False,False
OUT-001366,APT-002182,,70.7,False,,True,True
OUT-001367,APT-002185,,96.4,False,,True,True
OUT-001368,APT-002186,4.1,87.6,False,,True,False
OUT-001369,APT-002187,3.8,81.9,False,,True,False
OUT-001370,APT-002188,3.9,95.4,False,,True,False
OUT-001371,APT-002189,3.1,77.3,False,,True,False
OUT-001372,APT-002190,3.2,100.0,False,,True,True
OUT-001373,APT-002192,3.9,72.4,False,,True,False
OUT-001374,APT-002193,3.8,70.5,False,,True,False
OUT-001375,APT-002194,2.7,77.7,False,,False,False
OUT-001376,APT-002195,,79.3,False,,True,False
OUT-001377,APT-002199,4.4,79.7,False,,True,True
OUT-001378,APT-002200,5.0,89.6,False,,True,False
OUT-001379,APT-002201,3.9,69.0,False,,True,False
OUT-001380,APT-002204,,84.2,False,,True,False
OUT-001381,APT-002205,4.6,86.5,False,,True,True
OUT-001382,APT-002206,3.9,87.8,False,,True,True
OUT-001383,APT-002208,3.9,73.2,False,,True,False
OUT-001384,APT-002209,,81.7,False,,True,True
OUT-001385,APT-002212,4.4,81.8,False,,True,False
OUT-001386,APT-002213,4.8,86.1,False,,True,True
OUT-001387,APT-002215,3.9,86.8,False,,True,True
OUT-001388,APT-002216,5.0,84.9,False,,True,True
OUT-001389,APT-002218,3.8,74.4,False,,True,True
OUT-001390,APT-002220,3.0,73.6,False,,True,False
OUT-001391,APT-002221,5.0,92.0,False,,True,False
OUT-001392,APT-002223,4.5,70.8,False,,True,True
OUT-001393,APT-002224,3.2,80.3,False,,True,False
OUT-001394,APT-002225,4.4,85.2,False,,True,False
OUT-001395,APT-002227,2.9,99.7,False,,True,True
OUT-001396,APT-002232,,72.3,False,,True,True
OUT-001397,APT-002233,4.0,76.5,False,,True,True
OUT-001398,APT-002234,4.1,87.3,True,Medium,True,False
OUT-001399,APT-002235,3.3,75.2,False,,True,True
OUT-001400,APT-002240,,83.7,False,,True,False
OUT-001401,APT-002241,3.8,69.9,False,,True,True
OUT-001402,APT-002242,3.5,76.7,False,,True,False
OUT-001403,APT-002243,5.0,93.6,False,,True,False
OUT-001404,APT-002246,,73.3,False,,True,True
OUT-001405,APT-002249,4.8,67.1,False,,True,False
OUT-001406,APT-002250,,85.2,False,,False,False
OUT-001407,APT-002251,,85.7,False,,True,False
OUT-001408,APT-002252,3.8,93.8,False,,True,False
OUT-001409,APT-002253,4.3,99.3,False,,True,False
OUT-001410,APT-002255,3.8,77.1,False,,True,False
OUT-001411,APT-002256,4.6,86.7,False,,True,False
OUT-001412,APT-002258,4.2,73.2,False,,True,False
OUT-001413,APT-002259,3.9,61.8,False,,True,True
OUT-001414,APT-002260,4.6,77.0,False,,True,False
OUT-001415,APT-002261,4.2,81.6,False,,True,True
OUT-001416,APT-002263,4.6,85.0,False,,True,False
OUT-001417,APT-002264,5.0,85.4,False,,True,False
OUT-001418,APT-002265,4.5,65.3,False,,True,False
OUT-001419,APT-002266,4.5,81.7,False,,True,False
OUT-001420,APT-002268,4.5,91.8,False,,True,True
OUT-001421,APT-002270,4.0,81.6,False,,True,False
OUT-001422,APT-002273,4.1,91.1,False,,True,False
OUT-001423,APT-002274,,80.4,False,,True,False
OUT-001424,APT-002275,4.6,84.6,False,,False,False
OUT-001425,APT-002276,4.5,85.9,False,,True,False
OUT-001426,APT-002277,4.3,84.3,False,,False,False
OUT-001427,APT-002279,3.6,89.4,False,,True,False
OUT-001428,APT-002281,3.3,79.1,False,,False,False
OUT-001429,APT-002282,3.5,94.3,False,,True,False
OUT-001430,APT-002284,4.7,92.1,False,,True,False
OUT-001431,APT-002288,4.5,83.4,False,,True,False
OUT-001432,APT-002289,4.9,78.7,False,,True,True
OUT-001433,APT-002290,4.9,83.4,True,Medium,False,False
OUT-001434,APT-002291,4.3,82.1,False,,False,False
OUT-001435,APT-002293,4.3,82.0,False,,True,True
OUT-001436,APT-002294,4.9,59.7,False,,True,False
OUT-001437,APT-002295,3.2,94.5,False,,True,False
OUT-001438,APT-002296,4.0,66.8,False,,True,True
OUT-001439,APT-002297,,84.3,False,,True,False
OUT-001440,APT-002299,3.8,94.8,False,,True,False
OUT-001441,APT-002300,4.0,75.2,False,,True,False
OUT-001442,APT-002301,5.0,94.0,False,,True,False
OUT-001443,APT-002302,,76.5,False,,True,False
OUT-001444,APT-002304,4.7,82.3,False,,True,False
OUT-001445,APT-002305,5.0,95.3,False,,True,False
OUT-001446,APT-002306,4.8,73.6,False,,True,False
OUT-001447,APT-002308,,80.1,False,,True,False
OUT-001448,APT-002309,4.4,74.1,False,,True,True
OUT-001449,APT-002310,4.3,100.0,False,,False,True
OUT-001450,APT-002311,3.9,81.2,False,,True,False
OUT-001451,APT-002314,4.3,81.1,False,,True,False
OUT-001452,APT-002316,4.9,92.5,False,,True,False
OUT-001453,APT-002319,4.4,100.0,False,,True,True
OUT-001454,APT-002320,2.9,72.1,False,,True,False
OUT-001455,APT-002321,4.8,84.5,False,,True,False
OUT-001456,APT-002322,,86.0,False,,True,False
OUT-001457,APT-002324,3.8,94.1,False,,True,False
OUT-001458,APT-002325,4.6,90.6,False,,False,True
OUT-001459,APT-002326,4.1,83.7,False,,True,True
OUT-001460,APT-002327,3.6,93.1,False,,True,False
OUT-001461,APT-002329,5.0,81.3,False,,True,False
OUT-001462,APT-002331,4.5,96.1,False,,True,False
OUT-001463,APT-002332,3.9,83.8,False,,False,False
OUT-001464,APT-002336,4.9,67.0,False,,True,False
OUT-001465,APT-002338,4.4,87.4,False,,False,False
OUT-001466,APT-002339,4.9,92.5,False,,True,False
OUT-001467,APT-002340,3.0,88.5,False,,True,False
OUT-001468,APT-002341,4.8,79.4,False,,True,False
OUT-001469,APT-002342,5.0,95.9,False,,True,False
OUT-001470,APT-002343,3.9,81.6,False,,True,False
OUT-001471,APT-002344,3.9,92.9,False,,True,True
OUT-001472,APT-002345,3.7,58.8,False,,True,True
OUT-001473,APT-002346,4.2,70.2,False,,True,False
OUT-001474,APT-002347,3.0,85.9,False,,False,True
OUT-001475,APT-002350,5.0,92.1,False,,True,False
OUT-001476,APT-002351,5.0,73.7,False,,False,True
OUT-001477,APT-002352,4.3,88.3,False,,True,False
OUT-001478,APT-002353,5.0,79.3,False,,True,True
OUT-001479,APT-002354,4.1,73.3,False,,False,False
OUT-001480,APT-002355,3.7,97.0,False,,True,False
