request_id,client_id,service_type_id,location_id,requested_date,requested_by,urgency,complexity_score,requested_channel,status,waiting_days_to_schedule,sla_target_hours,sla_met_flag
REQ-002288,CLT-00042,SVC-05,LOC-01,2025-12-01,Family Member,Urgent,42.3,Case Manager,Completed,0.15,24,True
REQ-002289,CLT-00500,SVC-09,LOC-06,2025-12-01,Client,Routine,17.8,Portal,Cancelled,0.96,185,True
REQ-002290,CLT-00025,SVC-01,LOC-07,2025-12-01,Family Member,Routine,13.8,Portal,Cancelled,1.62,185,True
REQ-002291,CLT-00045,SVC-09,LOC-01,2025-12-01,GP / Clinician,Routine,40.8,Portal,Completed,1.1,168,True
REQ-002293,CLT-00137,SVC-01,LOC-05,2025-12-01,Case Manager,Routine,55.5,Case Manager,Cancelled,3.14,168,True
REQ-002294,CLT-00006,SVC-01,LOC-09,2025-12-01,Client,Routine,38.7,Phone,Completed,1.34,218,True
REQ-002295,CLT-00392,SVC-01,LOC-04,2025-12-01,Client,Priority,17.8,Portal,Completed,0.65,72,True
REQ-002296,CLT-00441,SVC-01,LOC-09,2025-12-01,Family Member,Priority,63.9,Referral,Cancelled,0.77,94,True
REQ-002297,CLT-00150,SVC-05,LOC-04,2025-12-01,Family Member,Routine,79.9,Phone,Completed,1.1,168,True
REQ-002298,CLT-00114,SVC-01,LOC-01,2025-12-01,Client,Urgent,35.0,Portal,Scheduled,0.37,24,True
REQ-002299,CLT-00287,SVC-06,LOC-05,2025-12-01,GP / Clinician,Urgent,63.6,Phone,Cancelled,0.8,24,True
REQ-002300,CLT-00133,SVC-06,LOC-07,2025-12-01,Client,Routine,36.3,Phone,Cancelled,2.84,185,True
REQ-002301,CLT-00158,SVC-07,LOC-09,2025-12-01,Client,Routine,5.5,Referral,Completed,1.11,218,True
REQ-002302,CLT-00046,SVC-07,LOC-06,2025-12-01,GP / Clinician,Priority,37.5,Phone,Completed,1.11,79,True
REQ-002303,CLT-00461,SVC-03,LOC-07,2025-12-02,Client,Routine,18.4,Portal,Completed,1.94,185,True
REQ-002307,CLT-00140,SVC-06,LOC-02,2025-12-02,GP / Clinician,Urgent,82.0,Case Manager,Completed,0.56,24,True
REQ-002308,CLT-00086,SVC-09,LOC-07,2025-12-02,Case Manager,Urgent,40.2,Phone,Completed,1.09,26,False
REQ-002309,CLT-00352,SVC-07,LOC-03,2025-12-02,Case Manager,Urgent,67.1,Referral,Cancelled,2.26,24,False
REQ-002310,CLT-00091,SVC-05,LOC-04,2025-12-02,Client,Routine,22.7,Phone,Completed,0.56,168,True
REQ-002311,CLT-00039,SVC-01,LOC-03,2025-12-02,Client,Priority,18.0,Portal,Completed,0.34,72,True
REQ-002312,CLT-00049,SVC-07,LOC-06,2025-12-02,Case Manager,Priority,64.5,Referral,Completed,0.5,79,True
REQ-002314,CLT-00281,SVC-02,LOC-08,2025-12-02,Client,Routine,24.7,Phone,Completed,1.26,218,True
REQ-002315,CLT-00372,SVC-09,LOC-09,2025-12-02,Family Member,Routine,33.5,Phone,Completed,1.23,218,True
REQ-002317,CLT-00259,SVC-02,LOC-02,2025-12-02,Client,Routine,14.3,Referral,Cancelled,0.62,168,True
REQ-002318,CLT-00101,SVC-03,LOC-04,2025-12-02,Case Manager,Urgent,50.3,Phone,Completed,0.46,24,True
REQ-002320,CLT-00435,SVC-02,LOC-08,2025-12-02,Family Member,Emergency,42.2,Referral,Completed,0.25,5,False
REQ-002321,CLT-00221,SVC-02,LOC-02,2025-12-02,GP / Clinician,Emergency,80.7,Referral,Completed,1.41,4,False
REQ-002324,CLT-00295,SVC-04,LOC-05,2025-12-02,Case Manager,Priority,63.0,Phone,Completed,1.2,72,True
REQ-002325,CLT-00021,SVC-04,LOC-06,2025-12-02,Family Member,Priority,44.7,Phone,Completed,1.33,79,True
REQ-002327,CLT-00513,SVC-01,LOC-01,2025-12-03,GP / Clinician,Routine,26.4,Phone,Cancelled,0.97,168,True
REQ-002328,CLT-00510,SVC-02,LOC-10,2025-12-03,GP / Clinician,Priority,60.6,Referral,Completed,3.05,94,True
REQ-002329,CLT-00321,SVC-05,LOC-10,2025-12-03,Family Member,Routine,20.8,Portal,Cancelled,1.07,218,True
REQ-002330,CLT-00025,SVC-09,LOC-07,2025-12-03,Client,Routine,15.6,Phone,Completed,1.22,185,True
REQ-002331,CLT-00138,SVC-02,LOC-04,2025-12-03,Family Member,Priority,11.7,Phone,Cancelled,0.62,72,True
REQ-002332,CLT-00195,SVC-06,LOC-08,2025-12-03,GP / Clinician,Routine,9.0,Phone,Completed,0.11,218,True
REQ-002333,CLT-00355,SVC-02,LOC-09,2025-12-03,Client,Routine,37.4,Portal,Cancelled,1.82,218,True
REQ-002334,CLT-00031,SVC-07,LOC-02,2025-12-03,Family Member,Routine,12.9,Portal,Cancelled,0.64,168,True
REQ-002335,CLT-00502,SVC-02,LOC-03,2025-12-03,Family Member,Routine,36.0,Portal,Completed,0.9,168,True
REQ-002336,CLT-00257,SVC-02,LOC-05,2025-12-03,Family Member,Urgent,69.1,Phone,Completed,0.3,24,True
REQ-002337,CLT-00262,SVC-06,LOC-08,2025-12-03,Family Member,Routine,85.3,Case Manager,Completed,1.05,218,True
REQ-002338,CLT-00084,SVC-05,LOC-04,2025-12-03,Client,Routine,25.1,Portal,Scheduled,1.23,168,True
REQ-002339,CLT-00250,SVC-02,LOC-05,2025-12-03,Client,Priority,40.8,Phone,Completed,0.1,72,True
REQ-002340,CLT-00209,SVC-03,LOC-05,2025-12-03,Client,Priority,32.0,Referral,Completed,1.8,72,True
REQ-002341,CLT-00468,SVC-07,LOC-05,2025-12-03,Client,Routine,12.5,Portal,Cancelled,0.98,168,True
REQ-002342,CLT-00442,SVC-07,LOC-05,2025-12-03,Client,Routine,42.9,Case Manager,Completed,1.32,168,True
REQ-002344,CLT-00131,SVC-09,LOC-06,2025-12-03,Case Manager,Emergency,58.7,Phone,Completed,0.39,4,False
REQ-002345,CLT-00250,SVC-05,LOC-05,2025-12-03,Case Manager,Urgent,29.1,Phone,Scheduled,0.46,24,True
REQ-002346,CLT-00244,SVC-02,LOC-01,2025-12-03,Family Member,Priority,41.7,Phone,Completed,1.65,72,True
REQ-002348,CLT-00387,SVC-07,LOC-03,2025-12-03,Case Manager,Routine,23.2,Phone,Cancelled,2.26,168,True
REQ-002349,CLT-00378,SVC-06,LOC-07,2025-12-03,Case Manager,Routine,12.4,Portal,Cancelled,3.22,185,True
REQ-002350,CLT-00084,SVC-03,LOC-04,2025-12-03,Client,Priority,12.1,Portal,Completed,0.78,72,True
REQ-002351,CLT-00052,SVC-08,LOC-02,2025-12-03,Family Member,Priority,18.4,Phone,Completed,0.76,72,True
REQ-002352,CLT-00403,SVC-01,LOC-08,2025-12-03,Client,Priority,47.2,Case Manager,Scheduled,1.23,94,True
REQ-002353,CLT-00035,SVC-06,LOC-10,2025-12-03,Client,Routine,16.2,Phone,Cancelled,2.12,218,True
REQ-002354,CLT-00500,SVC-08,LOC-06,2025-12-03,Client,Routine,21.1,Portal,Completed,3.94,185,True
REQ-002355,CLT-00513,SVC-07,LOC-01,2025-12-03,Client,Urgent,33.3,Referral,Completed,0.13,24,True
REQ-002356,CLT-00272,SVC-05,LOC-05,2025-12-03,Family Member,Priority,41.1,Portal,Completed,0.59,72,True
REQ-002357,CLT-00183,SVC-01,LOC-08,2025-12-03,Client,Routine,24.1,Portal,Completed,3.01,218,True
REQ-002358,CLT-00143,SVC-01,LOC-05,2025-12-03,Case Manager,Urgent,72.0,Phone,Completed,0.35,24,True
REQ-002360,CLT-00159,SVC-01,LOC-07,2025-12-04,Family Member,Priority,41.2,Phone,Completed,1.63,79,True
REQ-002361,CLT-00037,SVC-05,LOC-03,2025-12-04,Client,Routine,12.6,Phone,Cancelled,0.44,168,True
REQ-002363,CLT-00250,SVC-02,LOC-05,2025-12-04,Client,Priority,42.3,Case Manager,Completed,0.44,72,True
REQ-002364,CLT-00458,SVC-07,LOC-02,2025-12-04,Client,Routine,37.4,Phone,Completed,2.04,168,True
REQ-002365,CLT-00120,SVC-01,LOC-03,2025-12-04,Client,Urgent,36.2,Phone,Completed,0.98,24,True
REQ-002366,CLT-00506,SVC-07,LOC-08,2025-12-04,Client,Routine,12.2,Case Manager,Cancelled,1.38,218,True
REQ-002367,CLT-00176,SVC-05,LOC-01,2025-12-04,Family Member,Routine,61.5,Phone,Cancelled,1.32,168,True
REQ-002368,CLT-00319,SVC-06,LOC-09,2025-12-04,Client,Routine,1.0,Portal,Cancelled,0.56,218,True
REQ-002369,CLT-00114,SVC-07,LOC-01,2025-12-04,Family Member,Urgent,16.1,Case Manager,Completed,0.5,24,True
REQ-002370,CLT-00395,SVC-02,LOC-07,2025-12-04,Client,Priority,38.2,Phone,Completed,0.81,79,True
REQ-002371,CLT-00376,SVC-06,LOC-01,2025-12-04,Client,Priority,,Case Manager,Completed,0.75,72,True
REQ-002372,CLT-00157,SVC-01,LOC-07,2025-12-04,Client,Routine,10.7,Case Manager,Cancelled,1.83,185,True
REQ-002373,CLT-00475,SVC-02,LOC-03,2025-12-04,Client,Priority,33.6,Portal,Scheduled,1.86,72,True
REQ-002374,CLT-00120,SVC-02,LOC-03,2025-12-04,Case Manager,Emergency,47.4,Phone,Completed,0.33,4,False
REQ-002375,CLT-00504,SVC-01,LOC-06,2025-12-05,Client,Routine,59.7,Case Manager,Completed,1.26,185,True
REQ-002376,CLT-00482,SVC-01,LOC-06,2025-12-05,Client,Urgent,58.5,Phone,Completed,0.67,26,True
REQ-002377,CLT-00181,SVC-07,LOC-03,2025-12-05,Client,Routine,15.9,Portal,Scheduled,1.91,168,True
REQ-002378,CLT-00348,SVC-04,LOC-10,2025-12-05,Family Member,Routine,13.6,Portal,Completed,1.51,218,True
REQ-002379,CLT-00045,SVC-08,LOC-01,2025-12-05,Case Manager,Routine,34.8,Portal,Completed,1.48,168,True
REQ-002380,CLT-00410,SVC-02,LOC-02,2025-12-05,Case Manager,Urgent,60.0,Referral,Cancelled,0.41,24,True
REQ-002381,CLT-00187,SVC-02,LOC-06,2025-12-05,Client,Routine,22.0,Referral,Cancelled,2.77,185,True
REQ-002382,CLT-00198,SVC-03,LOC-02,2025-12-05,Client,Routine,22.1,Phone,Completed,1.59,168,True
REQ-002383,CLT-00302,SVC-02,LOC-02,2025-12-05,Case Manager,Urgent,64.6,Portal,Completed,0.8,24,True
REQ-002384,CLT-00123,SVC-08,LOC-09,2025-12-05,Family Member,Routine,56.2,Case Manager,Cancelled,2.52,218,True
REQ-002386,CLT-00115,SVC-06,LOC-08,2025-12-05,Client,Priority,36.3,Phone,Completed,0.9,94,True
REQ-002387,CLT-00200,SVC-06,LOC-10,2025-12-05,Family Member,Emergency,96.0,Referral,Cancelled,0.17,5,True
REQ-002388,CLT-00093,SVC-08,LOC-06,2025-12-05,Case Manager,Priority,40.1,Phone,Completed,0.77,79,True
REQ-002389,CLT-00160,SVC-07,LOC-10,2025-12-05,Case Manager,Routine,42.0,Phone,Cancelled,0.93,218,True
REQ-002390,CLT-00043,SVC-02,LOC-03,2025-12-05,Client,Routine,,Portal,Completed,1.03,168,True
REQ-002391,CLT-00193,SVC-02,LOC-07,2025-12-05,Case Manager,Urgent,93.8,Phone,Completed,1.95,26,False
REQ-002392,CLT-00227,SVC-01,LOC-01,2025-12-05,Client,Routine,8.0,Portal,Cancelled,0.28,168,True
REQ-002393,CLT-00501,SVC-06,LOC-05,2025-12-05,Case Manager,Routine,76.7,Phone,Completed,2.0,168,True
REQ-002394,CLT-00044,SVC-09,LOC-10,2025-12-05,Client,Priority,70.1,Referral,Completed,0.18,94,True
REQ-002395,CLT-00318,SVC-06,LOC-01,2025-12-05,Case Manager,Priority,42.1,Portal,Completed,0.69,72,True
REQ-002396,CLT-00478,SVC-04,LOC-08,2025-12-05,Client,Routine,10.0,Portal,Cancelled,1.32,218,True
REQ-002397,CLT-00496,SVC-04,LOC-01,2025-12-05,Client,Urgent,32.0,Phone,Completed,1.62,24,False
REQ-002398,CLT-00043,SVC-03,LOC-03,2025-12-05,Client,Priority,8.8,Portal,Cancelled,1.16,72,True
REQ-002399,CLT-00128,SVC-05,LOC-02,2025-12-05,Client,Routine,40.4,Portal,Cancelled,0.98,168,True
REQ-002400,CLT-00084,SVC-04,LOC-04,2025-12-05,Family Member,Priority,19.3,Phone,Cancelled,0.82,72,True
REQ-002401,CLT-00412,SVC-09,LOC-07,2025-12-06,Case Manager,Priority,62.5,Referral,Scheduled,1.28,79,True
REQ-002402,CLT-00326,SVC-01,LOC-02,2025-12-06,Case Manager,Emergency,37.0,Portal,Completed,0.67,4,False
REQ-002403,CLT-00459,SVC-01,LOC-05,2025-12-06,Family Member,Routine,33.1,Phone,Completed,1.54,168,True
REQ-002405,CLT-00181,SVC-01,LOC-03,2025-12-06,Family Member,Priority,14.9,Portal,Completed,0.59,72,True
REQ-002406,CLT-00285,SVC-01,LOC-05,2025-12-06,Client,Urgent,,Phone,Completed,0.73,24,True
REQ-002407,CLT-00031,SVC-01,LOC-02,2025-12-06,Family Member,Routine,11.5,Case Manager,Scheduled,0.68,168,True
REQ-002408,CLT-00326,SVC-07,LOC-02,2025-12-06,Case Manager,Routine,42.4,Portal,Scheduled,2.17,168,True
REQ-002411,CLT-00336,SVC-01,LOC-08,2025-12-06,Client,Routine,42.8,Portal,Completed,0.69,218,True
REQ-002412,CLT-00448,SVC-01,LOC-07,2025-12-06,Client,Emergency,24.9,Phone,Completed,0.82,4,False
REQ-002413,CLT-00087,SVC-02,LOC-06,2025-12-06,Family Member,Emergency,36.8,Phone,Completed,0.89,4,False
REQ-002414,CLT-00456,SVC-09,LOC-03,2025-12-06,Case Manager,Routine,63.5,Phone,Completed,1.58,168,True
REQ-002415,CLT-00396,SVC-02,LOC-03,2025-12-07,Client,Routine,9.8,Portal,Cancelled,0.42,168,True
REQ-002416,CLT-00492,SVC-05,LOC-02,2025-12-07,Client,Routine,46.2,Referral,Cancelled,1.88,168,True
REQ-002418,CLT-00266,SVC-01,LOC-10,2025-12-07,Client,Emergency,64.6,Phone,Completed,0.33,5,False
REQ-002419,CLT-00406,SVC-03,LOC-01,2025-12-07,Case Manager,Routine,38.3,Referral,Cancelled,1.58,168,True
REQ-002420,CLT-00267,SVC-03,LOC-10,2025-12-07,Case Manager,Priority,77.6,Portal,Cancelled,1.63,94,True
REQ-002421,CLT-00098,SVC-01,LOC-03,2025-12-07,Case Manager,Priority,79.5,Referral,Completed,0.64,72,True
REQ-002422,CLT-00259,SVC-03,LOC-02,2025-12-07,Family Member,Routine,19.0,Portal,Completed,0.63,168,True
REQ-002423,CLT-00087,SVC-02,LOC-06,2025-12-08,Client,Priority,41.3,Phone,Completed,1.37,79,True
REQ-002424,CLT-00123,SVC-07,LOC-09,2025-12-08,GP / Clinician,Urgent,66.0,Referral,Completed,1.87,31,False
REQ-002425,CLT-00331,SVC-04,LOC-06,2025-12-08,Case Manager,Priority,30.0,Phone,Completed,0.96,79,True
REQ-002426,CLT-00072,SVC-02,LOC-08,2025-12-08,Case Manager,Routine,18.4,Portal,Cancelled,0.69,218,True
REQ-002427,CLT-00113,SVC-07,LOC-05,2025-12-08,Case Manager,Emergency,80.1,Phone,Completed,0.72,4,False
REQ-002428,CLT-00392,SVC-05,LOC-04,2025-12-08,Client,Routine,8.8,Phone,Completed,0.19,168,True
REQ-002429,CLT-00260,SVC-02,LOC-10,2025-12-08,Client,Routine,5.2,Portal,Cancelled,0.79,218,True
REQ-002430,CLT-00238,SVC-06,LOC-04,2025-12-08,Client,Routine,18.9,Phone,Completed,1.39,168,True
REQ-002431,CLT-00130,SVC-08,LOC-01,2025-12-08,Case Manager,Priority,46.3,Phone,Completed,0.58,72,True
REQ-002432,CLT-00022,SVC-04,LOC-06,2025-12-08,Family Member,Priority,39.7,Phone,Completed,2.95,79,True
REQ-002433,CLT-00283,SVC-03,LOC-03,2025-12-08,GP / Clinician,Routine,27.8,Phone,Completed,0.38,168,True
REQ-002434,CLT-00138,SVC-04,LOC-04,2025-12-08,Client,Routine,23.6,Portal,Cancelled,1.65,168,True
REQ-002435,CLT-00038,SVC-01,LOC-01,2025-12-08,Family Member,Routine,4.4,Referral,Completed,1.32,168,True
REQ-002436,CLT-00258,SVC-05,LOC-07,2025-12-08,Client,Urgent,66.6,Phone,Completed,1.64,26,False
REQ-002438,CLT-00012,SVC-01,LOC-05,2025-12-08,Client,Routine,66.9,Referral,Completed,0.29,168,True
REQ-002439,CLT-00425,SVC-01,LOC-02,2025-12-08,Case Manager,Routine,47.8,Case Manager,Scheduled,3.82,168,True
REQ-002440,CLT-00372,SVC-01,LOC-09,2025-12-08,Client,Emergency,36.8,Phone,Completed,0.31,5,False
REQ-002441,CLT-00423,SVC-05,LOC-01,2025-12-08,Family Member,Priority,61.9,Phone,Cancelled,5.93,72,False
REQ-002442,CLT-00063,SVC-03,LOC-01,2025-12-08,Family Member,Priority,89.6,Referral,Completed,3.07,72,False
REQ-002443,CLT-00130,SVC-06,LOC-01,2025-12-08,Client,Urgent,47.4,Case Manager,Cancelled,1.21,24,False
REQ-002445,CLT-00337,SVC-05,LOC-06,2025-12-08,Case Manager,Urgent,6.4,Portal,Cancelled,0.15,26,True
REQ-002446,CLT-00381,SVC-07,LOC-03,2025-12-09,GP / Clinician,Urgent,61.8,Phone,Completed,0.74,24,True
REQ-002447,CLT-00362,SVC-05,LOC-03,2025-12-09,Family Member,Urgent,30.4,Phone,Completed,0.2,24,True
REQ-002448,CLT-00502,SVC-01,LOC-03,2025-12-09,Family Member,Routine,39.1,Phone,Completed,1.7,168,True
REQ-002449,CLT-00100,SVC-05,LOC-03,2025-12-09,Client,Urgent,31.6,Referral,Completed,0.08,24,True
REQ-002450,CLT-00029,SVC-06,LOC-06,2025-12-09,Case Manager,Urgent,51.4,Case Manager,Completed,0.73,26,True
REQ-002451,CLT-00365,SVC-03,LOC-03,2025-12-09,Case Manager,Routine,64.7,Referral,Cancelled,1.02,168,True
REQ-002452,CLT-00156,SVC-08,LOC-07,2025-12-09,Family Member,Priority,32.2,Case Manager,Completed,1.21,79,True
REQ-002453,CLT-00227,SVC-03,LOC-01,2025-12-09,Family Member,Routine,19.7,Referral,Cancelled,0.63,168,True
REQ-002454,CLT-00109,SVC-07,LOC-08,2025-12-09,Case Manager,Routine,15.9,Portal,Completed,2.21,218,True
REQ-002455,CLT-00393,SVC-04,LOC-10,2025-12-09,Client,Routine,15.8,Phone,Completed,1.6,218,True
REQ-002456,CLT-00321,SVC-05,LOC-10,2025-12-09,Family Member,Routine,23.0,Phone,Cancelled,3.07,218,True
REQ-002457,CLT-00042,SVC-07,LOC-01,2025-12-09,Case Manager,Priority,39.5,Case Manager,Completed,0.44,72,True
REQ-002458,CLT-00071,SVC-05,LOC-02,2025-12-09,Client,Priority,56.5,Referral,Cancelled,1.41,72,True
REQ-002459,CLT-00419,SVC-01,LOC-02,2025-12-09,Client,Emergency,84.5,Referral,Scheduled,0.87,4,False
REQ-002460,CLT-00225,SVC-06,LOC-04,2025-12-09,Case Manager,Routine,40.1,Portal,Cancelled,0.04,168,True
REQ-002462,CLT-00145,SVC-03,LOC-08,2025-12-09,Case Manager,Urgent,31.0,Phone,Completed,1.42,31,False
REQ-002463,CLT-00433,SVC-02,LOC-01,2025-12-09,Client,Priority,35.9,Phone,Completed,0.21,72,True
REQ-002464,CLT-00475,SVC-01,LOC-03,2025-12-10,Family Member,Urgent,41.7,Referral,Completed,1.02,24,False
REQ-002466,CLT-00108,SVC-04,LOC-09,2025-12-10,Client,Routine,9.3,Portal,Cancelled,2.18,218,True
REQ-002467,CLT-00349,SVC-03,LOC-08,2025-12-10,Case Manager,Priority,67.9,Case Manager,Completed,1.24,94,True
REQ-002468,CLT-00235,SVC-03,LOC-08,2025-12-10,Case Manager,Urgent,39.1,Phone,Completed,1.16,31,True
REQ-002471,CLT-00183,SVC-04,LOC-08,2025-12-10,Family Member,Routine,11.2,Portal,Completed,0.24,218,True
REQ-002472,CLT-00043,SVC-06,LOC-03,2025-12-10,Client,Routine,28.3,Portal,Completed,0.45,168,True
REQ-002473,CLT-00074,SVC-03,LOC-08,2025-12-10,Client,Routine,18.5,Portal,Completed,1.71,218,True
REQ-002474,CLT-00226,SVC-08,LOC-09,2025-12-10,Case Manager,Routine,38.5,Portal,Cancelled,1.58,218,True
REQ-002475,CLT-00182,SVC-08,LOC-02,2025-12-10,GP / Clinician,Priority,42.9,Portal,Completed,0.78,72,True
REQ-002476,CLT-00201,SVC-07,LOC-04,2025-12-10,Case Manager,Urgent,66.9,Referral,Completed,1.74,24,False
REQ-002477,CLT-00516,SVC-03,LOC-09,2025-12-10,Client,Priority,41.1,Referral,Completed,1.31,94,True
REQ-002478,CLT-00267,SVC-02,LOC-10,2025-12-10,Family Member,Routine,62.5,Referral,Completed,2.88,218,True
REQ-002479,CLT-00420,SVC-02,LOC-06,2025-12-10,Family Member,Priority,68.5,Phone,Scheduled,0.54,79,True
REQ-002480,CLT-00193,SVC-06,LOC-07,2025-12-10,Family Member,Emergency,94.0,Phone,Completed,0.88,4,False
REQ-002481,CLT-00221,SVC-01,LOC-02,2025-12-10,Case Manager,Priority,76.1,Phone,Completed,1.54,72,True
REQ-002482,CLT-00041,SVC-03,LOC-07,2025-12-11,Case Manager,Routine,71.6,Phone,Completed,0.9,185,True
REQ-002483,CLT-00520,SVC-01,LOC-03,2025-12-11,Case Manager,Routine,92.2,Referral,Cancelled,2.06,168,True
REQ-002484,CLT-00022,SVC-05,LOC-06,2025-12-11,Client,Emergency,39.9,Referral,Completed,0.29,4,False
REQ-002485,CLT-00233,SVC-01,LOC-09,2025-12-11,GP / Clinician,Routine,39.5,Portal,Completed,2.69,218,True
REQ-002486,CLT-00085,SVC-07,LOC-10,2025-12-11,Client,Priority,20.1,Phone,Completed,3.22,94,True
REQ-002487,CLT-00242,SVC-01,LOC-04,2025-12-11,Client,Routine,45.6,Phone,Completed,0.53,168,True
REQ-002488,CLT-00135,SVC-03,LOC-04,2025-12-11,Family Member,Routine,85.1,Phone,Scheduled,3.09,168,True
REQ-002489,CLT-00263,SVC-06,LOC-06,2025-12-11,Client,Routine,8.2,Portal,Cancelled,1.65,185,True
REQ-002490,CLT-00013,SVC-05,LOC-05,2025-12-11,Client,Emergency,24.9,Phone,Completed,0.23,4,False
REQ-002491,CLT-00508,SVC-09,LOC-10,2025-12-11,Case Manager,Priority,41.0,Case Manager,Cancelled,0.69,94,True
REQ-002492,CLT-00020,SVC-03,LOC-09,2025-12-11,Client,Priority,20.0,Phone,Completed,0.48,94,True
REQ-002493,CLT-00184,SVC-07,LOC-06,2025-12-11,Family Member,Routine,13.1,Portal,Cancelled,1.22,185,True
REQ-002494,CLT-00286,SVC-02,LOC-07,2025-12-11,Client,Routine,44.5,Referral,Cancelled,1.15,185,True
REQ-002495,CLT-00098,SVC-01,LOC-03,2025-12-11,GP / Clinician,Routine,,Portal,Completed,0.44,168,True
REQ-002496,CLT-00515,SVC-01,LOC-02,2025-12-11,Case Manager,Routine,34.1,Portal,Completed,0.84,168,True
REQ-002497,CLT-00502,SVC-02,LOC-03,2025-12-11,Client,Routine,33.5,Referral,Completed,0.3,168,True
REQ-002498,CLT-00114,SVC-03,LOC-01,2025-12-11,Client,Routine,16.5,Portal,Completed,1.08,168,True
REQ-002500,CLT-00450,SVC-03,LOC-08,2025-12-11,Family Member,Urgent,83.6,Referral,Completed,1.06,31,True
REQ-002501,CLT-00191,SVC-05,LOC-06,2025-12-11,Client,Routine,23.2,Portal,Completed,0.39,185,True
REQ-002502,CLT-00007,SVC-06,LOC-08,2025-12-11,Client,Routine,66.5,Phone,Completed,4.37,218,True
REQ-002503,CLT-00349,SVC-02,LOC-08,2025-12-11,Case Manager,Priority,66.0,Phone,Completed,0.75,94,True
REQ-002505,CLT-00239,SVC-06,LOC-10,2025-12-12,GP / Clinician,Priority,33.4,Referral,Cancelled,1.25,94,True
REQ-002506,CLT-00200,SVC-01,LOC-10,2025-12-12,Family Member,Urgent,78.2,Portal,Completed,2.18,31,False
REQ-002507,CLT-00310,SVC-07,LOC-04,2025-12-12,Client,Routine,14.8,Referral,Cancelled,1.2,168,True
REQ-002508,CLT-00477,SVC-03,LOC-05,2025-12-12,Client,Routine,20.7,Phone,Completed,0.46,168,True
REQ-002509,CLT-00423,SVC-06,LOC-01,2025-12-12,GP / Clinician,Urgent,63.6,Phone,Completed,2.15,24,False
REQ-002510,CLT-00345,SVC-06,LOC-02,2025-12-12,Client,Routine,13.9,Portal,Scheduled,1.6,168,True
REQ-002511,CLT-00392,SVC-04,LOC-04,2025-12-12,Client,Priority,22.0,Referral,Cancelled,3.4,72,False
REQ-002512,CLT-00514,SVC-08,LOC-09,2025-12-12,Client,Emergency,35.3,Case Manager,Scheduled,0.57,5,False
REQ-002513,CLT-00309,SVC-01,LOC-06,2025-12-12,Client,Priority,,Phone,Completed,4.07,79,False
REQ-002514,CLT-00361,SVC-01,LOC-02,2025-12-12,Case Manager,Priority,58.1,Phone,Cancelled,0.77,72,True
REQ-002515,CLT-00323,SVC-07,LOC-07,2025-12-12,Family Member,Routine,12.4,Portal,Completed,2.15,185,True
REQ-002516,CLT-00325,SVC-04,LOC-07,2025-12-12,Client,Routine,37.8,Portal,Completed,5.97,185,True
REQ-002517,CLT-00313,SVC-01,LOC-09,2025-12-12,Case Manager,Urgent,79.4,Referral,Completed,0.8,31,True
REQ-002519,CLT-00301,SVC-02,LOC-01,2025-12-12,GP / Clinician,Urgent,83.0,Phone,Completed,1.19,24,False
REQ-002521,CLT-00086,SVC-09,LOC-07,2025-12-12,Family Member,Routine,42.6,Referral,Completed,1.14,185,True
REQ-002522,CLT-00344,SVC-01,LOC-05,2025-12-13,Family Member,Priority,41.4,Phone,Completed,2.68,72,True
REQ-002523,CLT-00471,SVC-07,LOC-04,2025-12-13,GP / Clinician,Routine,43.4,Portal,Completed,1.14,168,True
REQ-002525,CLT-00259,SVC-06,LOC-02,2025-12-13,Family Member,Priority,10.0,Phone,Completed,3.13,72,False
REQ-002526,CLT-00500,SVC-02,LOC-06,2025-12-13,GP / Clinician,Routine,15.2,Phone,Completed,3.01,185,True
REQ-002528,CLT-00017,SVC-05,LOC-06,2025-12-13,Client,Routine,7.7,Portal,Cancelled,2.77,185,True
REQ-002529,CLT-00453,SVC-02,LOC-06,2025-12-13,Case Manager,Urgent,62.6,Referral,Cancelled,0.29,26,True
REQ-002530,CLT-00019,SVC-01,LOC-07,2025-12-13,Client,Routine,12.6,Referral,Completed,1.91,185,True
REQ-002532,CLT-00442,SVC-05,LOC-05,2025-12-13,Case Manager,Routine,35.0,Phone,Completed,0.53,168,True
REQ-002533,CLT-00104,SVC-02,LOC-07,2025-12-14,Family Member,Priority,35.5,Portal,Completed,2.94,79,True
REQ-002534,CLT-00262,SVC-01,LOC-08,2025-12-14,Client,Emergency,80.4,Case Manager,Completed,0.48,5,False
REQ-002535,CLT-00085,SVC-03,LOC-10,2025-12-14,Family Member,Routine,10.8,Phone,Completed,0.35,218,True
REQ-002536,CLT-00332,SVC-02,LOC-06,2025-12-14,Family Member,Emergency,80.9,Referral,Completed,2.23,4,False
REQ-002537,CLT-00489,SVC-01,LOC-06,2025-12-14,Family Member,Routine,26.6,Referral,Completed,0.5,185,True
REQ-002538,CLT-00417,SVC-07,LOC-10,2025-12-14,Case Manager,Urgent,38.9,Phone,Completed,0.73,31,True
REQ-002539,CLT-00387,SVC-05,LOC-03,2025-12-14,Client,Priority,18.8,Portal,Completed,0.26,72,True
REQ-002540,CLT-00046,SVC-07,LOC-06,2025-12-14,Family Member,Priority,34.4,Phone,Completed,0.98,79,True
