appointment_id,request_id,employee_id,location_id,service_type_id,scheduled_date,status,travel_minutes,override_flag,override_reason,cancellation_reason,cancelled_by,notice_hours,rebooked_flag,client_satisfaction_score,outcome_quality_score,incident_flag,goal_achieved_flag,follow_up_required_flag
APT-001325,REQ-001421,EMP-00002,LOC-05,SVC-06,2025-10-15,Completed,16,False,,,,,,5.0,83.5,False,True,True
APT-001326,REQ-001422,EMP-00041,LOC-05,SVC-01,2025-10-14,Completed,19,False,,,,,,,80.3,False,True,False
APT-001327,REQ-001423,EMP-00028,LOC-05,SVC-04,2025-10-14,Completed,3,False,,,,,,3.4,91.2,False,True,True
APT-001328,REQ-001424,EMP-00049,LOC-01,SVC-07,2025-10-15,Completed,58,False,,,,,,5.0,84.9,False,True,False
APT-001329,REQ-001425,EMP-00008,LOC-08,SVC-06,2025-10-16,Completed,29,False,,,,,,4.7,69.9,False,True,False
APT-001330,REQ-001426,EMP-00104,LOC-09,SVC-01,2025-10-14,Completed,25,False,,,,,,4.3,69.9,False,False,False
APT-001331,REQ-001427,EMP-00122,LOC-03,SVC-02,2025-10-15,Completed,31,False,,,,,,3.7,84.2,False,True,False
APT-001334,REQ-001430,EMP-00010,LOC-02,SVC-07,2025-10-18,Completed,30,False,,,,,,5.0,88.4,False,True,False
APT-001335,REQ-001431,EMP-00067,LOC-03,SVC-08,2025-10-16,Completed,7,False,,,,,,4.4,81.0,False,True,False
APT-001336,REQ-001432,EMP-00137,LOC-02,SVC-02,2025-10-14,Completed,8,False,,,,,,5.0,95.7,False,True,False
APT-001337,REQ-001433,EMP-00106,LOC-01,SVC-07,2025-10-15,Completed,8,True,Continuity of care,,,,,4.8,58.9,False,True,False
APT-001338,REQ-001434,EMP-00028,LOC-04,SVC-04,2025-10-15,Completed,27,True,Skill match unavailable,,,,,3.6,85.6,False,True,False
APT-001339,REQ-001436,EMP-00044,LOC-06,SVC-02,2025-10-16,Completed,23,False,,,,,,,95.3,False,True,False
APT-001341,REQ-001438,EMP-00050,LOC-01,SVC-01,2025-10-15,Completed,25,False,,,,,,3.1,74.5,False,True,True
APT-001342,REQ-001439,EMP-00011,LOC-10,SVC-08,2025-10-16,Completed,43,True,Continuity of care,,,,,4.2,93.3,False,True,False
APT-001343,REQ-001440,EMP-00018,LOC-10,SVC-05,2025-10-16,Completed,27,False,,,,,,4.2,59.6,False,True,True
APT-001345,REQ-001442,EMP-00084,LOC-05,SVC-02,2025-10-15,Completed,32,False,,,,,,4.5,78.6,False,True,False
APT-001347,REQ-001444,EMP-00095,LOC-06,SVC-06,2025-10-16,Completed,7,False,,,,,,4.7,87.7,False,True,False
APT-001348,REQ-001445,EMP-00121,LOC-03,SVC-01,2025-10-16,Completed,7,False,,,,,,5.0,79.1,False,True,False
APT-001352,REQ-001449,EMP-00113,LOC-02,SVC-06,2025-10-15,Completed,17,False,,,,,,4.6,78.7,False,True,False
APT-001353,REQ-001450,EMP-00068,LOC-02,SVC-07,2025-10-16,Completed,19,False,,,,,,5.0,96.7,False,True,False
APT-001354,REQ-001451,EMP-00036,LOC-02,SVC-07,2025-10-18,Completed,13,False,,,,,,,71.5,False,True,False
APT-001358,REQ-001455,EMP-00080,LOC-10,SVC-09,2025-10-17,Completed,33,False,,,,,,,86.7,False,True,False
APT-001360,REQ-001457,EMP-00017,LOC-01,SVC-05,2025-10-16,Completed,23,False,,,,,,4.1,85.7,False,True,False
APT-001362,REQ-001459,EMP-00047,LOC-01,SVC-05,2025-10-17,Completed,20,False,,,,,,4.5,75.4,False,True,False
APT-001365,REQ-001464,EMP-00089,LOC-01,SVC-09,2025-10-17,Completed,30,False,,,,,,4.1,83.9,False,True,False
APT-001367,REQ-001467,EMP-00063,LOC-08,SVC-02,2025-10-16,Completed,46,False,,,,,,,89.7,False,True,False
APT-001369,REQ-001469,EMP-00037,LOC-03,SVC-05,2025-10-16,Completed,28,False,,,,,,5.0,91.3,False,True,False
APT-001372,REQ-001472,EMP-00008,LOC-06,SVC-02,2025-10-17,Completed,43,False,,,,,,3.3,95.3,False,True,False
APT-001376,REQ-001477,EMP-00010,LOC-02,SVC-01,2025-10-19,Completed,16,False,,,,,,4.8,79.8,False,True,False
APT-001378,REQ-001479,EMP-00013,LOC-07,SVC-05,2025-10-18,Completed,55,False,,,,,,5.0,79.7,False,True,False
APT-001379,REQ-001480,EMP-00036,LOC-08,SVC-03,2025-10-18,Completed,3,False,,,,,,4.2,85.3,False,True,False
APT-001381,REQ-001483,EMP-00102,LOC-10,SVC-05,2025-10-17,Completed,18,False,,,,,,3.9,73.0,False,True,False
APT-001384,REQ-001486,EMP-00141,LOC-05,SVC-04,2025-10-18,Completed,16,False,,,,,,,87.0,False,True,False
APT-001385,REQ-001487,EMP-00058,LOC-09,SVC-05,2025-10-21,Completed,42,False,,,,,,5.0,82.0,False,True,False
APT-001386,REQ-001488,EMP-00119,LOC-09,SVC-03,2025-10-19,Completed,44,False,,,,,,4.8,100.0,False,False,False
APT-001388,REQ-001491,EMP-00138,LOC-02,SVC-07,2025-10-18,Completed,26,False,,,,,,4.3,96.1,False,True,True
APT-001389,REQ-001492,EMP-00084,LOC-09,SVC-05,2025-10-17,Completed,15,False,,,,,,3.3,79.3,False,True,False
APT-001391,REQ-001494,EMP-00013,LOC-10,SVC-09,2025-10-22,Completed,39,False,,,,,,4.8,85.2,False,False,True
APT-001396,REQ-001499,EMP-00022,LOC-02,SVC-08,2025-10-18,Completed,15,False,,,,,,5.0,75.0,True,True,True
APT-001398,REQ-001501,EMP-00089,LOC-07,SVC-06,2025-10-18,Completed,47,False,,,,,,5.0,80.5,False,True,False
APT-001399,REQ-001502,EMP-00091,LOC-07,SVC-03,2025-10-19,Completed,17,False,,,,,,4.4,85.1,False,True,False
APT-001400,REQ-001503,EMP-00044,LOC-03,SVC-08,2025-10-19,Completed,26,False,,,,,,3.8,87.4,False,False,False
APT-001405,REQ-001508,EMP-00148,LOC-08,SVC-08,2025-10-21,Completed,30,False,,,,,,3.6,61.3,False,True,False
APT-001406,REQ-001509,EMP-00148,LOC-02,SVC-04,2025-10-21,Completed,12,False,,,,,,3.7,100.0,False,True,False
APT-001407,REQ-001510,EMP-00103,LOC-07,SVC-09,2025-10-20,Completed,37,False,,,,,,5.0,71.1,False,True,False
APT-001408,REQ-001512,EMP-00066,LOC-05,SVC-07,2025-10-20,Completed,3,False,,,,,,5.0,87.3,False,True,False
APT-001409,REQ-001513,EMP-00075,LOC-05,SVC-02,2025-10-21,Completed,20,False,,,,,,3.1,72.5,False,True,True
APT-001411,REQ-001515,EMP-00011,LOC-07,SVC-01,2025-10-20,Completed,7,False,,,,,,3.1,86.9,False,True,True
APT-001414,REQ-001518,EMP-00123,LOC-04,SVC-05,2025-10-20,Completed,18,False,,,,,,4.6,68.7,False,True,False
APT-001416,REQ-001520,EMP-00015,LOC-09,SVC-03,2025-10-21,Completed,19,False,,,,,,,78.1,False,False,False
APT-001418,REQ-001522,EMP-00058,LOC-09,SVC-02,2025-10-21,Completed,39,False,,,,,,4.6,82.4,False,True,True
APT-001419,REQ-001523,EMP-00117,LOC-01,SVC-01,2025-10-20,Completed,16,False,,,,,,3.6,95.7,False,True,False
APT-001421,REQ-001525,EMP-00093,LOC-05,SVC-09,2025-10-20,Completed,14,False,,,,,,4.6,74.7,False,True,False
APT-001424,REQ-001529,EMP-00065,LOC-07,SVC-05,2025-10-21,Completed,35,True,Continuity of care,,,,,4.1,62.9,False,True,False
APT-001425,REQ-001530,EMP-00050,LOC-03,SVC-01,2025-10-21,Completed,19,False,,,,,,,76.4,False,True,False
APT-001426,REQ-001531,EMP-00055,LOC-05,SVC-09,2025-10-20,Completed,28,False,,,,,,4.2,77.3,False,True,False
APT-001427,REQ-001532,EMP-00063,LOC-03,SVC-01,2025-10-20,Completed,26,False,,,,,,,69.0,False,True,True
APT-001429,REQ-001534,EMP-00098,LOC-09,SVC-06,2025-10-22,Completed,12,False,,,,,,3.4,74.8,False,True,False
APT-001430,REQ-001535,EMP-00093,LOC-03,SVC-05,2025-10-21,Completed,3,False,,,,,,3.9,82.2,False,False,False
APT-001431,REQ-001537,EMP-00038,LOC-05,SVC-07,2025-10-21,Completed,10,False,,,,,,4.0,82.9,False,True,False
APT-001432,REQ-001539,EMP-00128,LOC-10,SVC-01,2025-10-23,Completed,23,False,,,,,,4.3,64.1,False,True,True
APT-001434,REQ-001541,EMP-00141,LOC-04,SVC-08,2025-10-21,Completed,18,False,,,,,,5.0,75.6,False,True,False
APT-001435,REQ-001542,EMP-00096,LOC-09,SVC-02,2025-10-22,Completed,22,False,,,,,,4.8,95.1,False,True,False
APT-001436,REQ-001543,EMP-00109,LOC-10,SVC-04,2025-10-22,Completed,53,False,,,,,,4.7,87.9,False,True,False
APT-001437,REQ-001544,EMP-00011,LOC-03,SVC-03,2025-10-23,Completed,4,False,,,,,,,71.7,False,True,False
APT-001438,REQ-001545,EMP-00070,LOC-10,SVC-09,2025-10-24,Completed,8,False,,,,,,3.8,78.4,False,True,True
APT-001439,REQ-001546,EMP-00142,LOC-02,SVC-01,2025-10-21,Completed,25,False,,,,,,3.7,88.3,False,True,False
APT-001440,REQ-001548,EMP-00093,LOC-08,SVC-05,2025-10-21,Completed,24,False,,,,,,5.0,88.9,False,True,False
APT-001441,REQ-001549,EMP-00036,LOC-04,SVC-03,2025-10-21,Completed,31,False,,,,,,4.6,90.1,False,True,False
APT-001442,REQ-001550,EMP-00049,LOC-10,SVC-01,2025-10-21,Completed,6,False,,,,,,4.1,93.7,False,True,False
APT-001444,REQ-001552,EMP-00054,LOC-05,SVC-06,2025-10-21,Completed,13,True,Skill match unavailable,,,,,5.0,64.1,False,True,False
APT-001445,REQ-001553,EMP-00084,LOC-08,SVC-09,2025-10-21,Completed,11,False,,,,,,4.0,71.6,False,True,True
APT-001448,REQ-001557,EMP-00099,LOC-09,SVC-06,2025-10-22,Completed,33,False,,,,,,4.4,78.4,False,True,False
APT-001449,REQ-001558,EMP-00086,LOC-05,SVC-03,2025-10-21,Completed,15,False,,,,,,4.6,98.9,False,True,False
APT-001450,REQ-001559,EMP-00037,LOC-06,SVC-02,2025-10-22,Completed,16,False,,,,,,,92.6,False,True,False
APT-001453,REQ-001562,EMP-00139,LOC-06,SVC-01,2025-10-22,Completed,36,False,,,,,,,73.2,False,True,True
APT-001458,REQ-001568,EMP-00068,LOC-02,SVC-06,2025-10-22,Completed,29,False,,,,,,3.8,97.8,False,True,False
APT-001459,REQ-001569,EMP-00090,LOC-01,SVC-05,2025-10-23,Completed,6,True,Urgent reassignment,,,,,4.1,93.8,False,False,False
APT-001460,REQ-001570,EMP-00134,LOC-03,SVC-06,2025-10-22,Completed,31,False,,,,,,3.4,79.2,True,True,False
APT-001461,REQ-001571,EMP-00075,LOC-08,SVC-04,2025-10-23,Completed,46,False,,,,,,4.0,91.4,False,True,False
APT-001462,REQ-001572,EMP-00143,LOC-06,SVC-04,2025-10-23,Completed,63,False,,,,,,4.4,97.4,False,True,False
APT-001464,REQ-001574,EMP-00092,LOC-02,SVC-07,2025-10-23,Completed,26,False,,,,,,4.2,100.0,False,True,False
APT-001467,REQ-001577,EMP-00055,LOC-10,SVC-03,2025-10-23,Completed,44,False,,,,,,4.6,71.0,False,True,True
APT-001468,REQ-001578,EMP-00092,LOC-06,SVC-07,2025-10-26,Completed,14,False,,,,,,4.1,92.9,False,False,False
APT-001469,REQ-001579,EMP-00103,LOC-06,SVC-05,2025-10-23,Completed,17,False,,,,,,5.0,100.0,False,False,False
APT-001470,REQ-001580,EMP-00106,LOC-06,SVC-07,2025-10-25,Completed,42,True,Continuity of care,,,,,5.0,67.8,False,True,True
APT-001472,REQ-001583,EMP-00017,LOC-10,SVC-01,2025-10-25,Completed,3,False,,,,,,3.4,67.4,False,True,False
APT-001475,REQ-001586,EMP-00121,LOC-02,SVC-06,2025-10-24,Completed,3,False,,,,,,5.0,80.5,False,True,True
APT-001477,REQ-001588,EMP-00099,LOC-10,SVC-06,2025-10-23,Completed,12,False,,,,,,5.0,64.7,False,True,False
APT-001478,REQ-001589,EMP-00058,LOC-09,SVC-07,2025-10-23,Completed,15,False,,,,,,4.1,89.9,False,True,False
APT-001481,REQ-001592,EMP-00109,LOC-02,SVC-01,2025-10-28,Completed,3,False,,,,,,,84.1,False,True,False
APT-001482,REQ-001593,EMP-00063,LOC-07,SVC-04,2025-10-25,Completed,35,False,,,,,,4.0,66.1,False,True,False
APT-001484,REQ-001597,EMP-00129,LOC-06,SVC-04,2025-10-26,Completed,25,False,,,,,,,87.0,False,True,False
APT-001489,REQ-001602,EMP-00067,LOC-07,SVC-01,2025-10-24,Completed,20,False,,,,,,4.2,96.2,False,True,False
APT-001491,REQ-001604,EMP-00043,LOC-06,SVC-05,2025-10-25,Completed,32,False,,,,,,4.8,83.1,True,True,True
APT-001492,REQ-001605,EMP-00054,LOC-06,SVC-05,2025-10-25,Completed,30,False,,,,,,4.0,73.6,False,True,False
APT-001493,REQ-001606,EMP-00098,LOC-05,SVC-08,2025-10-25,Completed,40,False,,,,,,4.2,84.5,False,True,True
APT-001494,REQ-001608,EMP-00121,LOC-04,SVC-09,2025-10-25,Completed,34,True,Skill match unavailable,,,,,3.1,100.0,False,True,False
APT-001498,REQ-001613,EMP-00063,LOC-01,SVC-05,2025-10-24,Completed,20,False,,,,,,4.6,83.6,False,True,True
APT-001500,REQ-001615,EMP-00085,LOC-09,SVC-07,2025-10-25,Completed,34,False,,,,,,2.8,81.8,False,True,False
APT-001501,REQ-001616,EMP-00067,LOC-10,SVC-07,2025-10-24,Completed,29,False,,,,,,4.1,87.4,False,True,False
APT-001504,REQ-001619,EMP-00023,LOC-07,SVC-02,2025-10-25,Completed,3,False,,,,,,3.9,89.2,False,True,False
APT-001505,REQ-001620,EMP-00075,LOC-09,SVC-05,2025-10-25,Completed,12,False,,,,,,3.8,90.5,False,True,False
APT-001506,REQ-001621,EMP-00138,LOC-01,SVC-03,2025-10-26,Completed,22,False,,,,,,4.5,85.1,False,True,True
APT-001507,REQ-001622,EMP-00031,LOC-05,SVC-05,2025-10-26,Completed,22,False,,,,,,4.1,86.6,False,True,True
APT-001508,REQ-001623,EMP-00067,LOC-08,SVC-02,2025-10-25,Completed,3,False,,,,,,4.7,90.3,False,True,False
APT-001509,REQ-001624,EMP-00139,LOC-08,SVC-02,2025-10-25,Completed,24,False,,,,,,4.2,77.5,False,False,True
APT-001511,REQ-001626,EMP-00133,LOC-02,SVC-01,2025-10-26,Completed,38,False,,,,,,5.0,84.1,False,True,True
APT-001512,REQ-001627,EMP-00065,LOC-05,SVC-01,2025-10-25,Completed,45,False,,,,,,4.7,96.9,False,False,False
APT-001513,REQ-001628,EMP-00117,LOC-08,SVC-01,2025-10-26,Completed,50,False,,,,,,5.0,90.1,False,True,False
APT-001514,REQ-001629,EMP-00129,LOC-09,SVC-01,2025-10-25,Completed,50,False,,,,,,3.7,87.7,False,True,False
APT-001515,REQ-001630,EMP-00036,LOC-07,SVC-03,2025-10-26,Completed,35,False,,,,,,3.0,77.4,False,True,False
APT-001519,REQ-001635,EMP-00095,LOC-05,SVC-05,2025-10-26,Completed,26,False,,,,,,4.8,85.7,False,True,False
APT-001524,REQ-001640,EMP-00103,LOC-04,SVC-04,2025-10-27,Completed,33,False,,,,,,4.9,75.8,False,True,False
APT-001527,REQ-001644,EMP-00128,LOC-09,SVC-04,2025-10-30,Completed,15,False,,,,,,,74.2,False,True,True
APT-001528,REQ-001645,EMP-00030,LOC-08,SVC-01,2025-10-29,Completed,21,False,,,,,,3.8,67.4,False,True,False
APT-001529,REQ-001646,EMP-00128,LOC-10,SVC-02,2025-10-27,Completed,39,False,,,,,,3.7,80.8,False,True,False
APT-001531,REQ-001648,EMP-00084,LOC-04,SVC-09,2025-10-27,Completed,30,False,,,,,,4.1,66.5,False,True,True
APT-001534,REQ-001651,EMP-00137,LOC-02,SVC-01,2025-10-27,Completed,28,False,,,,,,3.5,69.1,False,True,False
APT-001535,REQ-001653,EMP-00027,LOC-10,SVC-01,2025-10-28,Completed,36,False,,,,,,3.3,65.9,False,False,False
APT-001536,REQ-001654,EMP-00090,LOC-02,SVC-08,2025-10-29,Completed,17,False,,,,,,5.0,86.3,False,False,False
APT-001537,REQ-001655,EMP-00094,LOC-03,SVC-01,2025-10-28,Completed,28,False,,,,,,4.6,100.0,False,True,True
APT-001538,REQ-001656,EMP-00051,LOC-03,SVC-04,2025-10-28,Completed,4,False,,,,,,5.0,100.0,False,True,True
APT-001539,REQ-001657,EMP-00066,LOC-06,SVC-05,2025-10-28,Completed,10,False,,,,,,5.0,81.9,False,True,True
APT-001540,REQ-001658,EMP-00014,LOC-08,SVC-08,2025-10-28,Completed,9,False,,,,,,3.5,84.8,False,False,False
APT-001541,REQ-001659,EMP-00018,LOC-09,SVC-05,2025-10-29,Completed,38,False,,,,,,4.2,81.7,False,True,True
APT-001543,REQ-001661,EMP-00101,LOC-10,SVC-06,2025-10-28,Completed,32,False,,,,,,4.8,87.8,False,True,False
APT-001544,REQ-001662,EMP-00015,LOC-07,SVC-02,2025-11-01,Completed,27,False,,,,,,4.8,80.6,False,True,True
APT-001545,REQ-001663,EMP-00095,LOC-06,SVC-09,2025-10-29,Completed,12,False,,,,,,4.5,85.3,False,True,True
APT-001548,REQ-001666,EMP-00040,LOC-09,SVC-01,2025-10-28,Completed,22,True,Continuity of care,,,,,5.0,66.0,False,True,False
APT-001549,REQ-001667,EMP-00148,LOC-05,SVC-04,2025-10-28,Completed,23,False,,,,,,4.7,79.3,False,True,False
APT-001550,REQ-001668,EMP-00110,LOC-03,SVC-02,2025-10-28,Completed,20,False,,,,,,4.4,89.0,False,True,False
APT-001552,REQ-001670,EMP-00089,LOC-06,SVC-07,2025-10-28,Completed,34,False,,,,,,4.9,80.2,False,True,False
APT-001553,REQ-001671,EMP-00141,LOC-01,SVC-07,2025-10-28,Completed,39,False,,,,,,3.8,81.3,False,True,False
APT-001554,REQ-001672,EMP-00028,LOC-07,SVC-06,2025-10-28,Completed,12,False,,,,,,4.0,62.8,False,True,False
APT-001555,REQ-001674,EMP-00102,LOC-08,SVC-09,2025-10-29,Completed,14,False,,,,,,3.6,60.3,False,True,False
APT-001556,REQ-001676,EMP-00016,LOC-06,SVC-02,2025-10-29,Completed,3,False,,,,,,3.8,95.8,False,True,False
APT-001557,REQ-001677,EMP-00133,LOC-10,SVC-09,2025-10-28,Completed,42,False,,,,,,3.8,81.4,False,True,True
APT-001559,REQ-001679,EMP-00033,LOC-07,SVC-05,2025-10-28,Completed,25,False,,,,,,4.2,76.8,False,False,False
APT-001560,REQ-001680,EMP-00123,LOC-10,SVC-05,2025-10-30,Completed,46,False,,,,,,3.5,90.3,False,True,False
APT-001561,REQ-001681,EMP-00142,LOC-06,SVC-08,2025-10-28,Completed,43,False,,,,,,5.0,82.6,False,True,False
APT-001562,REQ-001682,EMP-00013,LOC-01,SVC-01,2025-10-29,Completed,23,False,,,,,,4.8,69.2,False,True,False
APT-001563,REQ-001683,EMP-00131,LOC-07,SVC-03,2025-10-28,Completed,35,False,,,,,,4.4,74.1,False,True,False
APT-001565,REQ-001685,EMP-00118,LOC-09,SVC-07,2025-10-29,Completed,21,False,,,,,,3.9,82.8,False,True,False
APT-001566,REQ-001686,EMP-00056,LOC-10,SVC-01,2025-10-30,Completed,32,False,,,,,,,77.2,False,True,False
APT-001569,REQ-001689,EMP-00058,LOC-08,SVC-03,2025-10-29,Completed,38,True,Client preference,,,,,3.9,82.7,False,True,False
APT-001571,REQ-001691,EMP-00063,LOC-03,SVC-03,2025-10-30,Completed,19,False,,,,,,4.1,80.4,False,False,False
APT-001572,REQ-001692,EMP-00022,LOC-07,SVC-07,2025-10-29,Completed,10,False,,,,,,4.7,91.5,False,True,True
APT-001573,REQ-001693,EMP-00018,LOC-09,SVC-01,2025-10-29,Completed,9,True,Urgent reassignment,,,,,4.7,93.7,False,True,False
APT-001575,REQ-001695,EMP-00025,LOC-08,SVC-01,2025-10-30,Completed,9,False,,,,,,3.9,74.0,False,True,False
APT-001576,REQ-001696,EMP-00069,LOC-05,SVC-02,2025-10-29,Completed,27,False,,,,,,3.5,88.9,False,False,False
APT-001577,REQ-001697,EMP-00066,LOC-01,SVC-01,2025-10-30,Completed,25,False,,,,,,3.5,96.3,False,True,False
APT-001578,REQ-001698,EMP-00022,LOC-10,SVC-03,2025-10-31,Completed,53,False,,,,,,5.0,92.3,False,True,False
APT-001581,REQ-001703,EMP-00033,LOC-09,SVC-02,2025-10-29,Completed,35,False,,,,,,4.4,85.3,False,True,False
APT-001582,REQ-001704,EMP-00089,LOC-03,SVC-07,2025-10-29,Completed,12,False,,,,,,4.4,90.3,False,False,False
APT-001583,REQ-001705,EMP-00121,LOC-05,SVC-05,2025-10-30,Completed,33,False,,,,,,5.0,63.4,False,True,False
APT-001584,REQ-001706,EMP-00066,LOC-01,SVC-09,2025-10-30,Completed,41,False,,,,,,5.0,75.1,False,False,False
APT-001585,REQ-001707,EMP-00112,LOC-02,SVC-09,2025-10-30,Completed,9,False,,,,,,3.6,71.3,False,True,True
APT-001586,REQ-001708,EMP-00058,LOC-05,SVC-05,2025-10-30,Completed,10,True,Skill match unavailable,,,,,3.0,82.4,False,True,True
APT-001588,REQ-001710,EMP-00030,LOC-08,SVC-08,2025-10-31,Completed,33,False,,,,,,4.7,79.4,False,True,True
APT-001591,REQ-001715,EMP-00075,LOC-03,SVC-04,2025-11-01,Completed,6,False,,,,,,4.0,65.4,False,True,False
APT-001592,REQ-001716,EMP-00102,LOC-10,SVC-06,2025-10-30,Completed,3,False,,,,,,4.5,99.2,False,False,True
APT-001593,REQ-001717,EMP-00052,LOC-04,SVC-01,2025-10-30,Completed,36,False,,,,,,3.6,72.2,False,True,False
APT-001597,REQ-001721,EMP-00086,LOC-04,SVC-02,2025-10-30,Completed,16,False,,,,,,4.4,83.1,True,True,False
APT-001599,REQ-001723,EMP-00047,LOC-10,SVC-01,2025-11-01,Completed,4,False,,,,,,4.7,98.4,False,True,False
APT-001603,REQ-001728,EMP-00129,LOC-06,SVC-03,2025-11-01,Completed,29,False,,,,,,5.0,91.8,False,True,False
APT-001604,REQ-001729,EMP-00005,LOC-10,SVC-03,2025-10-31,Completed,48,False,,,,,,4.3,90.5,False,True,False
APT-001606,REQ-001731,EMP-00096,LOC-01,SVC-02,2025-11-01,Completed,33,False,,,,,,,88.8,False,True,True
APT-001607,REQ-001732,EMP-00036,LOC-09,SVC-04,2025-10-31,Completed,35,False,,,,,,3.1,90.4,False,True,True
APT-001608,REQ-001733,EMP-00005,LOC-01,SVC-01,2025-10-31,Completed,31,False,,,,,,4.3,81.3,False,True,True
APT-001609,REQ-001734,EMP-00022,LOC-04,SVC-06,2025-11-01,Completed,22,False,,,,,,4.8,73.3,False,True,False
APT-001612,REQ-001737,EMP-00027,LOC-09,SVC-09,2025-11-01,Completed,8,False,,,,,,3.8,92.1,False,True,False
APT-001613,REQ-001738,EMP-00015,LOC-07,SVC-02,2025-10-31,Completed,3,False,,,,,,4.6,72.9,False,True,False
APT-001614,REQ-001739,EMP-00085,LOC-01,SVC-03,2025-11-02,Completed,33,False,,,,,,4.0,99.9,False,True,False
APT-001615,REQ-001740,EMP-00105,LOC-05,SVC-07,2025-10-31,Completed,39,False,,,,,,4.8,71.8,False,True,False
APT-001616,REQ-001741,EMP-00126,LOC-06,SVC-08,2025-11-01,Completed,11,False,,,,,,3.1,95.9,False,True,False
APT-001617,REQ-001742,EMP-00146,LOC-01,SVC-01,2025-11-01,Completed,32,False,,,,,,4.1,93.7,False,True,False
APT-001620,REQ-001745,EMP-00031,LOC-05,SVC-03,2025-11-02,Completed,3,False,,,,,,4.0,86.1,False,True,False
APT-001621,REQ-001746,EMP-00057,LOC-09,SVC-01,2025-11-06,Completed,5,False,,,,,,4.8,89.1,False,True,True
APT-001622,REQ-001747,EMP-00102,LOC-09,SVC-01,2025-11-01,Completed,17,False,,,,,,4.4,66.1,False,True,True
APT-001623,REQ-001748,EMP-00129,LOC-09,SVC-01,2025-11-02,Completed,26,False,,,,,,5.0,81.2,False,True,False
APT-001626,REQ-001751,EMP-00064,LOC-08,SVC-03,2025-11-02,Completed,50,False,,,,,,4.0,86.0,False,True,False
APT-001629,REQ-001754,EMP-00065,LOC-03,SVC-07,2025-11-01,Completed,20,False,,,,,,4.0,61.8,False,False,False
APT-001631,REQ-001756,EMP-00105,LOC-07,SVC-01,2025-11-02,Completed,48,False,,,,,,4.1,73.2,False,True,True
APT-001636,REQ-001761,EMP-00126,LOC-02,SVC-09,2025-11-02,Completed,12,False,,,,,,3.5,80.0,False,True,False
APT-001637,REQ-001762,EMP-00095,LOC-08,SVC-09,2025-11-05,Completed,11,False,,,,,,3.7,73.9,False,True,False
APT-001638,REQ-001763,EMP-00038,LOC-06,SVC-07,2025-11-02,Completed,30,False,,,,,,4.0,78.0,False,True,True
APT-001639,REQ-001764,EMP-00136,LOC-08,SVC-09,2025-11-02,Completed,13,False,,,,,,4.5,72.6,False,True,False
APT-001640,REQ-001765,EMP-00103,LOC-02,SVC-07,2025-11-02,Completed,3,False,,,,,,3.7,87.3,False,True,False
APT-001642,REQ-001767,EMP-00004,LOC-10,SVC-04,2025-11-02,Completed,23,False,,,,,,4.2,81.9,False,False,True
APT-001643,REQ-001768,EMP-00006,LOC-02,SVC-05,2025-11-05,Completed,36,False,,,,,,4.6,73.1,False,True,False
APT-001645,REQ-001770,EMP-00115,LOC-06,SVC-01,2025-11-05,Completed,27,False,,,,,,5.0,99.2,False,True,False
APT-001647,REQ-001772,EMP-00010,LOC-01,SVC-07,2025-11-04,Completed,12,False,,,,,,3.6,71.8,False,True,False
APT-001649,REQ-001774,EMP-00119,LOC-02,SVC-09,2025-11-05,Completed,25,False,,,,,,4.5,65.8,False,False,False
APT-001650,REQ-001775,EMP-00089,LOC-09,SVC-02,2025-11-06,Completed,30,True,Skill match unavailable,,,,,3.5,89.2,False,True,False
APT-001652,REQ-001777,EMP-00120,LOC-10,SVC-01,2025-11-04,Completed,37,False,,,,,,4.7,70.3,False,False,False
APT-001656,REQ-001783,EMP-00041,LOC-07,SVC-01,2025-11-05,Completed,17,False,,,,,,4.8,80.5,False,True,False
APT-001657,REQ-001784,EMP-00121,LOC-02,SVC-07,2025-11-04,Completed,12,False,,,,,,,85.3,False,True,False
APT-001658,REQ-001785,EMP-00021,LOC-10,SVC-01,2025-11-04,Completed,44,False,,,,,,4.1,66.9,False,False,False
APT-001659,REQ-001786,EMP-00004,LOC-06,SVC-01,2025-11-04,Completed,7,False,,,,,,5.0,72.2,False,True,False
APT-001660,REQ-001787,EMP-00056,LOC-07,SVC-07,2025-11-06,Completed,8,False,,,,,,4.1,92.3,False,True,False
APT-001661,REQ-001788,EMP-00092,LOC-10,SVC-04,2025-11-04,Completed,41,False,,,,,,,74.8,False,True,False
APT-001664,REQ-001791,EMP-00051,LOC-08,SVC-03,2025-11-05,Completed,31,False,,,,,,,76.6,False,True,False
APT-001665,REQ-001792,EMP-00098,LOC-09,SVC-01,2025-11-03,Completed,6,False,,,,,,3.8,99.2,False,False,False
APT-001666,REQ-001793,EMP-00062,LOC-05,SVC-06,2025-11-03,Completed,26,False,,,,,,4.4,87.4,False,True,False
APT-001667,REQ-001794,EMP-00075,LOC-10,SVC-06,2025-11-05,Completed,16,False,,,,,,4.0,91.5,False,False,False
APT-001668,REQ-001795,EMP-00014,LOC-03,SVC-08,2025-11-03,Completed,15,False,,,,,,,90.4,False,True,False
APT-001671,REQ-001798,EMP-00100,LOC-03,SVC-09,2025-11-05,Completed,13,False,,,,,,3.7,98.0,False,True,True
