shift_id,employee_id,shift_date,location_id,shift_type,planned_start,planned_end,planned_hours,actual_hours,status,is_overtime_flag,hours_outlier_flag
SFT-001304,EMP-00016,2025-09-02,LOC-08,AM,07:00:00,15:00:00,8.0,8.19,Completed,False,False
SFT-001305,EMP-00016,2025-09-04,LOC-08,PM,13:00:00,21:00:00,8.0,7.97,Completed,False,False
SFT-001306,EMP-00016,2025-09-06,LOC-08,Split,07:00:00,19:00:00,10.0,10.0,Completed,False,False
SFT-001307,EMP-00016,2025-09-07,LOC-08,AM,07:00:00,15:00:00,8.0,7.88,Completed,False,False
SFT-001308,EMP-00016,2025-09-08,LOC-08,AM,07:00:00,15:00:00,8.0,10.66,Completed,True,False
SFT-001309,EMP-00016,2025-09-09,LOC-08,AM,07:00:00,15:00:00,8.0,8.11,Completed,False,False
SFT-001310,EMP-00016,2025-09-11,LOC-08,AM,07:00:00,15:00:00,8.0,8.0,Completed,False,False
SFT-001311,EMP-00016,2025-09-13,LOC-08,PM,13:00:00,21:00:00,8.0,7.88,Completed,False,False
SFT-001312,EMP-00016,2025-09-14,LOC-08,AM,07:00:00,15:00:00,8.0,8.1,Completed,False,False
SFT-001313,EMP-00016,2025-09-15,LOC-08,PM,13:00:00,21:00:00,8.0,8.11,Completed,False,False
SFT-001314,EMP-00016,2025-09-16,LOC-08,AM,07:00:00,15:00:00,8.0,8.89,Completed,True,False
SFT-001315,EMP-00016,2025-09-18,LOC-08,PM,13:00:00,21:00:00,8.0,7.83,Completed,False,False
SFT-001316,EMP-00016,2025-09-20,LOC-08,PM,13:00:00,21:00:00,8.0,7.82,Completed,False,False
SFT-001317,EMP-00016,2025-09-21,LOC-08,AM,07:00:00,15:00:00,8.0,7.7,Completed,False,False
SFT-001318,EMP-00016,2025-09-22,LOC-08,AM,07:00:00,15:00:00,8.0,8.08,Completed,False,False
SFT-001319,EMP-00016,2025-09-23,LOC-08,AM,07:00:00,15:00:00,8.0,7.8,Completed,False,False
SFT-001320,EMP-00016,2025-09-25,LOC-08,PM,13:00:00,21:00:00,8.0,8.01,Completed,False,False
SFT-001321,EMP-00016,2025-09-28,LOC-08,AM,07:00:00,15:00:00,8.0,7.84,Completed,False,False
SFT-001322,EMP-00016,2025-09-29,LOC-08,PM,13:00:00,21:00:00,8.0,7.89,Completed,False,False
SFT-001323,EMP-00016,2025-09-30,LOC-08,AM,07:00:00,15:00:00,8.0,8.13,Completed,False,False
SFT-001324,EMP-00016,2025-10-02,LOC-08,AM,07:00:00,15:00:00,8.0,7.93,Completed,False,False
SFT-001325,EMP-00016,2025-10-04,LOC-08,AM,07:00:00,15:00:00,8.0,8.15,Completed,False,False
SFT-001326,EMP-00016,2025-10-05,LOC-08,Night,21:00:00,07:00:00,8.0,7.86,Completed,False,False
SFT-001327,EMP-00016,2025-10-06,LOC-08,AM,07:00:00,15:00:00,8.0,9.29,Completed,True,False
SFT-001328,EMP-00016,2025-10-07,LOC-08,AM,07:00:00,15:00:00,8.0,8.0,Completed,False,False
SFT-001329,EMP-00016,2025-10-09,LOC-08,PM,13:00:00,21:00:00,8.0,7.77,Completed,False,False
SFT-001330,EMP-00016,2025-10-11,LOC-08,PM,13:00:00,21:00:00,8.0,8.04,Completed,False,False
SFT-001331,EMP-00016,2025-10-12,LOC-08,PM,13:00:00,21:00:00,8.0,8.06,Completed,False,False
SFT-001332,EMP-00016,2025-10-13,LOC-08,Night,21:00:00,07:00:00,8.0,7.8,Completed,False,False
SFT-001333,EMP-00016,2025-10-14,LOC-08,Split,07:00:00,19:00:00,10.0,9.9,Completed,False,False
SFT-001334,EMP-00016,2025-10-16,LOC-08,AM,07:00:00,15:00:00,8.0,8.11,Completed,False,False
SFT-001335,EMP-00016,2025-10-18,LOC-08,Night,21:00:00,07:00:00,8.0,8.02,Completed,False,False
SFT-001336,EMP-00016,2025-10-19,LOC-08,PM,13:00:00,21:00:00,8.0,7.85,Completed,False,False
SFT-001337,EMP-00016,2025-10-20,LOC-08,AM,07:00:00,15:00:00,8.0,7.96,Completed,False,False
SFT-001338,EMP-00016,2025-10-21,LOC-08,AM,07:00:00,15:00:00,8.0,7.88,Completed,False,False
SFT-001339,EMP-00016,2025-10-23,LOC-08,AM,07:00:00,15:00:00,8.0,7.91,Completed,False,False
SFT-001340,EMP-00016,2025-10-25,LOC-08,Split,07:00:00,19:00:00,10.0,9.82,Completed,False,False
SFT-001341,EMP-00016,2025-10-26,LOC-08,PM,13:00:00,21:00:00,8.0,7.76,Completed,False,False
SFT-001342,EMP-00016,2025-10-27,LOC-08,Night,21:00:00,07:00:00,8.0,8.22,Completed,False,False
SFT-001343,EMP-00016,2025-10-28,LOC-08,PM,13:00:00,21:00:00,8.0,7.82,Completed,False,False
SFT-001344,EMP-00016,2025-10-30,LOC-08,AM,07:00:00,15:00:00,8.0,8.17,Completed,False,False
SFT-001345,EMP-00016,2025-11-01,LOC-08,AM,07:00:00,15:00:00,8.0,7.85,Completed,False,False
SFT-001346,EMP-00016,2025-11-02,LOC-08,PM,13:00:00,21:00:00,8.0,8.03,Completed,False,False
SFT-001347,EMP-00016,2025-11-03,LOC-08,PM,13:00:00,21:00:00,8.0,8.1,Completed,False,False
SFT-001348,EMP-00016,2025-11-04,LOC-08,AM,07:00:00,15:00:00,8.0,7.91,Completed,False,False
SFT-001349,EMP-00016,2025-11-08,LOC-08,AM,07:00:00,15:00:00,8.0,8.85,Completed,True,False
SFT-001350,EMP-00016,2025-11-09,LOC-08,Split,07:00:00,19:00:00,10.0,9.89,Completed,False,False
SFT-001351,EMP-00016,2025-11-10,LOC-08,PM,13:00:00,21:00:00,8.0,9.01,Completed,True,False
SFT-001352,EMP-00016,2025-11-11,LOC-08,Night,21:00:00,07:00:00,8.0,8.17,Completed,False,False
SFT-001353,EMP-00016,2025-11-13,LOC-08,AM,07:00:00,15:00:00,8.0,8.26,Completed,False,False
SFT-001354,EMP-00016,2025-11-15,LOC-08,PM,13:00:00,21:00:00,8.0,8.08,Completed,False,False
SFT-001355,EMP-00016,2025-11-16,LOC-08,PM,13:00:00,21:00:00,8.0,8.04,Completed,False,False
SFT-001356,EMP-00016,2025-11-17,LOC-08,AM,07:00:00,15:00:00,8.0,7.92,Completed,False,False
SFT-001357,EMP-00016,2025-11-18,LOC-08,AM,07:00:00,15:00:00,8.0,7.94,Completed,False,False
SFT-001358,EMP-00016,2025-11-20,LOC-08,AM,07:00:00,15:00:00,8.0,8.18,Completed,False,False
SFT-001359,EMP-00016,2025-11-22,LOC-08,PM,13:00:00,21:00:00,8.0,8.11,Completed,False,False
SFT-001360,EMP-00016,2025-11-23,LOC-08,Split,07:00:00,19:00:00,10.0,10.73,Completed,True,False
SFT-001361,EMP-00016,2025-11-24,LOC-08,AM,07:00:00,15:00:00,8.0,8.03,Completed,False,False
SFT-001362,EMP-00016,2025-11-25,LOC-08,PM,13:00:00,21:00:00,8.0,9.94,Completed,True,False
SFT-001363,EMP-00016,2025-11-27,LOC-08,AM,07:00:00,15:00:00,8.0,8.05,Completed,False,False
SFT-001364,EMP-00016,2025-12-01,LOC-08,AM,07:00:00,15:00:00,8.0,8.07,Completed,False,False
SFT-001365,EMP-00016,2025-12-02,LOC-08,Split,07:00:00,19:00:00,10.0,10.09,Completed,False,False
SFT-001366,EMP-00016,2025-12-04,LOC-08,Split,07:00:00,19:00:00,10.0,10.02,Completed,False,False
SFT-001367,EMP-00016,2025-12-06,LOC-08,AM,07:00:00,15:00:00,8.0,8.22,Completed,False,False
SFT-001368,EMP-00016,2025-12-07,LOC-08,Night,21:00:00,07:00:00,8.0,7.91,Completed,False,False
SFT-001369,EMP-00016,2025-12-08,LOC-08,AM,07:00:00,15:00:00,8.0,7.71,Completed,False,False
SFT-001370,EMP-00016,2025-12-09,LOC-08,Night,21:00:00,07:00:00,8.0,7.91,Completed,False,False
SFT-001371,EMP-00016,2025-12-11,LOC-08,PM,13:00:00,21:00:00,8.0,10.33,Completed,True,False
SFT-001372,EMP-00016,2025-12-13,LOC-08,Night,21:00:00,07:00:00,8.0,8.05,Completed,False,False
SFT-001373,EMP-00016,2025-12-14,LOC-08,PM,13:00:00,21:00:00,8.0,7.92,Completed,False,False
SFT-001374,EMP-00016,2025-12-15,LOC-08,Night,21:00:00,07:00:00,8.0,7.87,Completed,False,False
SFT-001375,EMP-00016,2025-12-16,LOC-08,AM,07:00:00,15:00:00,8.0,8.12,Completed,False,False
SFT-001376,EMP-00016,2025-12-18,LOC-08,Split,07:00:00,19:00:00,10.0,10.09,Completed,False,False
SFT-001377,EMP-00016,2025-12-20,LOC-08,AM,07:00:00,15:00:00,8.0,10.07,Completed,True,False
SFT-001378,EMP-00016,2025-12-21,LOC-08,Night,21:00:00,07:00:00,8.0,7.72,Completed,False,False
SFT-001379,EMP-00016,2025-12-22,LOC-08,AM,07:00:00,15:00:00,8.0,8.22,Completed,False,False
SFT-001380,EMP-00016,2025-12-23,LOC-08,PM,13:00:00,21:00:00,8.0,8.04,Completed,False,False
SFT-001381,EMP-00016,2025-12-25,LOC-08,Split,07:00:00,19:00:00,10.0,0.0,No-show,False,False
SFT-001382,EMP-00016,2025-12-27,LOC-08,AM,07:00:00,15:00:00,8.0,7.84,Completed,False,False
SFT-001383,EMP-00016,2025-12-28,LOC-08,PM,13:00:00,21:00:00,8.0,7.87,Completed,False,False
SFT-001384,EMP-00016,2025-12-29,LOC-08,PM,13:00:00,21:00:00,8.0,7.86,Completed,False,False
SFT-001385,EMP-00016,2025-12-30,LOC-08,PM,13:00:00,21:00:00,8.0,7.81,Completed,False,False
SFT-001386,EMP-00016,2026-01-01,LOC-08,PM,13:00:00,21:00:00,8.0,8.11,Completed,False,False
SFT-001387,EMP-00016,2026-01-03,LOC-08,PM,13:00:00,21:00:00,8.0,8.04,Completed,False,False
SFT-001388,EMP-00016,2026-01-04,LOC-08,PM,13:00:00,21:00:00,8.0,9.22,Completed,True,False
SFT-001389,EMP-00016,2026-01-05,LOC-08,AM,07:00:00,15:00:00,8.0,10.55,Completed,True,False
SFT-001390,EMP-00016,2026-01-06,LOC-08,PM,13:00:00,21:00:00,8.0,7.92,Completed,False,False
SFT-001391,EMP-00016,2026-01-08,LOC-08,Night,21:00:00,07:00:00,8.0,8.17,Completed,False,False
SFT-001392,EMP-00016,2026-01-10,LOC-08,PM,13:00:00,21:00:00,8.0,7.84,Completed,False,False
SFT-001393,EMP-00016,2026-01-11,LOC-08,AM,07:00:00,15:00:00,8.0,8.09,Completed,False,False
SFT-001394,EMP-00016,2026-01-12,LOC-08,PM,13:00:00,21:00:00,8.0,8.12,Completed,False,False
SFT-001395,EMP-00016,2026-01-13,LOC-08,AM,07:00:00,15:00:00,8.0,8.08,Completed,False,False
SFT-001396,EMP-00016,2026-01-15,LOC-08,AM,07:00:00,15:00:00,8.0,8.03,Completed,False,False
SFT-001397,EMP-00016,2026-01-17,LOC-08,PM,13:00:00,21:00:00,8.0,7.98,Completed,False,False
SFT-001398,EMP-00016,2026-01-18,LOC-08,Split,07:00:00,19:00:00,10.0,10.01,Completed,False,False
SFT-001399,EMP-00016,2026-01-19,LOC-08,Night,21:00:00,07:00:00,8.0,7.98,Completed,False,False
SFT-001400,EMP-00016,2026-01-20,LOC-08,Night,21:00:00,07:00:00,8.0,7.49,Completed,False,False
SFT-001401,EMP-00016,2026-01-22,LOC-08,PM,13:00:00,21:00:00,8.0,7.9,Completed,False,False
SFT-001402,EMP-00016,2026-01-24,LOC-08,Split,07:00:00,19:00:00,10.0,9.67,Completed,False,False
SFT-001403,EMP-00016,2026-01-25,LOC-08,AM,07:00:00,15:00:00,8.0,7.96,Completed,False,False
SFT-001404,EMP-00016,2026-01-26,LOC-08,AM,07:00:00,15:00:00,8.0,8.21,Completed,False,False
SFT-001405,EMP-00016,2026-01-27,LOC-08,Night,21:00:00,07:00:00,8.0,8.01,Completed,False,False
SFT-001406,EMP-00016,2026-01-29,LOC-08,Split,07:00:00,19:00:00,10.0,9.91,Completed,False,False
SFT-001407,EMP-00016,2026-01-31,LOC-08,PM,13:00:00,21:00:00,8.0,8.01,Completed,False,False
SFT-001408,EMP-00016,2026-02-01,LOC-08,AM,07:00:00,15:00:00,8.0,7.93,Completed,False,False
SFT-001409,EMP-00016,2026-02-02,LOC-08,Split,07:00:00,19:00:00,10.0,10.14,Completed,False,False
SFT-001410,EMP-00016,2026-02-03,LOC-08,AM,07:00:00,15:00:00,8.0,8.13,Completed,False,False
SFT-001411,EMP-00016,2026-02-05,LOC-08,PM,13:00:00,21:00:00,8.0,8.1,Completed,False,False
SFT-001412,EMP-00016,2026-02-07,LOC-08,PM,13:00:00,21:00:00,8.0,9.12,Completed,True,False
SFT-001413,EMP-00016,2026-02-08,LOC-08,Split,07:00:00,19:00:00,10.0,10.07,Completed,False,False
SFT-001414,EMP-00016,2026-02-09,LOC-08,PM,13:00:00,21:00:00,8.0,8.08,Completed,False,False
SFT-001415,EMP-00016,2026-02-10,LOC-08,Split,07:00:00,19:00:00,10.0,11.97,Completed,True,False
SFT-001416,EMP-00016,2026-02-12,LOC-08,PM,13:00:00,21:00:00,8.0,7.79,Completed,False,False
SFT-001417,EMP-00016,2026-02-28,LOC-08,PM,13:00:00,21:00:00,8.0,7.92,Completed,False,False
SFT-001418,EMP-00016,2026-03-02,LOC-08,PM,13:00:00,21:00:00,8.0,10.51,Completed,True,False
SFT-001419,EMP-00016,2026-03-03,LOC-08,PM,13:00:00,21:00:00,8.0,8.06,Completed,False,False
SFT-001420,EMP-00016,2026-03-05,LOC-08,AM,07:00:00,15:00:00,8.0,7.9,Completed,False,False
SFT-001421,EMP-00016,2026-03-07,LOC-08,Night,21:00:00,07:00:00,8.0,9.72,Completed,True,False
SFT-001422,EMP-00016,2026-03-08,LOC-08,AM,07:00:00,15:00:00,8.0,7.98,Completed,False,False
SFT-001423,EMP-00016,2026-03-09,LOC-08,AM,07:00:00,15:00:00,8.0,8.04,Completed,False,False
SFT-001424,EMP-00016,2026-03-10,LOC-08,PM,13:00:00,21:00:00,8.0,7.91,Completed,False,False
SFT-001425,EMP-00016,2026-03-12,LOC-08,AM,07:00:00,15:00:00,8.0,9.85,Completed,True,False
SFT-001426,EMP-00016,2026-03-14,LOC-08,Night,21:00:00,07:00:00,8.0,8.03,Completed,False,False
SFT-001427,EMP-00016,2026-03-15,LOC-08,AM,07:00:00,15:00:00,8.0,7.95,Completed,False,False
SFT-001428,EMP-00016,2026-03-16,LOC-08,AM,07:00:00,15:00:00,8.0,7.97,Completed,False,False
SFT-001429,EMP-00016,2026-03-17,LOC-08,Night,21:00:00,07:00:00,8.0,8.1,Completed,False,False
SFT-001430,EMP-00016,2026-03-19,LOC-08,AM,07:00:00,15:00:00,8.0,7.99,Completed,False,False
SFT-001431,EMP-00016,2026-03-21,LOC-08,AM,07:00:00,15:00:00,8.0,8.14,Completed,False,False
SFT-001432,EMP-00016,2026-03-22,LOC-08,AM,07:00:00,15:00:00,8.0,7.88,Completed,False,False
SFT-001433,EMP-00016,2026-03-23,LOC-08,AM,07:00:00,15:00:00,8.0,7.98,Completed,False,False
SFT-001434,EMP-00016,2026-03-24,LOC-08,AM,07:00:00,15:00:00,8.0,8.07,Completed,False,False
SFT-001435,EMP-00016,2026-03-26,LOC-08,Night,21:00:00,07:00:00,8.0,8.1,Completed,False,False
SFT-001436,EMP-00016,2026-03-28,LOC-08,AM,07:00:00,15:00:00,8.0,7.9,Completed,False,False
SFT-001437,EMP-00016,2026-03-29,LOC-08,AM,07:00:00,15:00:00,8.0,10.91,Completed,True,False
SFT-001438,EMP-00016,2026-03-30,LOC-08,AM,07:00:00,15:00:00,8.0,8.08,Completed,False,False
SFT-001439,EMP-00016,2026-03-31,LOC-08,AM,07:00:00,15:00:00,8.0,8.09,Completed,False,False
SFT-001440,EMP-00016,2026-04-02,LOC-08,PM,13:00:00,21:00:00,8.0,7.96,Completed,False,False
SFT-001441,EMP-00016,2026-04-04,LOC-08,AM,07:00:00,15:00:00,8.0,7.99,Completed,False,False
SFT-001442,EMP-00016,2026-04-05,LOC-08,PM,13:00:00,21:00:00,8.0,8.1,Completed,False,False
SFT-001443,EMP-00016,2026-04-06,LOC-08,Split,07:00:00,19:00:00,10.0,0.0,Cancelled,False,False
SFT-001444,EMP-00016,2026-04-07,LOC-08,AM,07:00:00,15:00:00,8.0,7.9,Completed,False,False
SFT-001445,EMP-00016,2026-04-09,LOC-08,PM,13:00:00,21:00:00,8.0,7.91,Completed,False,False
SFT-001446,EMP-00016,2026-04-11,LOC-08,Split,07:00:00,19:00:00,10.0,10.1,Completed,False,False
SFT-001447,EMP-00016,2026-04-12,LOC-08,PM,13:00:00,21:00:00,8.0,7.99,Completed,False,False
SFT-001448,EMP-00016,2026-04-13,LOC-08,AM,07:00:00,15:00:00,8.0,8.31,Completed,False,False
SFT-001449,EMP-00016,2026-04-14,LOC-08,AM,07:00:00,15:00:00,8.0,10.52,Completed,True,False
SFT-001450,EMP-00016,2026-04-16,LOC-08,AM,07:00:00,15:00:00,8.0,8.11,Completed,False,False
SFT-001451,EMP-00016,2026-04-18,LOC-08,AM,07:00:00,15:00:00,8.0,8.06,Completed,False,False
SFT-001452,EMP-00016,2026-04-19,LOC-08,AM,07:00:00,15:00:00,8.0,8.3,Completed,False,False
SFT-001453,EMP-00016,2026-04-20,LOC-08,PM,13:00:00,21:00:00,8.0,8.06,Completed,False,False
SFT-001454,EMP-00016,2026-04-21,LOC-08,AM,07:00:00,15:00:00,8.0,7.74,Completed,False,False
SFT-001455,EMP-00016,2026-04-23,LOC-08,PM,13:00:00,21:00:00,8.0,10.13,Completed,True,False
SFT-001456,EMP-00016,2026-04-25,LOC-08,PM,13:00:00,21:00:00,8.0,8.14,Completed,False,False
SFT-001457,EMP-00016,2026-04-26,LOC-08,AM,07:00:00,15:00:00,8.0,8.11,Completed,False,False
SFT-001458,EMP-00016,2026-04-27,LOC-08,PM,13:00:00,21:00:00,8.0,8.18,Completed,False,False
SFT-001459,EMP-00016,2026-04-28,LOC-08,PM,13:00:00,21:00:00,8.0,7.82,Completed,False,False
SFT-001460,EMP-00016,2026-04-30,LOC-08,AM,07:00:00,15:00:00,8.0,8.02,Completed,False,False
SFT-001461,EMP-00016,2026-05-02,LOC-08,PM,13:00:00,21:00:00,8.0,7.86,Completed,False,False
SFT-001462,EMP-00016,2026-05-04,LOC-08,AM,07:00:00,15:00:00,8.0,7.98,Completed,False,False
SFT-001463,EMP-00016,2026-05-05,LOC-08,AM,07:00:00,15:00:00,8.0,10.25,Completed,True,False
SFT-001464,EMP-00016,2026-05-07,LOC-08,AM,07:00:00,15:00:00,8.0,8.22,Completed,False,False
SFT-001465,EMP-00016,2026-05-09,LOC-08,Night,21:00:00,07:00:00,8.0,8.06,Completed,False,False
SFT-001466,EMP-00016,2026-05-10,LOC-08,PM,13:00:00,21:00:00,8.0,8.06,Completed,False,False
SFT-001467,EMP-00016,2026-05-11,LOC-08,AM,07:00:00,15:00:00,8.0,7.85,Completed,False,False
SFT-001468,EMP-00016,2026-05-12,LOC-08,AM,07:00:00,15:00:00,8.0,7.78,Completed,False,False
SFT-001469,EMP-00016,2026-05-14,LOC-08,PM,13:00:00,21:00:00,8.0,7.88,Completed,False,False
SFT-001470,EMP-00016,2026-05-16,LOC-08,AM,07:00:00,15:00:00,8.0,7.83,Completed,False,False
SFT-001471,EMP-00016,2026-05-17,LOC-08,PM,13:00:00,21:00:00,8.0,7.9,Completed,False,False
SFT-001472,EMP-00016,2026-05-18,LOC-08,PM,13:00:00,21:00:00,8.0,7.64,Completed,False,False
SFT-001473,EMP-00016,2026-05-19,LOC-08,PM,13:00:00,21:00:00,8.0,10.95,Completed,True,False
SFT-001474,EMP-00016,2026-05-21,LOC-08,AM,07:00:00,15:00:00,8.0,9.59,Completed,True,False
SFT-001475,EMP-00016,2026-05-23,LOC-08,AM,07:00:00,15:00:00,8.0,8.74,Completed,True,False
SFT-001476,EMP-00016,2026-05-24,LOC-08,AM,07:00:00,15:00:00,8.0,7.68,Completed,False,False
SFT-001477,EMP-00016,2026-05-25,LOC-08,Split,07:00:00,19:00:00,10.0,10.07,Completed,False,False
SFT-001478,EMP-00016,2026-05-26,LOC-08,Night,21:00:00,07:00:00,8.0,7.97,Completed,False,False
SFT-001479,EMP-00016,2026-05-28,LOC-08,AM,07:00:00,15:00:00,8.0,8.25,Completed,False,False
SFT-001480,EMP-00016,2026-05-30,LOC-08,PM,13:00:00,21:00:00,8.0,8.3,Completed,False,False
SFT-001481,EMP-00016,2026-05-31,LOC-08,PM,13:00:00,21:00:00,8.0,8.04,Completed,False,False
SFT-001482,EMP-00016,2026-06-01,LOC-08,AM,07:00:00,15:00:00,8.0,8.89,Completed,True,False
SFT-001483,EMP-00016,2026-06-02,LOC-08,AM,07:00:00,15:00:00,8.0,8.09,Completed,False,False
SFT-001484,EMP-00016,2026-06-06,LOC-08,PM,13:00:00,21:00:00,8.0,7.84,Completed,False,False
SFT-001485,EMP-00016,2026-06-07,LOC-08,AM,07:00:00,15:00:00,8.0,8.17,Completed,False,False
SFT-001486,EMP-00016,2026-06-08,LOC-08,Night,21:00:00,07:00:00,8.0,8.12,Completed,False,False
SFT-001487,EMP-00016,2026-06-09,LOC-08,Night,21:00:00,07:00:00,8.0,7.97,Completed,False,False
SFT-001488,EMP-00016,2026-06-11,LOC-08,PM,13:00:00,21:00:00,8.0,8.02,Completed,False,False
SFT-001489,EMP-00016,2026-06-13,LOC-08,AM,07:00:00,15:00:00,8.0,7.98,Completed,False,False
SFT-001490,EMP-00016,2026-06-14,LOC-08,Night,21:00:00,07:00:00,8.0,7.88,Completed,False,False
SFT-001491,EMP-00016,2026-06-15,LOC-08,PM,13:00:00,21:00:00,8.0,7.88,Completed,False,False
SFT-001492,EMP-00016,2026-06-16,LOC-08,PM,13:00:00,21:00:00,8.0,7.93,Completed,False,False
SFT-001493,EMP-00016,2026-06-18,LOC-08,Split,07:00:00,19:00:00,10.0,11.99,Completed,True,False
SFT-001494,EMP-00016,2026-06-20,LOC-08,PM,13:00:00,21:00:00,8.0,7.99,Completed,False,False
SFT-001495,EMP-00016,2026-06-22,LOC-08,AM,07:00:00,15:00:00,8.0,8.19,Completed,False,False
SFT-001496,EMP-00016,2026-06-25,LOC-08,AM,07:00:00,15:00:00,8.0,7.95,Completed,False,False
SFT-001497,EMP-00016,2026-06-27,LOC-08,AM,07:00:00,15:00:00,8.0,7.82,Completed,False,False
SFT-001498,EMP-00016,2026-06-28,LOC-08,PM,13:00:00,21:00:00,8.0,7.97,Completed,False,False
SFT-001499,EMP-00016,2026-06-29,LOC-08,Split,07:00:00,19:00:00,10.0,10.0,Completed,False,False
SFT-001500,EMP-00016,2026-06-30,LOC-08,PM,13:00:00,21:00:00,8.0,9.29,Completed,True,False
SFT-001501,EMP-00016,2026-07-02,LOC-08,PM,13:00:00,21:00:00,8.0,7.91,Completed,False,False
SFT-001502,EMP-00016,2026-07-04,LOC-08,AM,07:00:00,15:00:00,8.0,9.53,Completed,True,False
SFT-001503,EMP-00016,2026-07-05,LOC-08,AM,07:00:00,15:00:00,8.0,8.35,Completed,False,False
SFT-001504,EMP-00016,2026-07-06,LOC-08,AM,07:00:00,15:00:00,8.0,7.86,Completed,False,False
SFT-001505,EMP-00016,2026-07-07,LOC-08,AM,07:00:00,15:00:00,8.0,7.98,Completed,False,False
SFT-001506,EMP-00016,2026-07-09,LOC-08,AM,07:00:00,15:00:00,8.0,10.01,Completed,True,False
SFT-001507,EMP-00016,2026-07-11,LOC-08,PM,13:00:00,21:00:00,8.0,8.33,Completed,False,False
SFT-001508,EMP-00016,2026-07-12,LOC-08,PM,13:00:00,21:00:00,8.0,8.11,Completed,False,False
SFT-001509,EMP-00016,2026-07-13,LOC-08,AM,07:00:00,15:00:00,8.0,10.77,Completed,True,False
SFT-001510,EMP-00016,2026-07-14,LOC-08,PM,13:00:00,21:00:00,8.0,8.93,Completed,True,False
SFT-001511,EMP-00016,2026-07-18,LOC-08,Night,21:00:00,07:00:00,8.0,8.16,Completed,False,False
SFT-001512,EMP-00016,2026-07-19,LOC-08,PM,13:00:00,21:00:00,8.0,8.05,Completed,False,False
SFT-001513,EMP-00016,2026-07-20,LOC-08,PM,13:00:00,21:00:00,8.0,7.92,Completed,False,False
SFT-001514,EMP-00016,2026-07-21,LOC-08,PM,13:00:00,21:00:00,8.0,8.18,Completed,False,False
SFT-001515,EMP-00016,2026-07-23,LOC-08,PM,13:00:00,21:00:00,8.0,8.05,Completed,False,False
SFT-001516,EMP-00016,2026-07-25,LOC-08,Night,21:00:00,07:00:00,8.0,7.88,Completed,False,False
SFT-001517,EMP-00016,2026-07-26,LOC-08,PM,13:00:00,21:00:00,8.0,8.01,Completed,False,False
SFT-001518,EMP-00016,2026-07-27,LOC-08,Night,21:00:00,07:00:00,8.0,8.18,Completed,False,False
SFT-001519,EMP-00016,2026-07-28,LOC-08,AM,07:00:00,15:00:00,8.0,9.0,Completed,True,False
SFT-001520,EMP-00016,2026-07-30,LOC-08,AM,07:00:00,15:00:00,8.0,8.09,Completed,False,False
SFT-001521,EMP-00017,2025-08-08,LOC-08,PM,13:00:00,21:00:00,8.0,7.89,Completed,False,False
SFT-001522,EMP-00017,2025-08-09,LOC-08,AM,07:00:00,15:00:00,8.0,7.91,Completed,False,False
SFT-001523,EMP-00017,2025-08-10,LOC-08,AM,07:00:00,15:00:00,8.0,7.86,Completed,False,False
SFT-001524,EMP-00017,2025-08-15,LOC-08,AM,07:00:00,15:00:00,8.0,7.87,Completed,False,False
SFT-001525,EMP-00017,2025-08-16,LOC-08,Night,21:00:00,07:00:00,8.0,8.11,Completed,False,False
SFT-001526,EMP-00017,2025-08-17,LOC-08,PM,13:00:00,21:00:00,8.0,8.04,Completed,False,False
SFT-001527,EMP-00017,2025-08-22,LOC-08,PM,13:00:00,21:00:00,8.0,7.91,Completed,False,False
SFT-001528,EMP-00017,2025-08-23,LOC-08,PM,13:00:00,21:00:00,8.0,7.97,Completed,False,False
SFT-001529,EMP-00017,2025-08-24,LOC-08,AM,07:00:00,15:00:00,8.0,9.87,Completed,True,False
SFT-001530,EMP-00017,2025-08-29,LOC-08,PM,13:00:00,21:00:00,8.0,7.97,Completed,False,False
SFT-001531,EMP-00017,2025-08-30,LOC-08,AM,07:00:00,15:00:00,8.0,0.0,No-show,False,False
SFT-001532,EMP-00017,2025-08-31,LOC-08,Night,21:00:00,07:00:00,8.0,7.91,Completed,False,False
SFT-001533,EMP-00017,2025-09-05,LOC-08,AM,07:00:00,15:00:00,8.0,7.94,Completed,False,False
SFT-001534,EMP-00017,2025-09-06,LOC-08,Night,21:00:00,07:00:00,8.0,8.0,Completed,False,False
SFT-001535,EMP-00017,2025-09-07,LOC-08,PM,13:00:00,21:00:00,8.0,7.86,Completed,False,False
SFT-001536,EMP-00017,2025-09-12,LOC-08,Split,07:00:00,19:00:00,10.0,10.03,Completed,False,False
SFT-001537,EMP-00017,2025-09-13,LOC-08,Night,21:00:00,07:00:00,8.0,8.05,Completed,False,False
SFT-001538,EMP-00017,2025-09-19,LOC-08,PM,13:00:00,21:00:00,8.0,10.47,Completed,True,False
SFT-001539,EMP-00017,2025-09-20,LOC-08,PM,13:00:00,21:00:00,8.0,8.1,Completed,False,False
SFT-001540,EMP-00017,2025-09-21,LOC-08,AM,07:00:00,15:00:00,8.0,8.31,Completed,False,False
SFT-001541,EMP-00017,2025-09-26,LOC-08,AM,07:00:00,15:00:00,8.0,7.68,Completed,False,False
SFT-001542,EMP-00017,2025-09-27,LOC-08,Night,21:00:00,07:00:00,8.0,8.24,Completed,False,False
SFT-001543,EMP-00017,2025-09-28,LOC-08,AM,07:00:00,15:00:00,8.0,8.18,Completed,False,False
