week_start_date,location_id,primary_role,employees_with_overtime,total_overtime_hours,avg_overtime_hours,total_hours_worked,total_contracted_hours
2026-01-05,LOC-09,Coordinator,2,7.63,3.815,53.58,54.0
2026-02-23,LOC-09,Coordinator,2,4.87,2.435,50.89,54.0
2026-03-16,LOC-09,Coordinator,2,1.16,0.58,47.059999999999995,54.0
2026-03-30,LOC-09,Coordinator,2,6.460000000000001,3.2300000000000004,60.46000000000001,54.0
2026-04-13,LOC-09,Coordinator,2,0.0,0.0,48.11,54.0
2026-04-27,LOC-09,Coordinator,2,7.45,3.725,61.449999999999996,54.0
2026-05-04,LOC-09,Coordinator,2,8.34,4.17,62.339999999999996,54.0
2026-06-08,LOC-09,Coordinator,2,3.37,1.685,57.37,54.0
2026-06-29,LOC-09,Coordinator,2,0.19,0.095,49.96,54.0
2026-07-06,LOC-09,Coordinator,2,0.98,0.49,49.43000000000001,54.0
2026-07-20,LOC-09,Coordinator,2,3.74,1.87,57.74,54.0
2026-07-27,LOC-09,Coordinator,2,0.0,0.0,40.31,54.0
2025-09-01,LOC-04,Team Leader,1,0.0,0.0,24.03,38.0
2025-09-29,LOC-04,Team Leader,1,6.58,6.58,44.58,38.0
2026-01-19,LOC-04,Team Leader,1,0.0,0.0,34.2,38.0
2026-02-16,LOC-04,Team Leader,1,0.0,0.0,32.15,38.0
2026-02-23,LOC-04,Team Leader,1,5.98,5.98,43.980000000000004,38.0
2026-03-02,LOC-04,Team Leader,1,3.3,3.3,41.3,38.0
2026-03-09,LOC-04,Team Leader,1,5.89,5.89,43.89,38.0
2026-03-23,LOC-04,Team Leader,1,3.2,3.2,41.2,38.0
2026-04-06,LOC-04,Team Leader,1,2.07,2.07,40.07,38.0
2026-04-13,LOC-04,Team Leader,1,0.0,0.0,35.68,38.0
2026-05-18,LOC-04,Team Leader,1,3.47,3.47,41.47,38.0
2026-06-01,LOC-04,Team Leader,1,6.4,6.4,44.400000000000006,38.0
2026-06-15,LOC-04,Team Leader,1,0.0,0.0,36.93,38.0
2026-07-13,LOC-04,Team Leader,1,3.68,3.68,41.68,38.0
2025-08-11,LOC-06,Allied Health Clinician,1,3.68,3.68,23.68,20.0
2025-09-08,LOC-06,Allied Health Clinician,1,5.73,5.73,25.729999999999997,20.0
2025-10-20,LOC-06,Allied Health Clinician,1,0.0,0.0,17.97,20.0
2025-10-27,LOC-06,Allied Health Clinician,1,10.17,10.17,30.169999999999998,20.0
2025-11-10,LOC-06,Allied Health Clinician,1,6.48,6.48,26.48,20.0
2025-11-17,LOC-06,Allied Health Clinician,1,5.65,5.65,25.65,20.0
2026-01-19,LOC-06,Allied Health Clinician,1,5.91,5.91,25.91,20.0
2026-03-09,LOC-06,Allied Health Clinician,1,8.0,8.0,28.0,20.0
2026-03-23,LOC-06,Allied Health Clinician,1,6.75,6.75,26.75,20.0
2026-04-20,LOC-06,Allied Health Clinician,1,3.97,3.97,23.97,20.0
2026-06-08,LOC-06,Allied Health Clinician,1,9.69,9.69,29.689999999999998,20.0
2026-06-29,LOC-06,Allied Health Clinician,1,8.19,8.19,28.19,20.0
2026-07-13,LOC-06,Allied Health Clinician,1,3.58,3.58,23.580000000000002,20.0
2025-08-18,LOC-01,Support Worker,2,3.94,1.97,53.8,54.0
2025-09-08,LOC-01,Support Worker,2,2.7,1.35,56.7,54.0
2025-09-29,LOC-01,Support Worker,2,2.54,1.27,56.54,54.0
2025-10-06,LOC-01,Support Worker,2,0.0,0.0,31.61,54.0
2025-10-20,LOC-01,Support Worker,2,6.66,3.33,60.66,54.0
2025-11-03,LOC-01,Support Worker,2,0.0,0.0,50.58,54.0
2025-12-08,LOC-01,Support Worker,2,2.27,1.135,56.06999999999999,54.0
2025-12-22,LOC-01,Support Worker,2,3.09,1.545,57.09,54.0
2026-01-19,LOC-01,Support Worker,2,8.15,4.075,62.150000000000006,54.0
2026-02-02,LOC-01,Support Worker,2,2.16,1.08,52.89,54.0
2026-02-23,LOC-01,Support Worker,2,0.0,0.0,39.6,54.0
2026-04-20,LOC-01,Support Worker,2,4.33,2.165,58.33,54.0
2026-06-01,LOC-01,Support Worker,2,5.49,2.745,59.49,54.0
2026-07-20,LOC-01,Support Worker,2,4.66,2.33,58.63,54.0
2026-07-27,LOC-01,Support Worker,2,0.0,0.0,41.6,54.0
2025-08-18,LOC-05,Coordinator,1,0.0,0.0,16.009999999999998,30.0
2026-01-19,LOC-05,Coordinator,1,0.0,0.0,15.53,30.0
2026-02-09,LOC-05,Coordinator,1,0.0,0.0,15.74,30.0
2025-08-11,LOC-06,Team Leader,1,5.84,5.84,43.839999999999996,38.0
2025-09-08,LOC-06,Team Leader,1,8.08,8.08,46.08,38.0
2025-10-20,LOC-06,Team Leader,1,5.11,5.11,43.11,38.0
2025-10-27,LOC-06,Team Leader,1,1.96,1.96,39.96,38.0
2025-11-10,LOC-06,Team Leader,1,0.0,0.0,32.07,38.0
2025-11-17,LOC-06,Team Leader,1,0.0,0.0,24.259999999999998,38.0
2026-01-05,LOC-06,Team Leader,1,0.0,0.0,33.67,38.0
2026-01-19,LOC-06,Team Leader,1,4.89,4.89,42.89,38.0
2026-03-09,LOC-06,Team Leader,1,0.0,0.0,34.45,38.0
2026-03-23,LOC-06,Team Leader,1,4.09,4.09,42.09,38.0
2026-04-20,LOC-06,Team Leader,1,6.36,6.36,44.36,38.0
2026-06-08,LOC-06,Team Leader,1,0.0,0.0,31.580000000000002,38.0
2026-06-29,LOC-06,Team Leader,1,2.06,2.06,40.06,38.0
2025-08-18,LOC-08,Team Leader,2,10.350000000000001,5.175000000000001,68.35,58.0
2025-08-25,LOC-08,Team Leader,2,4.1,2.05,61.86,58.0
2025-09-08,LOC-08,Team Leader,2,7.38,3.69,65.38,58.0
2025-09-15,LOC-08,Team Leader,2,4.28,2.14,56.59,58.0
2025-11-17,LOC-08,Team Leader,2,8.43,4.215,66.43,58.0
2025-11-24,LOC-08,Team Leader,2,0.0,0.0,49.510000000000005,58.0
2026-01-05,LOC-08,Team Leader,2,12.989999999999998,6.494999999999999,70.99000000000001,58.0
2026-01-12,LOC-08,Team Leader,2,6.35,3.175,64.35,58.0
2026-03-09,LOC-08,Team Leader,2,12.829999999999998,6.414999999999999,70.83,58.0
2026-04-06,LOC-08,Team Leader,2,7.99,3.995,62.06999999999999,58.0
2026-05-04,LOC-08,Team Leader,2,11.55,5.775,69.55000000000001,58.0
2026-05-25,LOC-08,Team Leader,2,8.73,4.365,66.73,58.0
2026-06-01,LOC-08,Team Leader,2,6.74,3.37,60.55,58.0
2026-07-20,LOC-08,Team Leader,2,5.97,2.985,41.96,58.0
2025-08-04,LOC-03,Registered Nurse,1,1.79,1.79,39.79,38.0
2025-09-01,LOC-03,Registered Nurse,1,5.83,5.83,43.83,38.0
2025-09-08,LOC-03,Registered Nurse,1,0.0,0.0,26.490000000000002,38.0
2025-09-15,LOC-03,Registered Nurse,1,2.01,2.01,40.01,38.0
2025-09-29,LOC-03,Registered Nurse,1,2.07,2.07,40.07,38.0
2025-11-17,LOC-03,Registered Nurse,1,5.91,5.91,43.91,38.0
2025-12-01,LOC-03,Registered Nurse,1,5.95,5.95,43.95,38.0
2025-12-15,LOC-03,Registered Nurse,1,5.94,5.94,43.94,38.0
2026-03-16,LOC-03,Registered Nurse,1,0.0,0.0,32.120000000000005,38.0
2026-03-30,LOC-03,Registered Nurse,1,7.49,7.49,45.489999999999995,38.0
2026-05-11,LOC-03,Registered Nurse,1,1.39,1.39,39.39,38.0
2026-05-25,LOC-03,Registered Nurse,1,0.0,0.0,32.1,38.0
2026-06-01,LOC-03,Registered Nurse,1,0.0,0.0,26.21,38.0
2026-07-27,LOC-03,Registered Nurse,1,0.0,0.0,23.82,38.0
2025-08-04,LOC-05,Registered Nurse,1,4.31,4.31,42.31,38.0
2025-08-11,LOC-05,Registered Nurse,1,3.01,3.01,41.01,38.0
2025-11-24,LOC-05,Registered Nurse,1,4.11,4.11,42.11,38.0
2025-12-01,LOC-05,Registered Nurse,1,0.0,0.0,32.06,38.0
2025-12-15,LOC-05,Registered Nurse,1,1.62,1.62,39.620000000000005,38.0
2026-01-12,LOC-05,Registered Nurse,1,1.27,1.27,39.269999999999996,38.0
2026-01-26,LOC-05,Registered Nurse,1,7.64,7.64,45.64,38.0
2026-02-16,LOC-05,Registered Nurse,1,0.0,0.0,31.92,38.0
2026-06-01,LOC-05,Registered Nurse,1,0.0,0.0,31.64,38.0
2026-06-29,LOC-05,Registered Nurse,1,4.02,4.02,42.019999999999996,38.0
2025-09-22,LOC-07,Registered Nurse,1,2.19,2.19,40.19,38.0
2025-10-27,LOC-07,Registered Nurse,1,0.0,0.0,33.88,38.0
2025-12-08,LOC-07,Registered Nurse,1,3.66,3.66,41.66,38.0
2026-01-05,LOC-07,Registered Nurse,1,0.0,0.0,35.32,38.0
2026-03-23,LOC-07,Registered Nurse,1,3.73,3.73,41.73,38.0
2026-03-30,LOC-07,Registered Nurse,1,0.0,0.0,24.79,38.0
2025-08-18,LOC-08,Allied Health Clinician,1,0.0,0.0,15.74,20.0
2025-08-25,LOC-08,Allied Health Clinician,1,0.0,0.0,15.96,20.0
2025-09-08,LOC-08,Allied Health Clinician,1,0.0,0.0,16.29,20.0
2025-09-15,LOC-08,Allied Health Clinician,1,0.0,0.0,8.03,20.0
2025-11-17,LOC-08,Allied Health Clinician,1,0.0,0.0,16.2,20.0
2025-11-24,LOC-08,Allied Health Clinician,1,0.0,0.0,18.29,20.0
2026-01-05,LOC-08,Allied Health Clinician,1,0.0,0.0,9.18,20.0
2026-01-12,LOC-08,Allied Health Clinician,1,0.0,0.0,16.17,20.0
2026-03-09,LOC-08,Allied Health Clinician,1,0.0,0.0,15.879999999999999,20.0
2026-04-06,LOC-08,Allied Health Clinician,1,0.0,0.0,16.560000000000002,20.0
2026-05-04,LOC-08,Allied Health Clinician,1,0.0,0.0,16.02,20.0
2026-05-25,LOC-08,Allied Health Clinician,1,0.0,0.0,17.5,20.0
2026-06-01,LOC-08,Allied Health Clinician,1,0.0,0.0,17.88,20.0
2026-07-20,LOC-08,Allied Health Clinician,1,0.0,0.0,9.84,20.0
2025-07-28,LOC-06,Registered Nurse,1,0.0,0.0,23.72,38.0
2025-08-18,LOC-06,Registered Nurse,1,0.0,0.0,26.04,38.0
2025-08-25,LOC-06,Registered Nurse,1,4.72,4.72,42.72,38.0
2026-02-09,LOC-06,Registered Nurse,1,0.0,0.0,31.43,38.0
2026-02-16,LOC-06,Registered Nurse,1,1.76,1.76,39.76,38.0
2026-02-23,LOC-06,Registered Nurse,1,1.69,1.69,39.69,38.0
2026-04-13,LOC-06,Registered Nurse,1,0.0,0.0,34.94,38.0
2026-05-11,LOC-06,Registered Nurse,1,5.24,5.24,43.24,38.0
2026-05-18,LOC-06,Registered Nurse,1,4.57,4.57,42.57,38.0
2026-06-01,LOC-06,Registered Nurse,1,6.28,6.28,44.28,38.0
2026-06-22,LOC-06,Registered Nurse,1,4.11,4.11,42.11,38.0
2026-07-27,LOC-06,Registered Nurse,1,0.0,0.0,23.95,38.0
2025-08-04,LOC-10,Support Worker,9,25.799999999999997,2.8666666666666663,199.01000000000002,196.0
2025-09-15,LOC-10,Support Worker,9,30.490000000000002,3.387777777777778,208.66000000000003,196.0
2025-11-10,LOC-10,Support Worker,9,35.56,3.9511111111111115,214.63000000000005,196.0
2025-12-08,LOC-10,Support Worker,9,25.43,2.8255555555555554,199.38,196.0
2026-02-09,LOC-10,Support Worker,9,35.53,3.947777777777778,201.57999999999998,196.0
2026-03-02,LOC-10,Support Worker,9,33.69,3.743333333333333,192.04,196.0
2026-03-30,LOC-10,Support Worker,9,23.5,2.611111111111111,200.24,196.0
2026-04-20,LOC-10,Support Worker,7,32.02,4.574285714285715,192.93,168.0
2026-05-11,LOC-10,Support Worker,7,18.18,2.597142857142857,164.16,160.0
2026-05-18,LOC-10,Support Worker,8,30.740000000000002,3.8425000000000002,202.77,180.0
2026-05-25,LOC-10,Support Worker,9,40.08,4.453333333333333,216.28,196.0
2026-06-22,LOC-10,Support Worker,9,40.25999999999999,4.473333333333333,223.62000000000003,196.0
2026-07-13,LOC-10,Support Worker,9,23.8,2.6444444444444444,192.67000000000004,196.0
2025-08-04,LOC-05,Allied Health Clinician,4,16.8,4.2,146.57,138.0
2025-08-11,LOC-05,Allied Health Clinician,4,6.32,1.58,106.14,138.0
2025-11-24,LOC-05,Allied Health Clinician,4,1.5,0.375,88.67999999999999,138.0
2025-12-01,LOC-05,Allied Health Clinician,4,8.03,2.0075,131.63,138.0
2025-12-15,LOC-05,Allied Health Clinician,4,2.35,0.5875,100.96,138.0
2026-01-05,LOC-05,Allied Health Clinician,4,1.8,0.45,103.98000000000002,138.0
2026-01-12,LOC-05,Allied Health Clinician,4,13.71,3.4275,147.76,138.0
2026-01-26,LOC-05,Allied Health Clinician,4,13.469999999999999,3.3674999999999997,135.39999999999998,138.0
2026-02-16,LOC-05,Allied Health Clinician,4,4.16,1.04,127.80000000000001,138.0
2026-06-01,LOC-05,Allied Health Clinician,4,3.74,0.935,103.36,138.0
2026-06-29,LOC-05,Allied Health Clinician,4,7.03,1.7575,109.97999999999999,138.0
2025-08-04,LOC-01,Coordinator,2,18.28,9.14,34.28,16.0
2025-08-11,LOC-01,Coordinator,2,7.88,3.94,23.82,16.0
2025-11-10,LOC-01,Coordinator,2,20.189999999999998,10.094999999999999,36.19,16.0
2025-12-01,LOC-01,Coordinator,2,17.27,8.635,33.269999999999996,16.0
2025-12-29,LOC-01,Coordinator,2,16.259999999999998,8.129999999999999,32.26,16.0
2026-01-12,LOC-01,Coordinator,2,18.04,9.02,34.04,16.0
2026-01-26,LOC-01,Coordinator,2,16.29,8.145,32.29,16.0
2026-03-16,LOC-01,Coordinator,2,15.870000000000001,7.9350000000000005,31.87,16.0
2026-05-18,LOC-01,Coordinator,2,17.85,8.925,33.849999999999994,16.0
2026-06-22,LOC-01,Coordinator,2,15.780000000000001,7.890000000000001,31.78,16.0
2026-06-29,LOC-01,Coordinator,2,18.18,9.09,34.18,16.0
2026-07-06,LOC-01,Coordinator,2,18.12,9.06,34.120000000000005,16.0
2025-10-27,LOC-09,Support Worker,7,19.509999999999998,2.787142857142857,182.26000000000002,178.0
2025-11-24,LOC-09,Support Worker,7,15.829999999999998,2.261428571428571,175.02,178.0
2025-12-15,LOC-09,Support Worker,6,25.939999999999998,4.323333333333333,179.71,166.0
2026-01-26,LOC-09,Support Worker,7,20.869999999999997,2.981428571428571,176.63,178.0
2026-02-09,LOC-09,Support Worker,7,12.15,1.7357142857142858,161.85999999999999,178.0
2026-05-25,LOC-09,Support Worker,6,12.0,2.0,161.78,166.0
2026-06-15,LOC-09,Support Worker,7,15.41,2.2014285714285715,177.65,178.0
2026-06-22,LOC-09,Support Worker,7,17.450000000000003,2.4928571428571433,178.25,178.0
2026-07-13,LOC-09,Support Worker,7,11.84,1.6914285714285715,161.57,178.0
2025-08-04,LOC-05,Team Leader,3,0.15,0.049999999999999996,47.66,60.0
2025-08-11,LOC-05,Team Leader,3,5.4,1.8,53.26,60.0
2025-11-24,LOC-05,Team Leader,3,1.65,0.5499999999999999,49.589999999999996,60.0
2025-12-01,LOC-05,Team Leader,3,0.26,0.08666666666666667,50.19,60.0
2025-12-15,LOC-05,Team Leader,3,0.07,0.023333333333333334,55.410000000000004,60.0
2026-01-05,LOC-05,Team Leader,3,3.94,1.3133333333333332,54.15,60.0
2026-01-12,LOC-05,Team Leader,3,0.0,0.0,49.64,60.0
2026-02-16,LOC-05,Team Leader,3,1.85,0.6166666666666667,57.68,60.0
2026-06-01,LOC-05,Team Leader,3,4.88,1.6266666666666667,52.86,60.0
2026-06-29,LOC-05,Team Leader,3,0.32,0.10666666666666667,48.43,60.0
2025-07-28,LOC-05,Support Worker,4,0.0,0.0,48.24000000000001,124.0
2025-09-15,LOC-05,Support Worker,6,0.0,0.0,123.39,160.0
2025-09-22,LOC-05,Support Worker,6,2.8899999999999997,0.48166666666666663,138.64000000000001,160.0
2025-10-06,LOC-05,Support Worker,6,16.119999999999997,2.686666666666666,156.46999999999997,160.0
2025-10-13,LOC-05,Support Worker,6,7.83,1.305,140.1,160.0
2025-11-03,LOC-05,Support Worker,6,6.41,1.0683333333333334,126.03,160.0
2025-12-29,LOC-05,Support Worker,6,7.54,1.2566666666666666,148.93,160.0
2026-02-02,LOC-05,Support Worker,6,4.23,0.7050000000000001,151.26000000000002,160.0
2026-03-30,LOC-05,Support Worker,6,11.139999999999999,1.8566666666666665,159.23,160.0
2026-04-27,LOC-05,Support Worker,5,4.449999999999999,0.8899999999999999,131.85999999999999,140.0
2026-05-11,LOC-05,Support Worker,5,15.23,3.0460000000000003,154.81,144.0
2026-07-13,LOC-05,Support Worker,6,14.06,2.3433333333333333,162.23,160.0
2025-08-04,LOC-06,Support Worker,4,19.01,4.7525,141.01000000000002,122.0
2025-09-01,LOC-06,Support Worker,4,19.14,4.785,134.25,122.0
2025-09-22,LOC-06,Support Worker,4,22.65,5.6625,144.65,122.0
2025-09-29,LOC-06,Support Worker,4,12.57,3.1425,134.35,122.0
2025-10-13,LOC-06,Support Worker,4,16.92,4.23,125.98,122.0
2025-11-03,LOC-06,Support Worker,4,17.970000000000002,4.492500000000001,139.97,122.0
2025-11-24,LOC-06,Support Worker,4,14.530000000000001,3.6325000000000003,120.28999999999999,122.0
2025-12-01,LOC-06,Support Worker,4,21.59,5.3975,131.38,122.0
2025-12-15,LOC-06,Support Worker,4,21.94,5.485,143.94,122.0
2026-02-02,LOC-06,Support Worker,4,26.090000000000003,6.522500000000001,148.09,122.0
2026-03-16,LOC-06,Support Worker,4,24.58,6.145,146.58,122.0
2026-03-30,LOC-06,Support Worker,4,22.82,5.705,144.82,122.0
2026-04-27,LOC-06,Support Worker,4,20.89,5.2225,142.89,122.0
2026-05-25,LOC-06,Support Worker,4,16.8,4.2,132.87,122.0
2025-07-28,LOC-03,Support Worker,4,0.0,0.0,43.41,72.0
2025-09-22,LOC-03,Support Worker,5,8.53,1.706,92.14,96.0
2025-10-13,LOC-03,Support Worker,6,5.2,0.8666666666666667,99.56,112.0
2025-12-08,LOC-03,Support Worker,6,3.92,0.6533333333333333,94.27000000000001,112.0
2026-01-26,LOC-03,Support Worker,6,4.22,0.7033333333333333,97.52000000000001,112.0
2026-02-09,LOC-03,Support Worker,6,4.77,0.7949999999999999,97.51,112.0
2026-02-23,LOC-03,Support Worker,5,13.55,2.71,99.50000000000001,96.0
2026-03-23,LOC-03,Support Worker,6,6.48,1.08,91.84,112.0
2026-04-06,LOC-03,Support Worker,6,7.8500000000000005,1.3083333333333333,102.99000000000001,112.0
2026-05-04,LOC-03,Support Worker,6,8.23,1.3716666666666668,91.86,112.0
2025-08-11,LOC-07,Support Worker,7,12.26,1.7514285714285713,106.13,140.0
2025-09-29,LOC-07,Support Worker,7,13.45,1.9214285714285713,122.55,140.0
2025-11-10,LOC-07,Support Worker,7,14.940000000000001,2.1342857142857143,119.47,140.0
2025-11-17,LOC-07,Support Worker,7,13.309999999999999,1.9014285714285712,104.31,140.0
2025-12-15,LOC-07,Support Worker,7,11.76,1.68,116.69,140.0
2025-12-29,LOC-07,Support Worker,6,14.280000000000001,2.3800000000000003,96.41000000000001,124.0
2026-01-12,LOC-07,Support Worker,6,12.13,2.021666666666667,105.92,110.0
2026-01-19,LOC-07,Support Worker,7,13.49,1.9271428571428573,125.71000000000001,140.0
2026-02-09,LOC-07,Support Worker,7,13.309999999999999,1.9014285714285712,118.49000000000001,140.0
2026-02-16,LOC-07,Support Worker,7,10.25,1.4642857142857142,114.72999999999999,140.0
2026-02-23,LOC-07,Support Worker,7,13.45,1.9214285714285713,122.5,140.0
2026-04-20,LOC-07,Support Worker,7,17.140000000000004,2.4485714285714293,133.31,140.0
2026-04-27,LOC-07,Support Worker,7,12.47,1.7814285714285716,119.97,140.0
2026-05-25,LOC-07,Support Worker,7,4.42,0.6314285714285715,117.72999999999999,140.0
2026-06-01,LOC-07,Support Worker,7,15.46,2.2085714285714286,127.47999999999999,140.0
2026-07-06,LOC-07,Support Worker,7,15.46,2.2085714285714286,124.89,140.0
2026-07-13,LOC-07,Support Worker,7,16.080000000000002,2.2971428571428576,126.11999999999999,140.0
2026-07-20,LOC-07,Support Worker,7,3.91,0.5585714285714286,114.35000000000001,140.0
2026-07-27,LOC-07,Support Worker,6,14.850000000000001,2.475,84.42999999999999,110.0
2026-01-26,LOC-05,Team Leader,2,0.0,0.0,39.620000000000005,44.0
2025-07-28,LOC-08,Support Worker,6,0.0,0.0,94.77000000000001,228.0
2025-08-04,LOC-08,Support Worker,10,29.820000000000004,2.982,302.52,284.0
2025-09-22,LOC-08,Support Worker,10,27.79,2.779,289.04,284.0
2025-09-29,LOC-08,Support Worker,10,26.06,2.606,301.91,284.0
2025-10-06,LOC-08,Support Worker,10,26.24,2.6239999999999997,276.54999999999995,284.0
2025-10-20,LOC-08,Support Worker,10,34.45,3.4450000000000003,306.27,284.0
2025-10-27,LOC-08,Support Worker,10,44.73,4.473,328.7300000000001,284.0
2025-11-10,LOC-08,Support Worker,10,22.759999999999998,2.276,292.80999999999995,284.0
2026-01-26,LOC-08,Support Worker,9,32.29,3.5877777777777777,241.56000000000003,260.0
2026-02-02,LOC-08,Support Worker,9,20.23,2.247777777777778,265.49,260.0
2026-02-23,LOC-08,Support Worker,10,43.93,4.393,286.03,284.0
2026-03-30,LOC-08,Support Worker,10,46.55,4.654999999999999,330.44,284.0
2026-04-13,LOC-08,Support Worker,10,45.67,4.567,329.66999999999996,284.0
2026-04-20,LOC-08,Support Worker,10,33.199999999999996,3.3199999999999994,317.12,284.0
2026-04-27,LOC-08,Support Worker,10,33.28,3.3280000000000003,298.89,284.0
2026-05-18,LOC-08,Support Worker,10,44.22,4.422,320.25,284.0
2026-06-08,LOC-08,Support Worker,10,45.959999999999994,4.595999999999999,324.12999999999994,284.0
2026-06-29,LOC-08,Support Worker,10,44.36,4.436,269.83000000000004,284.0
2025-09-08,LOC-04,Coordinator,1,10.44,10.44,18.44,8.0
2025-09-15,LOC-04,Coordinator,1,8.01,8.01,16.009999999999998,8.0
2025-12-01,LOC-04,Coordinator,1,8.03,8.03,16.03,8.0
2025-12-29,LOC-04,Coordinator,1,7.66,7.66,15.66,8.0
2026-01-05,LOC-04,Coordinator,1,8.13,8.13,16.130000000000003,8.0
2026-01-12,LOC-04,Coordinator,1,8.45,8.45,16.45,8.0
2026-04-20,LOC-04,Coordinator,1,7.93,7.93,15.93,8.0
2026-04-27,LOC-04,Coordinator,1,7.59,7.59,15.59,8.0
2026-05-25,LOC-04,Coordinator,1,9.83,9.83,17.83,8.0
2026-06-29,LOC-04,Coordinator,1,8.06,8.06,16.060000000000002,8.0
2026-07-20,LOC-04,Coordinator,1,10.33,10.33,18.33,8.0
2026-07-27,LOC-04,Coordinator,1,0.02,0.02,8.02,8.0
2025-07-28,LOC-10,Team Leader,1,2.07,2.07,18.07,16.0
2025-09-01,LOC-10,Team Leader,1,1.88,1.88,17.88,16.0
2025-09-08,LOC-10,Team Leader,1,10.07,10.07,26.07,16.0
2025-10-27,LOC-10,Team Leader,1,8.42,8.42,24.42,16.0
2025-11-24,LOC-10,Team Leader,1,1.18,1.18,17.18,16.0
2025-12-15,LOC-10,Team Leader,1,7.76,7.76,23.76,16.0
2025-12-29,LOC-10,Team Leader,1,7.93,7.93,23.93,16.0
2026-01-05,LOC-10,Team Leader,1,7.47,7.47,23.47,16.0
2026-01-19,LOC-10,Team Leader,1,0.0,0.0,7.98,16.0
2026-02-23,LOC-10,Team Leader,1,9.72,9.72,25.72,16.0
2026-05-04,LOC-10,Team Leader,1,7.84,7.84,23.84,16.0
2026-06-15,LOC-10,Team Leader,1,9.28,9.28,25.28,16.0
2026-06-29,LOC-10,Team Leader,1,8.13,8.13,24.13,16.0
2025-08-25,LOC-01,Allied Health Clinician,1,0.0,0.0,8.03,12.0
2025-09-01,LOC-01,Allied Health Clinician,1,0.0,0.0,8.13,12.0
2025-09-22,LOC-01,Allied Health Clinician,1,0.0,0.0,8.32,12.0
2025-10-13,LOC-01,Allied Health Clinician,1,0.0,0.0,7.97,12.0
2025-12-15,LOC-01,Allied Health Clinician,1,0.0,0.0,7.94,12.0
2026-02-16,LOC-01,Allied Health Clinician,1,0.0,0.0,7.79,12.0
2026-03-09,LOC-01,Allied Health Clinician,1,0.0,0.0,7.88,12.0
2026-03-30,LOC-01,Allied Health Clinician,1,0.0,0.0,7.94,12.0
2026-04-06,LOC-01,Allied Health Clinician,1,0.0,0.0,8.22,12.0
2026-05-11,LOC-01,Allied Health Clinician,1,0.0,0.0,8.07,12.0
2026-05-25,LOC-01,Allied Health Clinician,1,0.0,0.0,9.98,12.0
2026-06-08,LOC-01,Allied Health Clinician,1,0.0,0.0,9.96,12.0
2026-07-13,LOC-01,Allied Health Clinician,1,0.0,0.0,8.18,12.0
2025-08-25,LOC-02,Support Worker,7,28.449999999999996,4.064285714285714,176.06000000000003,152.0
2025-09-01,LOC-02,Support Worker,7,15.86,2.2657142857142856,153.60000000000002,152.0
2025-11-03,LOC-02,Support Worker,7,19.58,2.7971428571428567,163.67000000000002,152.0
2026-01-26,LOC-02,Support Worker,7,20.21,2.8871428571428575,169.54999999999998,152.0
2026-03-23,LOC-02,Support Worker,7,21.78,3.1114285714285717,165.69,152.0
2026-03-30,LOC-02,Support Worker,7,23.65,3.3785714285714286,171.65,152.0
2026-04-13,LOC-02,Support Worker,7,18.92,2.7028571428571433,159.38000000000002,152.0
2026-04-20,LOC-02,Support Worker,7,24.28,3.468571428571429,172.34000000000003,152.0
2026-05-11,LOC-02,Support Worker,7,16.01,2.2871428571428574,158.63,152.0
2026-06-22,LOC-02,Support Worker,7,28.070000000000004,4.010000000000001,176.29,152.0
2025-09-15,LOC-09,Allied Health Clinician,2,10.1,5.05,86.1,76.0
2025-10-13,LOC-09,Allied Health Clinician,2,5.85,2.925,75.57,76.0
2025-10-20,LOC-09,Allied Health Clinician,2,6.04,3.02,82.03999999999999,76.0
2025-11-03,LOC-09,Allied Health Clinician,2,1.76,0.88,72.72999999999999,76.0
2025-12-01,LOC-09,Allied Health Clinician,2,4.14,2.07,74.35,76.0
2026-01-19,LOC-09,Allied Health Clinician,2,3.66,1.83,76.44999999999999,76.0
2026-02-02,LOC-09,Allied Health Clinician,2,8.98,4.49,84.98,76.0
2026-02-16,LOC-09,Allied Health Clinician,2,8.59,4.295,84.59,76.0
2025-07-28,LOC-08,Coordinator,1,0.0,0.0,7.93,20.0
2025-08-04,LOC-08,Coordinator,1,0.0,0.0,18.03,20.0
2025-09-22,LOC-08,Coordinator,1,3.57,3.57,23.57,20.0
2025-09-29,LOC-08,Coordinator,1,3.73,3.73,23.73,20.0
2025-10-06,LOC-08,Coordinator,1,8.06,8.06,28.060000000000002,20.0
2025-10-20,LOC-08,Coordinator,1,6.02,6.02,26.020000000000003,20.0
2025-10-27,LOC-08,Coordinator,1,4.1,4.1,24.1,20.0
2025-11-10,LOC-08,Coordinator,1,8.3,8.3,28.3,20.0
2026-01-26,LOC-08,Coordinator,1,4.15,4.15,24.15,20.0
2026-02-02,LOC-08,Coordinator,1,0.0,0.0,16.37,20.0
2026-02-23,LOC-08,Coordinator,1,0.0,0.0,16.07,20.0
2026-03-30,LOC-08,Coordinator,1,5.49,5.49,25.490000000000002,20.0
2026-04-13,LOC-08,Coordinator,1,4.3,4.3,24.3,20.0
2026-04-20,LOC-08,Coordinator,1,4.1,4.1,24.1,20.0
2026-04-27,LOC-08,Coordinator,1,4.47,4.47,24.47,20.0
2026-05-18,LOC-08,Coordinator,1,5.64,5.64,25.64,20.0
2026-06-08,LOC-08,Coordinator,1,5.54,5.54,25.54,20.0
