date_key,location_id,primary_role,shifts_rostered,shifts_completed,actual_hours,planned_hours,overtime_shifts
2026-06-27,LOC-05,Coordinator,1,1.0,8.1,8.0,0.0
2026-07-03,LOC-05,Coordinator,1,1.0,8.2,8.0,0.0
2026-07-18,LOC-05,Coordinator,1,1.0,10.66,8.0,1.0
2025-08-05,LOC-04,Support Worker,2,2.0,15.92,16.0,0.0
2025-09-09,LOC-04,Support Worker,2,2.0,16.0,16.0,0.0
2025-10-21,LOC-04,Support Worker,1,0.0,0.0,8.0,0.0
2025-10-28,LOC-04,Support Worker,2,2.0,18.299999999999997,16.0,1.0
2025-11-04,LOC-04,Support Worker,2,1.0,7.94,16.0,0.0
2026-01-13,LOC-04,Support Worker,2,2.0,15.61,16.0,0.0
2026-02-24,LOC-04,Support Worker,2,2.0,16.03,16.0,0.0
2026-03-03,LOC-04,Support Worker,2,2.0,15.71,16.0,0.0
2026-03-17,LOC-04,Support Worker,2,2.0,16.009999999999998,16.0,0.0
2026-04-21,LOC-04,Support Worker,2,2.0,17.82,16.0,1.0
2026-05-12,LOC-04,Support Worker,2,2.0,16.240000000000002,16.0,0.0
2026-06-09,LOC-04,Support Worker,2,2.0,16.2,16.0,0.0
2026-06-30,LOC-04,Support Worker,2,2.0,16.09,16.0,0.0
2026-07-14,LOC-04,Support Worker,2,2.0,18.36,18.0,0.0
2026-07-21,LOC-04,Support Worker,2,2.0,18.03,18.0,0.0
2026-07-28,LOC-04,Support Worker,2,2.0,19.98,18.0,1.0
2025-08-06,LOC-06,Team Leader,1,1.0,10.69,8.0,1.0
2025-08-07,LOC-06,Team Leader,1,1.0,8.15,8.0,0.0
2025-08-14,LOC-06,Team Leader,1,1.0,8.02,8.0,0.0
2025-08-16,LOC-06,Team Leader,1,1.0,9.9,10.0,0.0
2025-08-20,LOC-06,Team Leader,1,1.0,8.01,8.0,0.0
2025-08-27,LOC-06,Team Leader,1,0.0,0.0,8.0,0.0
2025-09-05,LOC-06,Team Leader,1,1.0,10.15,10.0,0.0
2025-09-21,LOC-06,Team Leader,1,1.0,8.03,8.0,0.0
2025-10-03,LOC-06,Team Leader,1,1.0,7.94,8.0,0.0
2025-10-04,LOC-06,Team Leader,1,1.0,8.19,8.0,0.0
2025-10-08,LOC-06,Team Leader,1,1.0,8.21,8.0,0.0
2025-10-19,LOC-06,Team Leader,1,1.0,8.06,8.0,0.0
2025-11-05,LOC-06,Team Leader,1,1.0,8.02,8.0,0.0
2025-11-07,LOC-06,Team Leader,1,1.0,7.67,8.0,0.0
2025-11-19,LOC-06,Team Leader,1,1.0,8.26,8.0,0.0
2025-11-20,LOC-06,Team Leader,1,1.0,7.9,8.0,0.0
2025-11-22,LOC-06,Team Leader,1,1.0,8.1,8.0,0.0
2025-12-12,LOC-06,Team Leader,1,1.0,7.8,8.0,0.0
2025-12-14,LOC-06,Team Leader,1,1.0,7.89,8.0,0.0
2025-12-19,LOC-06,Team Leader,1,1.0,7.86,8.0,0.0
2025-12-20,LOC-06,Team Leader,1,1.0,8.1,8.0,0.0
2025-12-21,LOC-06,Team Leader,1,1.0,10.53,8.0,1.0
2025-12-25,LOC-06,Team Leader,1,1.0,8.21,8.0,0.0
2025-12-26,LOC-06,Team Leader,1,1.0,8.17,8.0,0.0
2025-12-28,LOC-06,Team Leader,1,1.0,8.0,8.0,0.0
2026-01-01,LOC-06,Team Leader,1,1.0,7.74,8.0,0.0
2026-01-11,LOC-06,Team Leader,1,0.0,0.0,8.0,0.0
2026-01-18,LOC-06,Team Leader,1,1.0,8.27,8.0,0.0
2026-01-24,LOC-06,Team Leader,1,1.0,7.76,8.0,0.0
2026-02-04,LOC-06,Team Leader,1,1.0,7.8,8.0,0.0
2026-02-11,LOC-06,Team Leader,1,1.0,7.96,8.0,0.0
2026-02-18,LOC-06,Team Leader,1,1.0,8.08,8.0,0.0
2026-02-21,LOC-06,Team Leader,1,1.0,8.04,8.0,0.0
2026-02-22,LOC-06,Team Leader,1,1.0,7.91,8.0,0.0
2026-03-04,LOC-06,Team Leader,1,1.0,7.96,8.0,0.0
2026-03-13,LOC-06,Team Leader,1,1.0,8.12,8.0,0.0
2026-03-18,LOC-06,Team Leader,1,1.0,10.05,10.0,0.0
2026-03-19,LOC-06,Team Leader,1,1.0,7.79,8.0,0.0
2026-04-08,LOC-06,Team Leader,1,1.0,7.96,8.0,0.0
2026-04-15,LOC-06,Team Leader,1,1.0,7.91,8.0,0.0
2026-04-19,LOC-06,Team Leader,1,1.0,8.84,8.0,1.0
2026-05-01,LOC-06,Team Leader,1,1.0,8.09,8.0,0.0
2026-05-14,LOC-06,Team Leader,1,1.0,10.69,8.0,1.0
2026-05-23,LOC-06,Team Leader,1,1.0,7.92,8.0,0.0
2026-05-28,LOC-06,Team Leader,1,1.0,9.69,8.0,1.0
2026-05-29,LOC-06,Team Leader,1,1.0,8.18,8.0,0.0
2026-05-31,LOC-06,Team Leader,1,1.0,10.04,10.0,0.0
2026-06-04,LOC-06,Team Leader,1,1.0,7.96,8.0,0.0
2026-06-25,LOC-06,Team Leader,1,1.0,7.91,8.0,0.0
2026-07-03,LOC-06,Team Leader,1,1.0,7.96,8.0,0.0
2026-07-05,LOC-06,Team Leader,1,1.0,8.1,8.0,0.0
2026-07-30,LOC-06,Team Leader,1,1.0,7.96,8.0,0.0
2026-07-31,LOC-06,Team Leader,1,1.0,7.8,8.0,0.0
2025-08-13,LOC-08,Team Leader,2,2.0,21.66,18.0,2.0
2025-08-16,LOC-08,Team Leader,2,2.0,17.17,16.0,1.0
2025-08-20,LOC-08,Team Leader,2,2.0,15.940000000000001,16.0,0.0
2025-09-06,LOC-08,Team Leader,2,2.0,17.94,18.0,0.0
2025-09-09,LOC-08,Team Leader,2,2.0,16.08,16.0,0.0
2025-09-16,LOC-08,Team Leader,2,2.0,16.39,16.0,0.0
2025-09-20,LOC-08,Team Leader,2,2.0,16.17,16.0,0.0
2025-09-23,LOC-08,Team Leader,2,2.0,18.1,16.0,1.0
2025-09-24,LOC-08,Team Leader,2,2.0,16.060000000000002,16.0,0.0
2025-09-27,LOC-08,Team Leader,2,1.0,10.75,16.0,1.0
2025-09-30,LOC-08,Team Leader,2,2.0,15.78,16.0,0.0
2025-10-01,LOC-08,Team Leader,2,2.0,16.12,16.0,0.0
2025-10-04,LOC-08,Team Leader,2,2.0,15.629999999999999,16.0,0.0
2025-10-07,LOC-08,Team Leader,2,2.0,16.03,16.0,0.0
2025-10-15,LOC-08,Team Leader,2,2.0,18.96,18.0,1.0
2025-11-05,LOC-08,Team Leader,2,2.0,15.969999999999999,16.0,0.0
2025-11-12,LOC-08,Team Leader,2,2.0,15.69,16.0,0.0
2025-12-03,LOC-08,Team Leader,2,2.0,16.07,16.0,0.0
2025-12-10,LOC-08,Team Leader,2,2.0,18.12,16.0,1.0
2025-12-16,LOC-08,Team Leader,2,2.0,19.950000000000003,18.0,1.0
2026-01-17,LOC-08,Team Leader,2,2.0,16.18,16.0,0.0
2026-01-28,LOC-08,Team Leader,2,2.0,16.130000000000003,16.0,0.0
2026-03-03,LOC-08,Team Leader,2,2.0,16.4,16.0,0.0
2026-03-04,LOC-08,Team Leader,2,2.0,15.73,16.0,0.0
2026-03-24,LOC-08,Team Leader,1,1.0,8.14,8.0,0.0
2026-04-11,LOC-08,Team Leader,2,2.0,17.65,16.0,1.0
2026-04-21,LOC-08,Team Leader,2,2.0,20.39,18.0,1.0
2026-04-25,LOC-08,Team Leader,2,2.0,16.09,16.0,0.0
2026-04-28,LOC-08,Team Leader,2,2.0,15.68,16.0,0.0
2026-05-12,LOC-08,Team Leader,2,2.0,15.83,16.0,0.0
2026-05-27,LOC-08,Team Leader,2,2.0,15.75,16.0,0.0
2026-05-30,LOC-08,Team Leader,2,2.0,16.22,16.0,0.0
2026-06-16,LOC-08,Team Leader,2,2.0,18.200000000000003,16.0,1.0
2026-06-17,LOC-08,Team Leader,2,2.0,15.879999999999999,16.0,0.0
2026-06-23,LOC-08,Team Leader,2,2.0,19.9,18.0,1.0
2026-06-24,LOC-08,Team Leader,2,2.0,16.3,16.0,0.0
2026-07-11,LOC-08,Team Leader,2,2.0,15.959999999999999,16.0,0.0
2026-07-29,LOC-08,Team Leader,2,2.0,16.24,16.0,0.0
2025-08-02,LOC-09,Coordinator,1,1.0,7.82,8.0,0.0
2025-08-06,LOC-09,Coordinator,1,1.0,10.69,8.0,1.0
2025-08-13,LOC-09,Coordinator,1,1.0,7.79,8.0,0.0
2025-08-16,LOC-09,Coordinator,1,1.0,7.85,8.0,0.0
2025-09-12,LOC-09,Coordinator,1,1.0,8.02,8.0,0.0
2025-09-26,LOC-09,Coordinator,1,1.0,7.99,8.0,0.0
2025-10-18,LOC-09,Coordinator,1,1.0,8.8,8.0,1.0
2025-10-24,LOC-09,Coordinator,1,1.0,7.76,8.0,0.0
2025-10-27,LOC-09,Coordinator,1,1.0,8.33,8.0,0.0
2025-10-29,LOC-09,Coordinator,1,1.0,10.95,8.0,1.0
2025-10-31,LOC-09,Coordinator,1,1.0,7.91,8.0,0.0
2025-11-05,LOC-09,Coordinator,1,1.0,7.93,8.0,0.0
2025-11-19,LOC-09,Coordinator,1,1.0,7.89,8.0,0.0
2025-11-22,LOC-09,Coordinator,1,1.0,8.0,8.0,0.0
2025-11-24,LOC-09,Coordinator,1,1.0,7.97,8.0,0.0
2025-11-26,LOC-09,Coordinator,1,1.0,7.99,8.0,0.0
2025-11-28,LOC-09,Coordinator,1,1.0,10.05,10.0,0.0
2025-12-12,LOC-09,Coordinator,1,1.0,8.04,8.0,0.0
2025-12-15,LOC-09,Coordinator,1,1.0,7.97,8.0,0.0
2025-12-26,LOC-09,Coordinator,1,1.0,9.87,8.0,1.0
2026-01-02,LOC-09,Coordinator,1,1.0,8.19,8.0,0.0
2026-01-14,LOC-09,Coordinator,1,0.0,0.0,10.0,0.0
2026-01-21,LOC-09,Coordinator,1,1.0,8.05,8.0,0.0
2026-01-26,LOC-09,Coordinator,1,1.0,7.74,8.0,0.0
2026-01-28,LOC-09,Coordinator,1,1.0,7.97,8.0,0.0
2026-02-04,LOC-09,Coordinator,1,1.0,7.81,8.0,0.0
2026-02-09,LOC-09,Coordinator,1,1.0,10.97,8.0,1.0
2026-02-25,LOC-09,Coordinator,1,1.0,10.73,10.0,1.0
2026-02-28,LOC-09,Coordinator,1,1.0,8.04,8.0,0.0
2026-03-02,LOC-09,Coordinator,1,1.0,9.65,8.0,1.0
2026-03-04,LOC-09,Coordinator,1,1.0,8.13,8.0,0.0
2026-03-07,LOC-09,Coordinator,1,1.0,7.79,8.0,0.0
2026-03-09,LOC-09,Coordinator,1,1.0,9.73,8.0,1.0
2026-03-11,LOC-09,Coordinator,1,1.0,8.15,8.0,0.0
2026-03-14,LOC-09,Coordinator,1,1.0,7.98,8.0,0.0
2026-03-28,LOC-09,Coordinator,1,1.0,7.8,8.0,0.0
2026-04-24,LOC-09,Coordinator,1,1.0,7.82,8.0,0.0
2026-04-25,LOC-09,Coordinator,1,1.0,8.01,8.0,0.0
2026-04-29,LOC-09,Coordinator,1,1.0,8.31,8.0,0.0
2026-05-02,LOC-09,Coordinator,1,1.0,8.01,8.0,0.0
2026-05-06,LOC-09,Coordinator,1,1.0,10.01,10.0,0.0
2026-05-09,LOC-09,Coordinator,1,1.0,7.8,8.0,0.0
2026-05-15,LOC-09,Coordinator,1,1.0,7.89,8.0,0.0
2026-05-23,LOC-09,Coordinator,1,1.0,7.77,8.0,0.0
2026-05-25,LOC-09,Coordinator,1,1.0,7.82,8.0,0.0
2026-05-30,LOC-09,Coordinator,1,1.0,7.87,8.0,0.0
2026-06-03,LOC-09,Coordinator,1,1.0,10.01,10.0,0.0
2026-06-12,LOC-09,Coordinator,1,1.0,7.55,8.0,0.0
2026-06-13,LOC-09,Coordinator,1,1.0,7.9,8.0,0.0
2026-06-15,LOC-09,Coordinator,1,1.0,7.69,8.0,0.0
2026-06-17,LOC-09,Coordinator,1,1.0,8.04,8.0,0.0
2026-06-18,LOC-09,Coordinator,1,1.0,8.15,8.0,0.0
2026-06-19,LOC-09,Coordinator,1,1.0,7.82,8.0,0.0
2026-06-22,LOC-09,Coordinator,1,1.0,10.23,8.0,1.0
2026-06-26,LOC-09,Coordinator,1,1.0,7.82,8.0,0.0
2026-07-04,LOC-09,Coordinator,1,1.0,8.21,8.0,0.0
2026-07-13,LOC-09,Coordinator,1,1.0,7.8,8.0,0.0
2026-07-18,LOC-09,Coordinator,1,1.0,7.86,8.0,0.0
2026-07-25,LOC-09,Coordinator,1,1.0,7.8,8.0,0.0
2025-08-06,LOC-07,Support Worker,2,2.0,16.15,16.0,0.0
2025-09-10,LOC-07,Support Worker,2,2.0,16.15,16.0,0.0
2025-09-14,LOC-07,Support Worker,1,1.0,8.26,8.0,0.0
2025-09-21,LOC-07,Support Worker,1,1.0,10.11,8.0,1.0
2025-09-28,LOC-07,Support Worker,1,1.0,8.2,8.0,0.0
2025-11-16,LOC-07,Support Worker,1,1.0,8.0,8.0,0.0
2025-12-07,LOC-07,Support Worker,1,1.0,7.78,8.0,0.0
2026-01-07,LOC-07,Support Worker,2,2.0,16.16,16.0,0.0
2026-01-25,LOC-07,Support Worker,1,1.0,7.8,8.0,0.0
2026-02-08,LOC-07,Support Worker,1,1.0,7.94,8.0,0.0
2026-03-29,LOC-07,Support Worker,1,1.0,7.98,8.0,0.0
2026-05-27,LOC-07,Support Worker,2,2.0,15.899999999999999,16.0,0.0
2026-06-03,LOC-07,Support Worker,2,2.0,16.130000000000003,16.0,0.0
2026-06-07,LOC-07,Support Worker,1,1.0,7.98,8.0,0.0
2026-06-10,LOC-07,Support Worker,2,2.0,16.15,16.0,0.0
2026-07-26,LOC-07,Support Worker,1,1.0,7.81,8.0,0.0
2025-08-02,LOC-04,Support Worker,1,1.0,7.89,8.0,0.0
2025-09-13,LOC-04,Support Worker,1,1.0,7.96,8.0,0.0
2025-09-14,LOC-04,Support Worker,1,1.0,8.17,8.0,0.0
2025-09-20,LOC-04,Support Worker,1,1.0,8.38,8.0,0.0
2025-11-01,LOC-04,Support Worker,1,1.0,9.89,10.0,0.0
2025-11-25,LOC-04,Support Worker,1,1.0,8.16,8.0,0.0
2026-03-21,LOC-04,Support Worker,1,1.0,8.01,8.0,0.0
2026-04-11,LOC-04,Support Worker,1,1.0,8.07,8.0,0.0
2026-04-14,LOC-04,Support Worker,1,1.0,8.12,8.0,0.0
2026-05-02,LOC-04,Support Worker,1,1.0,8.19,8.0,0.0
2026-06-20,LOC-04,Support Worker,1,1.0,7.9,8.0,0.0
2026-06-27,LOC-04,Support Worker,1,1.0,8.08,8.0,0.0
2026-07-25,LOC-04,Support Worker,1,1.0,7.87,8.0,0.0
2025-11-16,LOC-03,Support Worker,1,1.0,9.79,10.0,0.0
2025-08-03,LOC-01,Support Worker,1,1.0,10.53,8.0,1.0
2025-08-04,LOC-01,Support Worker,1,1.0,8.19,8.0,0.0
2025-08-05,LOC-01,Support Worker,1,1.0,8.0,8.0,0.0
2025-08-06,LOC-01,Support Worker,1,1.0,7.64,8.0,0.0
2025-08-08,LOC-01,Support Worker,1,1.0,8.15,8.0,0.0
2025-08-10,LOC-01,Support Worker,1,1.0,7.94,8.0,0.0
2025-08-11,LOC-01,Support Worker,1,1.0,10.11,10.0,0.0
2025-08-12,LOC-01,Support Worker,1,1.0,8.11,8.0,0.0
2025-08-17,LOC-01,Support Worker,1,1.0,7.94,8.0,0.0
2025-08-20,LOC-01,Support Worker,1,1.0,8.0,8.0,0.0
2025-08-26,LOC-01,Support Worker,1,1.0,8.01,8.0,0.0
2025-08-27,LOC-01,Support Worker,1,1.0,8.02,8.0,0.0
2025-08-31,LOC-01,Support Worker,1,1.0,7.87,8.0,0.0
2025-09-03,LOC-01,Support Worker,1,1.0,10.05,10.0,0.0
2025-09-05,LOC-01,Support Worker,1,1.0,7.77,8.0,0.0
2025-09-10,LOC-01,Support Worker,1,1.0,7.82,8.0,0.0
2025-09-12,LOC-01,Support Worker,1,1.0,8.0,8.0,0.0
2025-09-19,LOC-01,Support Worker,1,1.0,7.81,8.0,0.0
2025-10-19,LOC-01,Support Worker,1,1.0,8.04,8.0,0.0
2025-10-22,LOC-01,Support Worker,1,1.0,9.98,10.0,0.0
2025-10-31,LOC-01,Support Worker,1,1.0,8.05,8.0,0.0
2025-11-04,LOC-01,Support Worker,1,1.0,10.65,8.0,1.0
2025-11-12,LOC-01,Support Worker,1,1.0,8.07,8.0,0.0
2025-11-16,LOC-01,Support Worker,1,1.0,10.23,10.0,0.0
2025-11-18,LOC-01,Support Worker,1,1.0,7.93,8.0,0.0
2025-11-19,LOC-01,Support Worker,1,1.0,9.99,10.0,0.0
2025-11-30,LOC-01,Support Worker,1,1.0,8.05,8.0,0.0
2025-12-01,LOC-01,Support Worker,1,1.0,7.86,8.0,0.0
2025-12-09,LOC-01,Support Worker,1,1.0,8.02,8.0,0.0
2025-12-16,LOC-01,Support Worker,1,0.0,0.0,8.0,0.0
2025-12-24,LOC-01,Support Worker,1,1.0,8.15,8.0,0.0
2025-12-29,LOC-01,Support Worker,1,1.0,9.96,10.0,0.0
2026-01-04,LOC-01,Support Worker,1,1.0,8.06,8.0,0.0
2026-01-07,LOC-01,Support Worker,1,1.0,10.0,10.0,0.0
2026-01-12,LOC-01,Support Worker,1,1.0,8.0,8.0,0.0
2026-01-20,LOC-01,Support Worker,1,1.0,7.82,8.0,0.0
2026-01-25,LOC-01,Support Worker,1,1.0,10.32,10.0,0.0
2026-01-26,LOC-01,Support Worker,1,1.0,7.96,8.0,0.0
2026-02-10,LOC-01,Support Worker,1,1.0,8.24,8.0,0.0
2026-02-18,LOC-01,Support Worker,1,1.0,8.05,8.0,0.0
2026-02-25,LOC-01,Support Worker,1,1.0,7.88,8.0,0.0
2026-03-04,LOC-01,Support Worker,1,1.0,8.12,8.0,0.0
2026-03-10,LOC-01,Support Worker,1,1.0,7.83,8.0,0.0
2026-03-11,LOC-01,Support Worker,1,1.0,7.96,8.0,0.0
2026-03-16,LOC-01,Support Worker,1,1.0,8.16,8.0,0.0
2026-04-05,LOC-01,Support Worker,1,1.0,8.1,8.0,0.0
2026-04-21,LOC-01,Support Worker,1,1.0,7.76,8.0,0.0
2026-05-18,LOC-01,Support Worker,1,1.0,7.95,8.0,0.0
2026-05-20,LOC-01,Support Worker,1,1.0,8.0,8.0,0.0
2026-05-22,LOC-01,Support Worker,1,1.0,7.9,8.0,0.0
2026-06-02,LOC-01,Support Worker,1,1.0,10.03,10.0,0.0
2026-06-03,LOC-01,Support Worker,1,1.0,8.12,8.0,0.0
2026-06-09,LOC-01,Support Worker,1,1.0,8.0,8.0,0.0
2026-06-21,LOC-01,Support Worker,1,1.0,7.93,8.0,0.0
2026-06-22,LOC-01,Support Worker,1,1.0,7.93,8.0,0.0
2026-06-26,LOC-01,Support Worker,1,1.0,7.8,8.0,0.0
2026-06-29,LOC-01,Support Worker,1,1.0,7.81,8.0,0.0
2026-07-06,LOC-01,Support Worker,1,1.0,10.13,10.0,0.0
2026-07-17,LOC-01,Support Worker,1,1.0,10.0,10.0,0.0
2026-07-19,LOC-01,Support Worker,1,1.0,7.99,8.0,0.0
2026-07-28,LOC-01,Support Worker,1,1.0,9.92,10.0,0.0
2026-07-31,LOC-01,Support Worker,1,1.0,7.67,8.0,0.0
2025-08-11,LOC-03,Registered Nurse,1,1.0,8.01,8.0,0.0
2025-08-14,LOC-03,Registered Nurse,1,1.0,8.11,8.0,0.0
2025-08-15,LOC-03,Registered Nurse,1,1.0,9.91,10.0,0.0
2025-08-18,LOC-03,Registered Nurse,1,1.0,8.25,8.0,0.0
2025-08-25,LOC-03,Registered Nurse,1,1.0,9.71,8.0,1.0
2025-09-07,LOC-03,Registered Nurse,1,1.0,10.06,10.0,0.0
2025-09-25,LOC-03,Registered Nurse,1,1.0,8.1,8.0,0.0
2025-10-01,LOC-03,Registered Nurse,1,1.0,7.98,8.0,0.0
2025-10-03,LOC-03,Registered Nurse,1,1.0,8.02,8.0,0.0
2025-10-05,LOC-03,Registered Nurse,1,1.0,8.05,8.0,0.0
2025-10-06,LOC-03,Registered Nurse,1,1.0,8.23,8.0,0.0
2025-10-10,LOC-03,Registered Nurse,1,1.0,8.04,8.0,0.0
2025-10-19,LOC-03,Registered Nurse,1,1.0,7.44,8.0,0.0
2025-10-20,LOC-03,Registered Nurse,1,1.0,7.94,8.0,0.0
2025-11-10,LOC-03,Registered Nurse,1,1.0,8.18,8.0,0.0
2025-12-04,LOC-03,Registered Nurse,1,1.0,7.78,8.0,0.0
2025-12-10,LOC-03,Registered Nurse,1,1.0,8.26,8.0,0.0
2025-12-17,LOC-03,Registered Nurse,1,1.0,7.91,8.0,0.0
2025-12-24,LOC-03,Registered Nurse,1,1.0,8.04,8.0,0.0
2025-12-26,LOC-03,Registered Nurse,1,1.0,7.87,8.0,0.0
2025-12-29,LOC-03,Registered Nurse,1,1.0,7.78,8.0,0.0
2026-01-02,LOC-03,Registered Nurse,1,1.0,8.05,8.0,0.0
2026-01-05,LOC-03,Registered Nurse,1,1.0,7.91,8.0,0.0
2026-01-11,LOC-03,Registered Nurse,1,1.0,8.36,8.0,0.0
2026-01-12,LOC-03,Registered Nurse,1,1.0,8.02,8.0,0.0
2026-01-15,LOC-03,Registered Nurse,1,1.0,8.0,8.0,0.0
2026-01-16,LOC-03,Registered Nurse,1,1.0,8.06,8.0,0.0
2026-01-30,LOC-03,Registered Nurse,1,1.0,8.07,8.0,0.0
2026-02-01,LOC-03,Registered Nurse,1,1.0,10.68,8.0,1.0
2026-02-02,LOC-03,Registered Nurse,1,1.0,7.92,8.0,0.0
2026-02-12,LOC-03,Registered Nurse,1,1.0,8.04,8.0,0.0
2026-02-16,LOC-03,Registered Nurse,1,1.0,7.89,8.0,0.0
2026-02-26,LOC-03,Registered Nurse,1,1.0,8.21,8.0,0.0
2026-03-01,LOC-03,Registered Nurse,1,1.0,7.92,8.0,0.0
2026-03-04,LOC-03,Registered Nurse,1,1.0,8.0,8.0,0.0
2026-03-06,LOC-03,Registered Nurse,1,1.0,7.96,8.0,0.0
2026-03-13,LOC-03,Registered Nurse,1,1.0,7.93,8.0,0.0
2026-03-20,LOC-03,Registered Nurse,1,1.0,8.34,8.0,0.0
2026-04-08,LOC-03,Registered Nurse,1,1.0,7.84,8.0,0.0
2026-04-12,LOC-03,Registered Nurse,1,1.0,8.26,8.0,0.0
2026-04-17,LOC-03,Registered Nurse,1,1.0,7.89,8.0,0.0
2026-04-20,LOC-03,Registered Nurse,1,1.0,8.06,8.0,0.0
2026-04-24,LOC-03,Registered Nurse,1,1.0,9.85,10.0,0.0
2026-04-26,LOC-03,Registered Nurse,1,1.0,9.81,10.0,0.0
2026-05-01,LOC-03,Registered Nurse,1,1.0,7.98,8.0,0.0
2026-05-06,LOC-03,Registered Nurse,1,1.0,12.8,10.0,1.0
2026-05-07,LOC-03,Registered Nurse,1,1.0,8.02,8.0,0.0
2026-05-08,LOC-03,Registered Nurse,1,1.0,10.7,8.0,1.0
2026-05-13,LOC-03,Registered Nurse,1,1.0,7.79,8.0,0.0
2026-05-22,LOC-03,Registered Nurse,1,1.0,7.99,8.0,0.0
2026-05-29,LOC-03,Registered Nurse,1,1.0,8.07,8.0,0.0
2026-06-04,LOC-03,Registered Nurse,1,1.0,8.1,8.0,0.0
2026-06-07,LOC-03,Registered Nurse,1,1.0,7.94,8.0,0.0
2026-06-19,LOC-03,Registered Nurse,1,1.0,8.1,8.0,0.0
2026-06-21,LOC-03,Registered Nurse,1,1.0,9.96,10.0,0.0
2026-06-22,LOC-03,Registered Nurse,1,1.0,10.01,10.0,0.0
2026-06-26,LOC-03,Registered Nurse,1,1.0,8.25,8.0,0.0
2026-07-06,LOC-03,Registered Nurse,1,1.0,9.97,10.0,0.0
2026-07-13,LOC-03,Registered Nurse,1,1.0,7.87,8.0,0.0
2026-07-20,LOC-03,Registered Nurse,1,1.0,8.06,8.0,0.0
2026-07-24,LOC-03,Registered Nurse,1,1.0,8.03,8.0,0.0
2025-11-03,LOC-02,Support Worker,3,3.0,23.75,24.0,0.0
2025-08-31,LOC-09,Allied Health Clinician,1,1.0,8.0,8.0,0.0
2025-09-14,LOC-09,Allied Health Clinician,1,1.0,9.91,10.0,0.0
2025-09-21,LOC-09,Allied Health Clinician,1,1.0,10.77,8.0,1.0
2025-10-12,LOC-09,Allied Health Clinician,1,1.0,7.94,8.0,0.0
2025-11-09,LOC-09,Allied Health Clinician,1,1.0,8.12,8.0,0.0
2025-11-23,LOC-09,Allied Health Clinician,1,1.0,8.21,8.0,0.0
2026-01-18,LOC-09,Allied Health Clinician,1,1.0,9.89,10.0,0.0
2026-01-25,LOC-09,Allied Health Clinician,1,1.0,8.03,8.0,0.0
2026-03-15,LOC-09,Allied Health Clinician,1,1.0,8.08,8.0,0.0
2026-03-22,LOC-09,Allied Health Clinician,1,1.0,10.12,10.0,0.0
2026-06-21,LOC-09,Allied Health Clinician,1,1.0,8.01,8.0,0.0
2026-07-01,LOC-09,Allied Health Clinician,1,1.0,7.98,8.0,0.0
2025-08-27,LOC-02,Support Worker,1,1.0,7.72,8.0,0.0
2025-09-17,LOC-02,Support Worker,1,1.0,7.96,8.0,0.0
2025-09-24,LOC-02,Support Worker,1,1.0,8.06,8.0,0.0
2025-10-15,LOC-02,Support Worker,1,1.0,9.67,8.0,1.0
2025-11-26,LOC-02,Support Worker,1,1.0,7.96,8.0,0.0
2025-12-17,LOC-02,Support Worker,1,1.0,8.04,8.0,0.0
2026-01-07,LOC-02,Support Worker,1,1.0,10.11,10.0,0.0
2026-01-14,LOC-02,Support Worker,1,1.0,9.97,10.0,0.0
2026-02-18,LOC-02,Support Worker,1,1.0,9.04,8.0,1.0
2026-03-18,LOC-02,Support Worker,1,1.0,10.81,8.0,1.0
2026-04-15,LOC-02,Support Worker,1,1.0,7.97,8.0,0.0
2026-04-22,LOC-02,Support Worker,1,1.0,8.01,8.0,0.0
2026-04-29,LOC-02,Support Worker,1,1.0,7.82,8.0,0.0
2026-05-13,LOC-02,Support Worker,1,1.0,9.89,10.0,0.0
2026-06-10,LOC-02,Support Worker,1,1.0,9.77,8.0,1.0
2026-07-22,LOC-02,Support Worker,1,1.0,7.81,8.0,0.0
2026-07-29,LOC-02,Support Worker,1,1.0,7.93,8.0,0.0
2026-03-04,LOC-07,Support Worker,1,1.0,7.93,8.0,0.0
2025-10-16,LOC-03,Team Leader,3,3.0,24.19,24.0,0.0
2025-10-23,LOC-03,Team Leader,3,3.0,24.0,24.0,0.0
2025-11-06,LOC-03,Team Leader,3,2.0,17.43,24.0,1.0
2026-02-19,LOC-03,Team Leader,3,3.0,27.15,24.0,1.0
2026-02-28,LOC-03,Team Leader,2,2.0,18.89,18.0,1.0
2026-03-26,LOC-03,Team Leader,3,3.0,26.049999999999997,26.0,0.0
2026-04-30,LOC-03,Team Leader,3,3.0,24.07,24.0,0.0
2026-05-23,LOC-03,Team Leader,2,2.0,16.05,16.0,0.0
2026-05-28,LOC-03,Team Leader,3,3.0,26.560000000000002,26.0,0.0
2026-06-11,LOC-03,Team Leader,2,2.0,15.83,16.0,0.0
2026-07-23,LOC-03,Team Leader,3,3.0,25.83,24.0,1.0
2025-08-01,LOC-05,Registered Nurse,1,1.0,7.81,8.0,0.0
2025-08-03,LOC-05,Registered Nurse,1,1.0,8.05,8.0,0.0
2025-08-06,LOC-05,Registered Nurse,1,1.0,7.99,8.0,0.0
2025-08-21,LOC-05,Registered Nurse,1,1.0,8.0,8.0,0.0
2025-08-24,LOC-05,Registered Nurse,1,1.0,8.14,8.0,0.0
2025-09-04,LOC-05,Registered Nurse,1,0.0,0.0,8.0,0.0
